Unnamed: 0,author,message,time_text,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
45,username@nLLnkLnpuo,Yuurrrrrrr,0:38:00,,,,,,
46,username@Frsbr.tM.t,Greetings,0:39:00,,,,,,
47,username@GeG_yririe,hello,0:39:00,,,,,,
48,username@rdCaairnrl,hi,0:39:00,,,,,,
49,username@eVoltdRV_d,speedy bro,0:39:00,,,,,,
50,username@TevvT eeee,Howdy doody,0:39:00,,,,,,
51,username@NoNutsurGa,Hey,0:40:00,,,,,,
52,username@on.buoo ru,Colorblind again lol,0:40:00,,,,,,
53,username@aosDvooova,meow,0:42:00,,,,,,
54,username@o SirS oiS,hey,0:43:00,,,,,,
55,username@ rmmaeaete,Nooooglaaa,0:43:00,,,,,,
56,username@hffsfofiis,Holy shit d4,0:44:00,,,,,,
57,username@ioxnp nole,Sup Nogla?,0:45:00,,,,,,
58,username@TuosNNTTaN,.,0:45:00,,,,,,
59,username@dhnToyokdb,How’s everyone,0:45:00,,,,,,
60,username@aorClhnaeC,pp,0:45:00,,,,,,
61,username@amhncSdSpd,Nogla is already dead and the stream just started,0:46:00,,,,,,
62,username@RzRdloozdz,That’s my night sorted,0:46:00,,,,,,
63,username@nriiprmu u,Yello Nogla Potato,0:46:00,,,,,,
64,username@MreMrrGuea,Hello,0:46:00,,,,,,
65,username@669Aaa69v9,Hi nogla,0:46:00,,,,,,
66,username@ bb gsmueu,yay I'm early,0:49:00,,,,,,
67,username@SGGcaG tel,Hey,0:49:00,,,,,,
68,username@lcaWcWllll,pog,0:49:00,,,,,,
69,username@kaSS桜aaaSS,Came as quick as possible,0:49:00,,,,,,
70,username@nPJhPhJhn,what's up!!!,0:49:00,,,,,,
71,username@goarggrRRt,Pooop,0:50:00,,,,,,
72,username@tTa aT_ti_,Leroooooo jankkkkkkkensss,0:50:00,,,,,,
73,username@TcyTleean,POOFESURE,0:50:00,,,,,,
74,username@zegablg0eb,stay low stay frosty,0:51:00,,,,,,
75,username@totRtt  so,Hello nogla,0:53:00,,,,,,
76,username@niobo drbr,Hoowwwdyy,0:53:00,,,,,,
77,username@aterSStlri,wtf did it start here,0:53:00,,,,,,
78,username@e aienngue,Helloo,0:53:00,,,,,,
79,username@aie5Niei5t,damn no vannos byebye,0:54:00,,,,,,
80,username@cTrTWyWeTy,Creeper!!!!!!!!!!!,0:54:00,,,,,,
81,username@eeanazmemo,ALRIGHTTTT,0:54:00,,,,,,
82,username@B rgiBu rg,guys my crush just said yes 😊i’m so happy with him,0:54:00,,,,,,
83,username@1ace89 c9h,I’m gonna fall asleep to this,0:54:00,,,,,,
84,username@rahyhssCh,Noglq got clapped,0:55:00,,,,,,
85,username@6F9r 9oi e,we want vanoss,0:55:00,,,,,,
86,username@eJ J Be tn,R,0:55:00,,,,,,
87,username@ it2P7 in7,Eyyy top 300,0:55:00,,,,,,
88,username@U rb rrrS,hi,0:55:00,,,,,,
89,username@seih hsTsn,why aren't you screaming over each other,0:55:00,,,,,,
90,username@lrlhhCheae,Aye nogla,0:55:00,,,,,,
91,username@eeyiuleLLL,Get basically in here,0:55:00,,,,,,
92,username@zdoizdoaoL,Helo,0:55:00,,,,,,
93,username@pynkonpoep,oh neat it's speedy from kaif,0:56:00,,,,,,
94,username@snnPvPverv,Like the video guys,0:56:00,,,,,,
95,username@vagitive n,Is trash,0:57:00,,,,,,
96,username@LLAA iiiiL,hello nogla 💚💚💚,0:57:00,,,,,,
97,username@uuRui.uJJJ,Ahhh you're playing with Poofesure!!!,0:57:00,,,,,,
98,username@0s1mSS30hm,What’s gooood nogla,0:58:00,,,,,,
99,username@aSo ccpooo,poo poo pee pee,0:58:00,,,,,,
100,username@21i r r 2i,Hi,0:58:00,,,,,,
101,username@t8t66rooco,Poof!,1:00:00,,,,,,
102,username@eeqrgeuqFE,who killed you nogla just got here,1:00:00,,,,,,
103,username@dd icycd i,jeopardy,1:00:00,,,,,,
104,username@xsxElaxplx,ohh yeah,1:00:00,,,,,,
105,username@NNNEAAN5AN,It’s lazar definitely,1:01:00,,,,,,
106,username@rkaginra k,poop,1:02:00,,,,,,
107,username@AneldnTaao,howdy dowdy,1:03:00,,,,,,
108,username@zol lli  o,keep calm and keeper going,1:03:00,,,,,,
109,username@a ywdoadcc,Hey Nogla!!!,1:03:00,,,,,,
110,username@ikdsseksii,hey,1:03:00,,,,,,
111,username@ci rtLiu i,hi nogla,1:04:00,,,,,,
112,username@osalJaiJJh,Howdy doody,1:04:00,,,,,,
113,username@taAdaAdaR,pog,1:05:00,,,,,,
114,username@nn oroi ui,Hey,1:05:00,,,,,,
115,username@BBseabaePs,Evan dosen't have to be here ryan,1:05:00,,,,,,
116,username@newnhtnnne,It’s wildcat,1:05:00,,,,,,
117,username@r2byer8rCC,I'm a fan nogla,1:06:00,,,,,,
118,username@ayollooaaC,hoii uwu,1:06:00,,,,,,
119,username@aorClhnaeC,pog,1:06:00,,,,,,
120,username@og25oooanm,lflzlc,1:06:00,,,,,,
121,username@lsMGtysy s,sup nolga,1:07:00,,,,,,
122,username@eaenggeg a,"Please play black and white mode again, that was hilarious",1:09:00,,,,,,
123,username@NoNutsurGa,There gonna be fffffffucked,1:09:00,,,,,,1
124,username@eBufuDTfBt,:thanksdoc::thanksdoc:,1:10:00,,,,,,
125,username@aeSewnnSeh,What are you doing step bro,1:10:00,,,,,,
126,username@oerSorier,hi,1:10:00,,,,,,
127,username@Dne._ o ge,POOOOOOOOOOOFFFFF,1:12:00,,,,,,
128,username@asroCCoehC,what up bitch,1:12:00,,,,,,1
129,username@uGyuGuyyuy,Nogla accidentally started streaming prob,1:13:00,,,,,,
130,username@4vva5pa5ea,I love you nogla! good to see u on louder with crowder a while back :),1:13:00,,,,,,
131,username@amhncSdSpd,Man chat really sped up once stream started,1:13:00,,,,,,
132,username@ennlDeneld,안녕하세요!!!,1:16:00,,,,,,
133,username@uaNaagmmNm,k,1:17:00,,,,,,
134,username@Sto or a t,i am here,1:18:00,,,,,,
135,username@Frsbr.tM.t,How is everyone doing...?,1:19:00,,,,,,
136,username@LF66LLL_F3,I thought servers were down,1:20:00,,,,,,
137,username@-ɴᴍ 'ᴀ ᴍ -,SOFT PHROG,1:20:00,,,,,,
138,username@edye taatd,hi,1:20:00,,,,,,
139,username@eooenkSneo,I wonder if he risked starting stream in middle of game,1:20:00,,,,,,
140,username@ue aauaeKd,hello,1:21:00,,,,,,
141,username@rnD rer Do,wow,1:22:00,,,,,,
142,username@laiieMMMny,Hiiii,1:22:00,,,,,,
143,username@oiincc uo,Where the face cam? lol,1:23:00,,,,,,
144,username@b 2ey4t22t,how was your day,1:23:00,,,,,,
145,username@Cbaavnuara,can someone tell me happy birthday,1:24:00,,,,,,
146,username@rrVCeVfnso,Another Night Another Nogla! ❤,1:25:00,,,,,,
147,username@esMf afMiM,who are these people? lol,1:25:00,,,,,,
148,username@cgan Amn e,its kruz,1:26:00,,,,,,
149,username@nre erxnnn,Hi nogla,1:26:00,,,,,,
150,username@ruunslosdu,Shit,1:27:00,,,,,,
151,username@solBumlmSe,Hey,1:27:00,,,,,,
152,username@isoaMaalii,ballsack,1:28:00,,,,,,
153,username@B rgiBu rg,black and white again,1:28:00,,,,,,
154,username@DFRorneirF,invite vanoss #beliveinvanoss,1:28:00,,,,,,
155,username@iKeemKmaln,Hiiiiiiiii,1:29:00,,,,,,
156,username@eBufuDTfBt,:yougotthis::sanitizer::takeout::chillwdog::washhands::thanksdoc::goodvibes:,1:31:00,,,,,,
157,username@og25oooanm,SpongeBob,1:32:00,,,,,,
158,username@TeLEM aeBB,Hey nogla you really help me through my depression and please keep making videos with Vanoss and all of them you’re a great part of this world,1:32:00,,,,,,
159,username@zol lli  o,keep calm and keeper going,1:34:00,,,,,,
160,username@Kstiati  t,Hi Nogla,1:36:00,,,,,,
161,username@   pi pi i,olog,1:36:00,,,,,,
162,username@kaSS桜aaaSS,WAIT YOUR PLAYING WITH POOFESURE YOOOOOOO,1:37:00,,,,,,
163,username@ tStt  tto,i love y'all Brothas,1:37:00,,,,,,
164,username@AneldnTaao,howdy doody,1:37:00,,,,,,
165,username@KBKnniainl,I ship daithi de terroriser,1:37:00,,,,,,
166,username@7y77y-m7sn,For how long has Nogla been streaming 🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨,1:38:00,,,,,,
167,username@ieimixeiei,안녕,1:38:00,,,,,,
168,username@uk  cuuD k,hi,1:39:00,,,,,,
169,username@n  ssum nd,damn,1:40:00,,,,,,
170,username@aseJanrMJm,wheres the facecam,1:43:00,,,,,,
171,username@rr frrrore,things that break friend ship number one among us,1:44:00,,,,,,
172,username@zdoizdoaoL,We’re the face cam,1:44:00,,,,,,
173,username@aterSStlri,Hi nogla,1:47:00,,,,,,
174,username@21i r r 2i,Hi,1:49:00,,,,,,
175,username@wlsLLgw w,Poofesure is great,1:50:00,,,,,,
176,username@uuRui.uJJJ,Poofesure is a hilarious youtuber,1:50:00,,,,,,
177,username@DFRorneirF,#beliveinvanoss,1:51:00,,,,,,
178,username@sssovo avs,Bababooie,1:51:00,,,,,,
179,username@-ɴᴍ 'ᴀ ᴍ -,a,1:56:00,,,,,,
180,username@B rgiBu rg,invite vanoss,1:57:00,,,,,,
181,username@aorClhnaeC,a minute,2:00:00,,,,,,
182,username@assseah6ne,ayyyyyy,2:00:00,,,,,,
183,username@n  ssum nd,XD,2:00:00,,,,,,
184,username@aflrhcidh,everytime someone curses I take a drink lets see if I get alcohol poisoning lololokol,2:04:00,,,,,,
185,username@aTaoTZyall,he can't apeak,2:07:00,,,,,,
186,username@eeee t Phe,I don’t think nogla likes this group and that’s sad bcuz I’ve followed both groups since 2012,2:08:00,,,,,,
187,username@aNNnTNnNNn,no facecam?,2:08:00,,,,,,
188,username@saDrmoDrsD,ok so basically is dead.,2:11:00,,,,,,
189,username@zol lli  o,🥔 for life,2:11:00,,,,,,
190,username@zkuP PMsHz,Hi!!!,2:11:00,,,,,,
191,username@Heyetuetey,just got in time,2:11:00,,,,,,
192,username@rrVCeVfnso,like 5 min?,2:12:00,,,,,,
193,username@oroennmelt,Big booty wamen,2:12:00,,,,,,
194,username@DFRorneirF,#beliveinvanoss,2:13:00,,,,,,
195,username@neaonnnenJ,Hello all my beautiful potatoes! 🥔,2:14:00,,,,,,
196,username@BcZhilB ra,Howdy nogla,2:17:00,,,,,,
197,username@lyLynyoDDz,Hiii,2:18:00,,,,,,
198,username@  YSAGGAYS,Add me on ps4 Fontzi_youtube,2:20:00,,,,,,
199,username@myylwGalra,I’m lonely,2:22:00,,,,,,
200,username@iKeemKmaln,Why no face cam,2:24:00,,,,,,
201,username@ketn tggne,"after watching the black and white among us vids, actual color looks weird",2:25:00,,,,,,
202,username@nesHdssaas,"ivt me , my name is Major Tom",2:26:00,,,,,,
203,username@miiihTeiPe,Big oooof all these people jumping into chat killed my internet.,2:26:00,,,,,,
204,username@uHymrH_umm,"my titties kinda sweaty, y'all got a solution?",2:29:00,,,,,,
205,username@ tStt  tto,@Brandon Guardado 2 MINUTES,2:29:00,,,,,,
206,username@K TjOnnjna,hello nogla who killed you?,2:30:00,,,,,,
207,username@amhncSdSpd,Everyone asking for Face Cam 😆,2:32:00,,,,,,
208,username@s s rhegso,the last black and white video was hilarious,2:33:00,,,,,,
209,username@ gOoOie ri,:_noglaSmile:,2:35:00,,,,,,
210,username@aTaoTZyall,ayyy that's my favorite map,2:36:00,,,,,,
211,username@DFRorneirF,#beliveinvanoss,2:36:00,,,,,,
212,username@ETSAGM  MO,Hey Nogla,2:38:00,,,,,,
213,username@KBKnniainl,Howdy doody,2:38:00,,,,,,
214,username@33otontDln,"2 mins ago, lol im early",2:39:00,,,,,,
215,username@z lrtiarai,hey eating a patato,2:40:00,,,,,,
216,username@wewyhyeych,🥔,2:41:00,,,,,,
217,username@  YSAGGAYS,Cookie cookie song,2:41:00,,,,,,
218,username@dryjnyenan,howdy potato,2:42:00,,,,,,
219,username@lI lIfjnnj,Suppp Nogla my dude,2:49:00,,,,,,
220,username@edAAoooegg,#vanossbestyoutuber,2:54:00,,,,,,
221,username@kaSS桜aaaSS,Chicken Nuggets yeah same its weird,2:55:00,,,,,,
222,username@CCC77TTCCC,Face cam for the boys and girls,2:58:00,,,,,,
223,username@TotcmsoTTs,scesa,3:02:00,,,,,,
224,username@i aGwtweet,Yeast,3:04:00,,,,,,
225,username@rrVCeVfnso,hiiiiiiiiiiiiiiiiiiiiii boooooooooooiiiiiiiiii,3:05:00,,,,,,
226,username@pynkonpoep,EEEE,3:05:00,,,,,,
227,username@ rsFrFi si,Nogla is always guilty of something,3:08:00,,,,,,
228,username@syy_slhF,Yes face cam,3:10:00,,,,,,
229,username@  YSAGGAYS,Sing the cookie song,3:12:00,,,,,,
230,username@aBBeeaBarr,hi,3:12:00,,,,,,
231,username@9aermvvc0a,Whoever disliked is gay,3:13:00,,1,,,,
232,username@s s rhegso,the last black and white video was hilarious,3:14:00,,,,,,
233,username@yigag gB y,Who is imposters,3:18:00,,,,,,
234,username@inMWaMr in,oyoyoyoy,3:19:00,,,,,,
235,username@kaSS桜aaaSS,Oh ok no face cam its aight,3:21:00,,,,,,
236,username@eeeoorFlrl,Monkeeeeee,3:21:00,,,,,,
237,username@rnD rer Do,hi,3:21:00,,,,,,
238,username@eツmCmツeema,2483'rd btw,3:22:00,,,,,,
239,username@tellitrlri,ok,3:23:00,,,,,,
240,username@ gOoOie ri,good,3:24:00,,,,,,
241,username@towataawcm,yup,3:25:00,,,,,,
242,username@IONTLCTIGO,it's Jeffrey stephey in your gear 3,3:25:00,,,,,,
243,username@iaa dA aZA,no,3:25:00,,,,,,
244,username@edye taatd,yes,3:25:00,,,,,,
245,username@eielaiisng,yessir,3:26:00,,,,,,
246,username@SYYMar MJS,We good,3:26:00,,,,,,
247,username@2yby9 7bb2,hi nogla,3:28:00,,,,,,
248,username@neaonnnenJ,Potato cam 🥔,3:28:00,,,,,,
249,username@M Mri Ma G,Yeah,3:28:00,,,,,,
250,username@eeee t Phe,Good now that you’re here bud,3:28:00,,,,,,
251,username@rrVCeVfnso,yeast? WHAT?,3:29:00,,,,,,
252,username@ETSAGM  MO,Doing fantastic,3:30:00,,,,,,
253,username@erdeeedCHl,I'm pretty shitty ngl,3:31:00,,,,,,
254,username@KBKnniainl,Hiiiii,3:32:00,,,,,,
255,username@aBBeeaBarr,"all good, studying for exams",3:33:00,,,,,,
256,username@mCrrmm  ic,I liked the face cam,3:34:00,,,,,,
257,username@  YSAGGAYS,Sing the cookie song nogla,3:34:00,,,,,,
258,username@ieimixeiei,Yea how r u nogla,3:34:00,,,,,,
259,username@TotcmsoTTs,its pete,3:35:00,,,,,,
260,username@nsmmiynniy,@heroes charge I reported,3:35:00,,,,,,
261,username@Annrnnrorn,"I showed late, what I miss, and what's up?",3:36:00,,,,,,
262,username@sTssnn dir,yo,3:36:00,,,,,,
263,username@yySt4nCayt,Bro speedy!!,3:36:00,,,,,,
264,username@dahYbMMheb,pls no facecam,3:37:00,,,,,,
265,username@pbiiANbypi,you’re playing with my boy everything’s swell,3:37:00,,,,,,
266,username@nB  B nB o,hello,3:38:00,,,,,,
267,username@Tses suk4T,You doing alright ?,3:39:00,,,,,,
268,username@pynkonpoep,speedy has a break down,3:39:00,,,,,,
269,username@oe:mnU:iUi,I'm doin great,3:40:00,,,,,,
270,username@to torleJ,What’s up Nola,3:40:00,,,,,,
271,username@iTNtetTN’T,Nice,3:41:00,,,,,,
272,username@shhylhelel,how can I become a member?,3:41:00,,,,,,
273,username@a liiEalEl,hiiii,3:41:00,,,,,,
274,username@inMWaMr in,shout me out nogla,3:42:00,,,,,,
275,username@Eooltiwolt,my birthday was yesterday 🎉,3:42:00,,,,,,
276,username@ru nauilar,wow didnt even realise the stream has started,3:43:00,,,,,,
277,username@teNBBBB ld,beard boy nogla,3:43:00,,,,,,
278,username@newnhtnnne,ITS WILDCAT,3:44:00,,,,,,
279,username@nle nn meB,Okay understandable for not using your facecam,3:45:00,,,,,,
280,username@zdoizdoaoL,Hi,3:45:00,,,,,,
281,username@ri• ol••o,"Yessir, what about you Nogla? How's your night been?",3:46:00,,,,,,
282,username@ Ldllp zrr,Everyone is an importer LOL,3:46:00,,,,,,
283,username@yigag gB y,Ok,3:46:00,,,,,,
284,username@unsItttsus,we need evan and tyler on,3:46:00,,,,,,
285,username@WieWM McMe,My cat ran away. I'm sad.,3:46:00,,,,,,
286,username@yvvvyvWyWW,Bout a call for Apple 12/18 strike price 120.20 should I accept losses or hold,3:47:00,,,,,,
287,username@K TjOnnjna,potoottataotatatataoata,3:47:00,,,,,,
288,username@amhncSdSpd,Doing good now that you're streaming,3:47:00,,,,,,
289,username@tntDDDDier,I shit my on my cat,3:49:00,,,,,,
290,username@nzoongFppT,its daadylazar,3:50:00,,,,,,
291,username@dalee rotd,hi,3:50:00,,,,,,
292,username@IONTLCTIGO,HI nogla,3:50:00,,,,,,
293,username@Qoicuoupei,Hi nogla,3:52:00,,,,,,
294,username@HHawadedew,nogla. your like my favorite YouTuber,3:52:00,,,,,,
295,username@laiieMMMny,How are you Nogla,3:53:00,,,,,,
296,username@rerOrhehet,hi how are you doing today 😊,3:53:00,,,,,,
297,username@sMMersssMe,hi,3:53:00,,,,,,
298,username@aleFiilsit,boo,3:54:00,,,,,,
299,username@iJelaeiMlJ,:elbowcough:,3:55:00,,,,,,
300,username@aiihnMMdad,Miniladd likes showing children his “Miniladd”,3:56:00,,,,,,
301,username@h edenyla,Always makes my day to make a Nogla stream. ❤,3:57:00,,,,,,
302,username@aralaGBrGG,noglaaaa,3:57:00,,,,,,
303,username@saliiaiigM,so stupidly funy,4:00:00,,,,,,
304,username@  YSAGGAYS,SING THE COOKIE SONG NOGLA,4:01:00,,,,,,
305,username@ilFii vurs,I should be doing homework now but I'm watching this lol,4:02:00,,,,,,
306,username@cgan Amn e,they girl i liked told me i was like a brother to her and that hit me hard,4:03:00,,,,,,
307,username@yigag gB y,Nogla you Funny,4:06:00,,,,,,
308,username@iKycelcdy,🔴,4:07:00,,,,,,
309,username@neaonnnenJ,It's obviously OHM!,4:08:00,,,,,,
310,username@kaSS桜aaaSS,"Gtg work on my work, ill see you guys later",4:09:00,,,,,,
311,username@moyryb3 rm,nogla where your face can or are u having trouble with it,4:12:00,,,,,,
312,username@orinnaisna,can you REEE nogla?,4:12:00,,,,,,
313,username@aBBeeaBarr,whos the imposter?,4:12:00,,,,,,
314,username@tellitrlri,no face cam,4:13:00,,,,,,
315,username@NYOSVAIJKD,Hi,4:18:00,,,,,,
316,username@ gOoOie ri,link in vid for joining mem or so,4:18:00,,,,,,
317,username@netffafttr,Hi,4:19:00,,,,,,
318,username@umbctmceiu,Where is wildcat?,4:22:00,,,,,,
319,username@IONTLCTIGO,it's lazer,4:22:00,,,,,,
320,username@teehNPCt h,😃,4:22:00,,,,,,
321,username@hG Gitth G,seen but we shout over each other thought you were playing with ninja or something,4:23:00,,,,,,
322,username@l oasaspsf,We chilling I had to ditch the hentai to watch this,4:24:00,,,,,,
323,username@z lrtiarai,hey,4:26:00,,,,,,
324,username@h Jeonne m,started streaming during a middle of the game,4:27:00,,,,,,
325,username@ahNheevtes,nogla when will the nogla plush start shipping?,4:31:00,,,,,,
326,username@iiic aalsi,No facecam ?:(,4:38:00,,,,,,
327,username@ole aL Laa,yo it has been so long since i watched you nogla hows life,4:41:00,,,,,,
328,username@beoccNoNJc,early?,4:41:00,,,,,,
329,username@lanonla lD,What part of Ireland does nogla live in?,4:41:00,,,,,,
330,username@NYOSVAIJKD,Hi,4:43:00,,,,,,
331,username@uDut tD oD,Uh oh,4:44:00,,,,,,
332,username@yigag gB y,Dfhhhhgghdj,4:44:00,,,,,,
333,username@  YSAGGAYS,Yumi yumi,4:44:00,,,,,,
334,username@mesaddeahe,"Recently discovered you because of this game, I love these streams❤️ they’re so funny and intense",4:45:00,,,,,,
335,username@PytttSgooa,Ello.,4:51:00,,,,,,
336,username@neaonnnenJ,NOGLA KNOWS ALL! 🥔,4:51:00,,,,,,
337,username@obe iiosii,f word,4:54:00,,,,,,
338,username@KBKnniainl,Facecam,4:54:00,,,,,,
339,username@rrVCeVfnso,@Brenda hi hope you past on those... tbh i dont know what exams are im in 8th grade! 🙂,4:56:00,,,,,,
340,username@IONTLCTIGO,it's bout scam,4:57:00,,,,,,
341,username@n nnsnhoaa,😂😂😂,4:57:00,,,,,,
342,username@yigag gB y,My potato,5:06:00,,,,,,
343,username@ddldsinosa,Stiff socks,5:07:00,,,,,,
344,username@JTJThqsJqe,"Nogla on god, you always in a 9 man impostor lobby when i come into stream",5:07:00,,,,,,
345,username@2Ck3lkC2ih,HI,5:08:00,,,,,,
346,username@zePasaPawk,How yumi in here,5:10:00,,,,,,
347,username@eytllotyso,h,5:11:00,,,,,,
348,username@raHlaHeBee,Is aliyah playing?,5:17:00,,,,,,
349,username@worZwchwe,I'm gonna hack the lobby and get in sometime tonight. expect a visit from RedBandit,5:19:00,,,,1,,
350,username@ole aL Laa,last time i watched you was season 4 fortnite i think,5:20:00,,,,,,
351,username@ztzzihhtio,sup,5:21:00,,,,,,
352,username@n nnsnhoaa,This is scripted😂,5:21:00,,,,,,
353,username@ttsetetsWs,Hey nogla,5:25:00,,,,,,
354,username@iiic aalsi,"That man cursed, ban him",5:25:00,,,,,,
355,username@Annrnnrorn,"You know what, Ima go to sleep, have a nice stream Nogla",5:26:00,,,,,,
356,username@XmIcm9sXm9,I’ve always been a fan of you guys No Capp,5:27:00,,,,,,
357,username@IONTLCTIGO,:P,5:30:00,,,,,,
358,username@TTClTlRaMC,wait poofesufe?,5:31:00,,,,,,
359,username@neaonnnenJ,Hey everybody what's your favorite form of 🥔 to eat?!,5:34:00,,,,,,
360,username@PytttSgooa,How y’all doing?,5:37:00,,,,,,
361,username@mdaaamaadm,Speedy kinda sounds like jev,5:41:00,,,,,,
362,username@llllcCCiar,awww YEAH NOGLA,5:41:00,,,,,,
363,username@GGaibGGbai,hey noglooooo,5:49:00,,,,,,
364,username@KBKnniainl,"I was sick all week and missed everythin, I HAVE TWO EXAMS TO ORROW SO STFU",5:51:00,,,,,,
365,username@K TjOnnjna,nogla on your cam i wanna see your beard,5:54:00,,,,,,
366,username@IONTLCTIGO,nogla noooooooo gla :)),5:59:00,,,,,,
367,username@mimpsklmie,🙂,5:59:00,,,,,,
368,username@myylwGalra,Love u Nogla tell vanoss he’s #1,6:01:00,,,,,,
369,username@ma meir r,Lol i was watching techno AND NOGLA LIVE,6:10:00,,,,,,
370,username@Lgile li f,:chillwcat:,6:11:00,,,,,,
371,username@aBBeeaBarr,@Vanessa Crawford they are the worst thing about college... enjoy your youth because it is the best years of you life.... make sure to enjoy junior and senior year of high school,6:13:00,,,,,,
372,username@08800 9098,Itachi,6:14:00,,,,,,
373,username@IRR33 O4 G,Reeeeee,6:15:00,,,,,,
374,username@orinnaisna,can you REEE nogla?,6:16:00,,,,,,
375,username@PytttSgooa,Well i got school. Good night.,6:18:00,,,,,,
376,username@sg ocML LL,Is Lazar gonna stream?,6:19:00,,,,,,
377,username@isadaoasCC,Hey,6:22:00,,,,,,
378,username@Iawov ovsI,hi,6:23:00,,,,,,
379,username@GGaibGGbai,spam noglooo,6:27:00,,,,,,
380,username@NoNutsurGa,Should i be that one person that dislikes,6:31:00,,,,,,
381,username@yigag gB y,He talking to chat,6:31:00,,,,,,
382,username@f asfidf,orange sus,6:33:00,,,,,,
383,username@KBKnniainl,Potato,6:34:00,,,,,,
384,username@RelniueMa,Let me join!,6:34:00,,,,,,
385,username@rt HHyuHeK,Yooo Nogla,6:36:00,,,,,,
386,username@IRR33 O4 G,No,6:37:00,,,,,,
387,username@mlnle m  o,bye,6:39:00,,,,,,
388,username@rHHr O r r,Pete did it,6:40:00,,,,,,
389,username@neaonnnenJ,it's LAZAR,6:40:00,,,,,,
390,username@nAnAnleAeA,its pete,6:41:00,,,,,,
391,username@ozbobzbobb,u sus,6:41:00,,,,,,
392,username@nirisannDD,orange sus,6:45:00,,,,,,
393,username@DdoDg  Dgo,:yt:,6:49:00,,,,,,
394,username@NoNutsurGa,Oki,6:51:00,,,,,,
395,username@hKh31KW1:1,hi,6:52:00,,,,,,
396,username@Iawov ovsI,Nogloo,6:53:00,,,,,,
397,username@KBKnniainl,Hah,6:54:00,,,,,,
398,username@aWbbgBgdoi,Where da cam at nogla,6:57:00,,,,,,
399,username@oao_Jc_a_b,orange sus,6:57:00,,,,,,
400,username@isadaoasCC,:elbowcough:,6:59:00,,,,,,
401,username@enenttaaao,not to get political but the people who where left are sus,6:59:00,,,,,,
402,username@yigag gB y,Potato potato potato potato potato potato,7:00:00,,,,,,
403,username@bbvbvbvvvb,It’s wildcat,7:01:00,,,,,,
404,username@rFyjva vso,Epic,7:03:00,,,,,,
