,Direct Harassment corr coeff,Direct Harassment p-val,Hate Speech corr coeff,Hate Speech p-val,Others corr coeff,Others p-val,Sexual Harassment corr coeff,Sexual Harassment p-val,Toxic corr coeff,Toxic p-val,Trolling corr coeff,Trolling p-val
adj adp propn,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
adj adp propn adp,,,,,,,,,,,,
adj adp propn adv,,,,,,,,,,,,
adj adp propn det,,,,,,,,,,,,
adj adp propn noun,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
adj adp propn propn,,,,,,,,,,,,
adj adp propn punct,,,,,,,,,,,,
adj adp propn verb,,,,,,,,,,,,
adj adp punct,,,,,,,,,,,,
adj adp punct propn,,,,,,,,,,,,
adj adp verb,,,,,,,,,,,,
adj adp verb adj,,,,,,,,,,,,
adj adp verb adp,,,,,,,,,,,,
adj adp verb adv,,,,,,,,,,,,
adj adp verb noun,,,,,,,,,,,,
adj adp verb num,,,,,,,,,,,,
adj adv,0.28284271247461906,0.5870496397870562,-0.4242640687119286,0.40178766311618047,-0.4242640687119286,0.40178766311618047,-0.4242640687119286,0.40178766311618047,0.28284271247461906,0.5870496397870562,0.7071067811865477,0.11611652351681541
adj adv adj,,,,,,,,,,,,
adj adv adj cconj,,,,,,,,,,,,
adj adv adj emoji,,,,,,,,,,,,
adj adv adj noun,,,,,,,,,,,,
adj adv adj punct,,,,,,,,,,,,
adj adv adp,0.632455532033676,0.1778078083562211,-0.316227766016838,0.5414697392755848,-0.316227766016838,0.5414697392755848,-0.316227766016838,0.5414697392755848,0.632455532033676,0.1778078083562211,-0.316227766016838,0.5414697392755848
adj adv adp det,,,,,,,,,,,,
adj adv adp noun,,,,,,,,,,,,
adj adv adp pron,0.632455532033676,0.1778078083562211,-0.316227766016838,0.5414697392755848,-0.316227766016838,0.5414697392755848,-0.316227766016838,0.5414697392755848,0.632455532033676,0.1778078083562211,-0.316227766016838,0.5414697392755848
adj adv adp verb,,,,,,,,,,,,
adj adv adv,,,,,,,,,,,,
adj adv adv adp,,,,,,,,,,,,
adj adv adv adv,,,,,,,,,,,,
adj adv adv cconj,,,,,,,,,,,,
adj adv adv det,,,,,,,,,,,,
adj adv adv emoji,,,,,,,,,,,,
adj adv adv pron,,,,,,,,,,,,
adj adv adv propn,,,,,,,,,,,,
adj adv adv punct,,,,,,,,,,,,
adj adv adv verb,,,,,,,,,,,,
adj adv aux,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adj adv aux pron,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adj adv aux verb,,,,,,,,,,,,
adj adv cconj,,,,,,,,,,,,
adj adv cconj verb,,,,,,,,,,,,
adj adv det,,,,,,,,,,,,
adj adv det adj,,,,,,,,,,,,
adj adv det noun,,,,,,,,,,,,
adj adv emoji,,,,,,,,,,,,
adj adv intj,,,,,,,,,,,,
adj adv noun,,,,,,,,,,,,
adj adv noun adv,,,,,,,,,,,,
adj adv pron,,,,,,,,,,,,
adj adv pron aux,,,,,,,,,,,,
adj adv pron verb,,,,,,,,,,,,
adj adv propn,,,,,,,,,,,,
adj adv propn punct,,,,,,,,,,,,
adj adv punct,,,,,,,,,,,,
adj adv punct pron,,,,,,,,,,,,
adj adv sconj,,,,,,,,,,,,
adj adv sconj pron,,,,,,,,,,,,
adj adv verb,,,,,,,,,,,,
adj adv verb adj,,,,,,,,,,,,
adj adv verb adp,,,,,,,,,,,,
adj adv verb det,,,,,,,,,,,,
adj adv verb pron,,,,,,,,,,,,
adj adv verb verb,,,,,,,,,,,,
adj aux,,,,,,,,,,,,
adj aux adj,,,,,,,,,,,,
adj aux adv,,,,,,,,,,,,
adj aux adv adj,,,,,,,,,,,,
adj aux adv det,,,,,,,,,,,,
adj aux adv verb,,,,,,,,,,,,
adj aux det,,,,,,,,,,,,
adj aux det adj,,,,,,,,,,,,
adj aux det noun,,,,,,,,,,,,
adj aux det punct,,,,,,,,,,,,
adj aux noun,,,,,,,,,,,,
adj aux pron,,,,,,,,,,,,
adj aux pron verb,,,,,,,,,,,,
adj aux propn,,,,,,,,,,,,
adj aux propn punct,,,,,,,,,,,,
adj aux verb,,,,,,,,,,,,
adj aux verb adp,,,,,,,,,,,,
adj aux verb adv,,,,,,,,,,,,
adj aux verb aux,,,,,,,,,,,,
adj aux verb det,,,,,,,,,,,,
adj aux verb noun,,,,,,,,,,,,
adj aux verb pron,,,,,,,,,,,,
adj aux verb propn,,,,,,,,,,,,
adj aux verb punct,,,,,,,,,,,,
adj aux verb sconj,,,,,,,,,,,,
adj aux verb verb,,,,,,,,,,,,
adj cconj,0.3985266984930429,0.43385766067017734,0.13284223283101432,0.8019087881019875,-0.5313689313240573,0.27796339331848685,0.6642111641550715,0.15020042233101136,-0.5313689313240573,0.27796339331848685,-0.13284223283101432,0.8019087881019875
adj cconj adj,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adj cconj adj adj,,,,,,,,,,,,
adj cconj adj adp,,,,,,,,,,,,
adj cconj adj adv,,,,,,,,,,,,
adj cconj adj aux,,,,,,,,,,,,
adj cconj adj cconj,,,,,,,,,,,,
adj cconj adj det,,,,,,,,,,,,
adj cconj adj intj,,,,,,,,,,,,
adj cconj adj noun,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adj cconj adj pron,,,,,,,,,,,,
adj cconj adj punct,,,,,,,,,,,,
adj cconj adj sconj,,,,,,,,,,,,
adj cconj adj verb,,,,,,,,,,,,
adj cconj adp,,,,,,,,,,,,
adj cconj adp noun,,,,,,,,,,,,
adj cconj adv,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj cconj adv adj,,,,,,,,,,,,
adj cconj adv adv,,,,,,,,,,,,
adj cconj adv noun,,,,,,,,,,,,
adj cconj adv propn,,,,,,,,,,,,
adj cconj adv verb,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj cconj aux,,,,,,,,,,,,
adj cconj aux adj,,,,,,,,,,,,
adj cconj aux aux,,,,,,,,,,,,
adj cconj aux pron,,,,,,,,,,,,
adj cconj aux verb,,,,,,,,,,,,
adj cconj det,,,,,,,,,,,,
adj cconj det noun,,,,,,,,,,,,
adj cconj det propn,,,,,,,,,,,,
adj cconj det verb,,,,,,,,,,,,
adj cconj intj,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj cconj intj propn,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj cconj noun,,,,,,,,,,,,
adj cconj noun aux,,,,,,,,,,,,
adj cconj noun emoji,,,,,,,,,,,,
adj cconj noun noun,,,,,,,,,,,,
adj cconj noun punct,,,,,,,,,,,,
adj cconj noun verb,,,,,,,,,,,,
adj cconj num,,,,,,,,,,,,
adj cconj pron,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj cconj pron aux,,,,,,,,,,,,
adj cconj pron det,,,,,,,,,,,,
adj cconj pron emoji,,,,,,,,,,,,
adj cconj pron intj,,,,,,,,,,,,
adj cconj pron noun,,,,,,,,,,,,
adj cconj pron verb,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj cconj propn,,,,,,,,,,,,
adj cconj propn aux,,,,,,,,,,,,
adj cconj propn cconj,,,,,,,,,,,,
adj cconj propn noun,,,,,,,,,,,,
adj cconj propn propn,,,,,,,,,,,,
adj cconj propn verb,,,,,,,,,,,,
adj cconj sconj,,,,,,,,,,,,
adj cconj sconj adj,,,,,,,,,,,,
adj cconj sconj adp,,,,,,,,,,,,
adj cconj verb,,,,,,,,,,,,
adj cconj verb adj,,,,,,,,,,,,
adj cconj verb adp,,,,,,,,,,,,
adj cconj verb adv,,,,,,,,,,,,
adj cconj verb cconj,,,,,,,,,,,,
adj cconj verb det,,,,,,,,,,,,
adj cconj verb num,,,,,,,,,,,,
adj cconj verb pron,,,,,,,,,,,,
adj det,,,,,,,,,,,,
adj det adj,,,,,,,,,,,,
adj det adj adj,,,,,,,,,,,,
adj det adj noun,,,,,,,,,,,,
adj det adj num,,,,,,,,,,,,
adj det adp,,,,,,,,,,,,
adj det adp pron,,,,,,,,,,,,
adj det adv,,,,,,,,,,,,
adj det adv adv,,,,,,,,,,,,
adj det aux,,,,,,,,,,,,
adj det aux adj,,,,,,,,,,,,
adj det aux adv,,,,,,,,,,,,
adj det aux det,,,,,,,,,,,,
adj det aux propn,,,,,,,,,,,,
adj det det,,,,,,,,,,,,
adj det det noun,,,,,,,,,,,,
adj det emoji,,,,,,,,,,,,
adj det noun,,,,,,,,,,,,
adj det noun adp,,,,,,,,,,,,
adj det noun adv,,,,,,,,,,,,
adj det noun aux,,,,,,,,,,,,
adj det noun cconj,,,,,,,,,,,,
adj det noun det,,,,,,,,,,,,
adj det noun emoji,,,,,,,,,,,,
adj det noun noun,,,,,,,,,,,,
adj det noun pron,,,,,,,,,,,,
adj det noun punct,,,,,,,,,,,,
adj det noun verb,,,,,,,,,,,,
adj det num,,,,,,,,,,,,
adj det num noun,,,,,,,,,,,,
adj det pron,,,,,,,,,,,,
adj det pron aux,,,,,,,,,,,,
adj det propn,,,,,,,,,,,,
adj det propn propn,,,,,,,,,,,,
adj det punct,,,,,,,,,,,,
adj det punct noun,,,,,,,,,,,,
adj det punct punct,,,,,,,,,,,,
adj det verb,,,,,,,,,,,,
adj det verb adv,,,,,,,,,,,,
adj det verb det,,,,,,,,,,,,
adj det verb punct,,,,,,,,,,,,
adj emoji,,,,,,,,,,,,
adj emoji adp,,,,,,,,,,,,
adj emoji adp adj,,,,,,,,,,,,
adj emoji adp noun,,,,,,,,,,,,
adj emoji emoji,,,,,,,,,,,,
adj emoji emoji emoji,,,,,,,,,,,,
adj emoji emoji verb,,,,,,,,,,,,
adj emoji noun,,,,,,,,,,,,
adj emoji pron,,,,,,,,,,,,
adj emoji pron aux,,,,,,,,,,,,
adj emoji punct,,,,,,,,,,,,
adj emoji punct verb,,,,,,,,,,,,
adj emoji verb,,,,,,,,,,,,
adj intj,,,,,,,,,,,,
adj intj adv,,,,,,,,,,,,
adj intj adv adj,,,,,,,,,,,,
adj intj intj,,,,,,,,,,,,
adj intj intj intj,,,,,,,,,,,,
adj intj noun,,,,,,,,,,,,
adj intj noun verb,,,,,,,,,,,,
adj intj pron,,,,,,,,,,,,
adj intj pron aux,,,,,,,,,,,,
adj intj punct,,,,,,,,,,,,
adj intj punct punct,,,,,,,,,,,,
adj intj verb,,,,,,,,,,,,
adj intj verb adp,,,,,,,,,,,,
adj noun,0.6546536707079772,0.15830242337545783,0.13093073414159545,0.8047261622231061,-0.6546536707079772,0.15830242337545783,-0.39279220242478635,0.4411128091213043,0.39279220242478635,0.4411128091213043,-0.13093073414159545,0.8047261622231061
adj noun adj,0.7745966692414834,0.07048399691021993,0.46475800154489,0.3530568618495133,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465
adj noun adj aux,,,,,,,,,,,,
adj noun adj noun,,,,,,,,,,,,
adj noun adj propn,,,,,,,,,,,,
adj noun adj punct,,,,,,,,,,,,
adj noun adp,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj noun adp adj,,,,,,,,,,,,
adj noun adp adp,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj noun adp adv,,,,,,,,,,,,
adj noun adp det,,,,,,,,,,,,
adj noun adp noun,,,,,,,,,,,,
adj noun adp num,,,,,,,,,,,,
adj noun adp pron,,,,,,,,,,,,
adj noun adp propn,,,,,,,,,,,,
adj noun adp verb,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj noun adv,,,,,,,,,,,,
adj noun adv adp,,,,,,,,,,,,
adj noun adv adv,,,,,,,,,,,,
adj noun adv aux,,,,,,,,,,,,
adj noun adv cconj,,,,,,,,,,,,
adj noun adv det,,,,,,,,,,,,
adj noun adv emoji,,,,,,,,,,,,
adj noun adv noun,,,,,,,,,,,,
adj noun adv pron,,,,,,,,,,,,
adj noun adv propn,,,,,,,,,,,,
adj noun adv punct,,,,,,,,,,,,
adj noun adv verb,,,,,,,,,,,,
adj noun aux,0.0,1.0,0.40451991747794525,0.42631720794036876,-0.5393598899705937,0.2694125126761958,-0.5393598899705937,0.2694125126761958,0.0,1.0,0.674199862463242,0.14192744777405547
adj noun aux adj,,,,,,,,,,,,
adj noun aux adp,,,,,,,,,,,,
adj noun aux adv,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj noun aux det,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adj noun aux intj,,,,,,,,,,,,
adj noun aux noun,,,,,,,,,,,,
adj noun aux num,,,,,,,,,,,,
adj noun aux pron,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adj noun aux propn,,,,,,,,,,,,
adj noun aux punct,,,,,,,,,,,,
adj noun aux sconj,,,,,,,,,,,,
adj noun aux verb,0.632455532033676,0.1778078083562211,-0.316227766016838,0.5414697392755848,-0.316227766016838,0.5414697392755848,-0.316227766016838,0.5414697392755848,0.632455532033676,0.1778078083562211,-0.316227766016838,0.5414697392755848
adj noun cconj,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
adj noun cconj adj,,,,,,,,,,,,
adj noun cconj adv,,,,,,,,,,,,
adj noun cconj aux,,,,,,,,,,,,
adj noun cconj det,,,,,,,,,,,,
adj noun cconj intj,,,,,,,,,,,,
adj noun cconj noun,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
adj noun cconj num,,,,,,,,,,,,
adj noun cconj pron,,,,,,,,,,,,
adj noun cconj propn,,,,,,,,,,,,
adj noun cconj sconj,,,,,,,,,,,,
adj noun cconj verb,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
adj noun det,0.46475800154489,0.3530568618495133,0.7745966692414834,0.07048399691021993,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465
adj noun det adj,,,,,,,,,,,,
adj noun det adp,,,,,,,,,,,,
adj noun det adv,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj noun det aux,,,,,,,,,,,,
adj noun det det,,,,,,,,,,,,
adj noun det emoji,,,,,,,,,,,,
adj noun det noun,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj noun det pron,,,,,,,,,,,,
adj noun det verb,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj noun emoji,,,,,,,,,,,,
adj noun emoji adv,,,,,,,,,,,,
adj noun emoji emoji,,,,,,,,,,,,
adj noun emoji num,,,,,,,,,,,,
adj noun emoji punct,,,,,,,,,,,,
adj noun emoji verb,,,,,,,,,,,,
adj noun intj,,,,,,,,,,,,
adj noun intj punct,,,,,,,,,,,,
adj noun intj verb,,,,,,,,,,,,
adj noun noun,-0.3098386676965934,0.5501142545045465,0.46475800154489,0.3530568618495133,-0.3098386676965934,0.5501142545045465,-0.3098386676965934,0.5501142545045465,0.7745966692414834,0.07048399691021993,-0.3098386676965934,0.5501142545045465
adj noun noun adj,,,,,,,,,,,,
adj noun noun adp,,,,,,,,,,,,
adj noun noun adv,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704
adj noun noun aux,,,,,,,,,,,,
adj noun noun cconj,,,,,,,,,,,,
adj noun noun det,,,,,,,,,,,,
adj noun noun emoji,,,,,,,,,,,,
adj noun noun intj,,,,,,,,,,,,
adj noun noun noun,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
adj noun noun pron,,,,,,,,,,,,
adj noun noun propn,,,,,,,,,,,,
adj noun noun punct,,,,,,,,,,,,
adj noun noun sconj,,,,,,,,,,,,
adj noun noun verb,,,,,,,,,,,,
adj noun num,,,,,,,,,,,,
adj noun num adj,,,,,,,,,,,,
adj noun num adp,,,,,,,,,,,,
adj noun num noun,,,,,,,,,,,,
adj noun pron,-0.316227766016838,0.5414697392755848,0.632455532033676,0.1778078083562211,-0.316227766016838,0.5414697392755848,-0.316227766016838,0.5414697392755848,0.632455532033676,0.1778078083562211,-0.316227766016838,0.5414697392755848
adj noun pron adj,,,,,,,,,,,,
adj noun pron adv,,,,,,,,,,,,
adj noun pron aux,,,,,,,,,,,,
adj noun pron det,,,,,,,,,,,,
adj noun pron emoji,,,,,,,,,,,,
adj noun pron noun,,,,,,,,,,,,
adj noun pron pron,,,,,,,,,,,,
adj noun pron propn,,,,,,,,,,,,
adj noun pron punct,,,,,,,,,,,,
adj noun pron verb,-0.316227766016838,0.5414697392755848,0.632455532033676,0.1778078083562211,-0.316227766016838,0.5414697392755848,-0.316227766016838,0.5414697392755848,0.632455532033676,0.1778078083562211,-0.316227766016838,0.5414697392755848
adj noun propn,,,,,,,,,,,,
adj noun propn adj,,,,,,,,,,,,
adj noun propn adp,,,,,,,,,,,,
adj noun propn aux,,,,,,,,,,,,
adj noun propn emoji,,,,,,,,,,,,
adj noun propn intj,,,,,,,,,,,,
adj noun propn noun,,,,,,,,,,,,
adj noun propn num,,,,,,,,,,,,
adj noun propn pron,,,,,,,,,,,,
adj noun propn propn,,,,,,,,,,,,
adj noun propn punct,,,,,,,,,,,,
adj noun propn verb,,,,,,,,,,,,
adj noun punct,-0.41736500618415145,0.4103036364236828,0.1391216687280505,0.7926638356375505,-0.41736500618415145,0.4103036364236828,-0.41736500618415145,0.4103036364236828,0.6956083436402525,0.12487982574290808,0.41736500618415145,0.4103036364236828
adj noun punct adj,,,,,,,,,,,,
adj noun punct adp,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adj noun punct adv,,,,,,,,,,,,
adj noun punct aux,,,,,,,,,,,,
adj noun punct cconj,,,,,,,,,,,,
adj noun punct det,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
adj noun punct emoji,,,,,,,,,,,,
adj noun punct intj,,,,,,,,,,,,
adj noun punct noun,,,,,,,,,,,,
adj noun punct num,,,,,,,,,,,,
adj noun punct pron,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adj noun punct propn,,,,,,,,,,,,
adj noun punct punct,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0
adj noun punct sconj,,,,,,,,,,,,
adj noun punct verb,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,-0.20000000000000007,0.704,1.0,0.0,-0.20000000000000007,0.704
adj noun sconj,,,,,,,,,,,,
adj noun sconj adp,,,,,,,,,,,,
