Unnamed: 0,author,message,time_text,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
2059,username@mn siggh o,Daaaaammmmmm,01:04:09,,,,,,
2060,username@tBoBtorSSt,F,01:04:10,,,,,,
2061,username@eoooLoLeLL,This dude sucks so bad,01:04:10,,1.0,,,,
2062,username@innnj AAng,F,01:04:10,,,,,,
2063,username@ByoekoGtot,WHO HAS SCHOOL TMMR?,01:04:12,,,,,,
2064,username@CD  tttGG,Nogla is yelling because he is dumb,01:04:13,,,,,,
2065,username@sasnyansna,F,01:04:15,,,,,,
2066,username@E L 7zN7zN,F,01:04:16,,,,,,
2067,username@AaoaaM tjj,F,01:04:16,,,,,,
2068,username@aBBeeaBarr,f,01:04:16,,,,,,
2069,username@rryesCerra,lmao,01:04:17,,,,,,
2070,username@DSsFaSWTDS,What?,01:04:17,,,,,,
2071,username@wawewtdtaa,He just threw,01:04:18,,,,,,
2072,username@lulf lofg,huya,01:04:18,,,,,,
2073,username@PNM APNPNP,F,01:04:18,,,,,,
2074,username@aavdaeaead,hahahahaha,01:04:19,,,,,,
2075,username@alsF    M,f,01:04:19,,,,,,
2076,username@wpppww,omg why would he self-report,01:04:19,,,,,,
2077,username@zm CaraRze,ffs,01:04:19,,,,,,
2078,username@aaqej jav,LOLOLOLOLOL,01:04:19,,,,,,
2079,username@apoohmi at,hi,01:04:20,,,,,,
2080,username@rzzerCsiet,lmao,01:04:20,,,,,,
2081,username@ Ail lxlMA,F,01:04:20,,,,,,
2082,username@rcuruMcur,what?,01:04:20,,,,,,
2083,username@ipyopelaey,jesus,01:04:20,,,,,,
2084,username@daaanoinla,Reeee,01:04:21,,,,,,
2085,username@o sno ooJn,f,01:04:21,,,,,,
2086,username@Лу уЛотЛуу,bruh,01:04:22,,,,,,
2087,username@niao sn ii,wtf,01:04:22,,,,,,
2088,username@raieiiirrA,VOHPTQ on North America! Blubs Nation Live Now!! Tune in and we can play all night! Join my discord to chat too!! Avery#8189 ❤ ❤,01:04:23,,,,,,
2089,username@JSoaSoJ eJ,wtf he threw,01:04:23,,,,,,
2090,username@ 8 U  NN U,.,01:04:23,,,,,,
2091,username@sJJ dmoooo,Omg lmao,01:04:24,,,,,,
2092,username@ Aediea ae,F,01:04:25,,,,,,
2093,username@eLeoLoyJyy,lmao,01:04:25,,,,,,
2094,username@AAKOSTKINV,F,01:04:25,,,,,,
2095,username@T.p4hmiiTh,f,01:04:25,,,,,,
2096,username@nnoAozanlo,F,01:04:26,,,,,,
2097,username@eiitlsAi a,Pete is small brain,01:04:26,,1.0,,,,
2098,username@Rauara  sA,F,01:04:26,,,,,,
2099,username@bbobbyboob,please,01:04:26,,,,,,
2100,username@ nn_lnLgtn,f,01:04:26,,,,,,
2101,username@ e ei eTeT,WTF,01:04:26,,,,,,
2102,username@dh ietlhlt,throwing,01:04:27,,,,,,
2103,username@niobo drbr,Maybe plssss,01:04:28,,,,,,
2104,username@oSdihKiiho,oh no,01:04:30,,,,,,
2105,username@Tái oálolo,Wait he might jus do it,01:04:30,,,,,,
2106,username@akkNookaoo,F,01:04:30,,,,,,
2107,username@MMMiMMMMlk,jfc pete,01:04:31,,,,,,
2108,username@rzzerCsiet,if he pulls this off,01:04:32,,,,,,
2109,username@idasyhhsda,lol,01:04:32,,,,,,
2110,"username@ol,oeklesk",feels badman,01:04:33,,,,,,
2111,username@laeMxxelMA,HARD THROW,01:04:33,,,,,,
2112,username@eemrFFJnmh,Playin with a bot,01:04:33,,,,,,
2113,username@wahhzzwhzz,omg-,01:04:33,,,,,,
2114,username@ayHtsrerHr,lol,01:04:34,,,,,,
2115,username@rlrrB   ee,oooh...,01:04:35,,,,,,
2116,username@gdg aSSg,f,01:04:35,,,,,,
2117,username@ammYamYYmY,F,01:04:35,,,,,,
2118,username@eoooLoLeLL,Imagine being bad at among us,01:04:35,,,,,,
2119,username@rkSr  kSkk,lmao f,01:04:35,,,,,,
2120,username@eendvndnnW,F,01:04:35,,,,,,
2121,username@hrrSaHwdSw,F,01:04:35,,,,,,
2122,username@ssm ajsmkk,f,01:04:35,,,,,,
2123,username@oalnegnlan,HAHAHAHAHHA,01:04:36,,,,,,
2124,username@E L 7zN7zN,F,01:04:36,,,,,,
2125,username@tsrCssrsCr,f,01:04:36,,,,,,
2126,username@innnj AAng,SO NOOB,01:04:37,,,,,,
2127,username@olleolello,f,01:04:37,,,,,,
2128,username@AaoaaM tjj,F,01:04:37,,,,,,
2129,username@rryesCerra,bruh,01:04:38,,,,,,
2130,username@aBBeeaBarr,spamming f,01:04:38,,,,,,
2131,username@rer rkD  .,Damn,01:04:38,,,,,,
2132,username@k  kTkka i,This Might Work!!!,01:04:39,,,,,,
2133,username@n bnummreo,big oof,01:04:39,,,,,,
2134,username@ EYYTdTTYd,nuggys in my tummy yummy,01:04:40,,,,,,
2135,username@PNM APNPNP,F,01:04:40,,,,,,
2136,username@yiQaQmmBru,Wtf is Pete doing!?,01:04:40,,,,,,
2137,username@hii ie iic,bruuuhhh,01:04:41,,,,,,
2138,username@ldiordeTTO,PETE!,01:04:41,,,,,,
2139,username@AiwowoAAeA,F,01:04:41,,,,,,
2140,username@rto eotMee,f,01:04:41,,,,,,
2141,username@r'e eYarad,lol,01:04:41,,,,,,
2142,username@iRRiieeRr,He just threw,01:04:43,,,,,,
2143,username@doeoLzae a,f,01:04:43,,,,,,
2144,username@ipyopelaey,could've played so much better,01:04:43,,,,,,
2145,username@FNNroNeayi,this hurts to watch JFC,01:04:44,,,,,,
2146,username@gbbhlLrorK,Watch him clutch,01:04:45,,,,,,
2147,username@wawewtdtaa,This is a bruh moment,01:04:46,,,,,,
2148,username@M eafaaaYa,Hiiiiii,01:04:46,,,,,,
2149,username@oF r SWlel,can i join,01:04:46,,,,,,
2150,username@r NNvJerNr,F,01:04:46,,,,,,
2151,username@n lol GoTm,f,01:04:47,,,,,,
2152,username@inRRnnViRn,f,01:04:47,,,,,,
2153,username@d7717d70i0,F,01:04:47,,,,,,
2154,username@FtFxrxrtFo,my buttcheeks are clenched,01:04:48,,,,,,
2155,username@ nn_lnLgtn,wtf lol how,01:04:48,,,,,,
2156,username@rgsgissgar,lets go mcnasty,01:04:49,,,,,,
2157,username@dd  adAazd,Geeeeeeez,01:04:49,,,,,,
2158,username@Pnkeisi yy,"Oooo, yessss",01:04:49,,,,,,
2159,username@nnixaoapax,F,01:04:49,,,,,,
2160,username@raieiiirrA,VOHPTQ on North America! Blubs Nation Live Now!! Tune in and we can play all night! Join my discord to chat too!! Avery#8189 ❤ ❤,01:04:50,,,,,,
2161,username@zm CaraRze,im losing my mind with pete,01:04:50,,,,,,
2162,username@oldlnLiosi,Nobody's home,01:04:51,,,,,,
2163,username@99ocSc c77,Uhhh,01:04:51,,,,,,
2164,username@ eaaayael,f,01:04:51,,,,,,
2165,username@ 8 U  NN U,.,01:04:52,,,,,,
2166,username@niobo drbr,YEEEESSSSS,01:04:52,,,,,,
2167,username@BeBBehtttB,PETE WHY,01:04:52,,,,,,
2168,username@wpppww,OMG THEY THREWWWWW,01:04:52,,,,,,
2169,username@apoohmi at,wtf,01:04:53,,,,,,
2170,username@sikFyFdsfu,Im gonna say something helpful that not a lot of people know i think.,01:04:53,,,,,,
2171,username@Tái oálolo,HE MIGHT WIN THIS GUYS WAIT,01:04:53,,,,,,
2172,username@DSsFaSWTDS,Damn he’s lucky,01:04:55,,,,,,
2173,username@zdna oLozd,🤯🤯🤯🤯,01:04:55,,,,,,
2174,username@z zdzbzr_D,f,01:04:56,,,,,,
2175,username@ammYamYYmY,F,01:04:56,,,,,,
2176,username@snnPvPverv,Nogla yelling 😭😭,01:04:57,,,,,,
2177,username@fnNnyNuBnn,f,01:04:57,,,,,,
2178,username@ayHtsrerHr,omg boi raging hard,01:04:57,,,,,,
2179,username@olleolello,f,01:04:58,,,,,,
2180,username@GnnioooGna,f,01:04:59,,,,,,
2181,username@aBBeeaBarr,gg,01:04:59,,,,,,
2182,username@yayanylyB,zeke is here,01:04:59,,,,,,
2183,username@gh &sehvhi,Wrinkles or smooth?,01:05:00,,,,,,
2184,username@cSpcdeiean,nogla backseat imposter,01:05:00,,,,,,
2185,username@AaoaaM tjj,F,01:05:01,,,,,,
2186,username@ psWpWi aW,:buffering:,01:05:01,,,,,,
2187,username@aac ecPkee,Bruh,01:05:01,,,,,,
2188,username@AiwowoAAeA,F,01:05:02,,,,,,
2189,username@hii ie iic,he needs a miracle,01:05:02,,,,,,
2190,username@ocleaLi ea,#BelIeveInPete,01:05:04,,,,,,
2191,username@MMMiMMMMlk,PETE WTFFFFFF,01:05:04,,,,,,
2192,username@innnj AAng,F,01:05:05,,,,,,
2193,username@eehtysheee,it might be a wrap,01:05:07,,,,,,
2194,username@rryesCerra,f,01:05:07,,,,,,
2195,username@CtndoCaede,lol,01:05:08,,,,,,
2196,username@roeMMM ore,HE MIGHT TAKE IT OFF,01:05:08,,,,,,
2197,username@eleaIeAyaD,Wow,01:05:08,,,,,,
2198,username@inRRnnViRn,f,01:05:08,,,,,,
2199,username@yiQaQmmBru,this is so dumb XD.,01:05:09,,,,,,
2200,username@dd  adAazd,Howwwwwwwwwwww,01:05:09,,,,,,
2201,username@pppKpepKpi,bruh,01:05:10,,,,,,
2202,username@ Pshceeeca,:0,01:05:11,,,,,,
2203,username@rBrouetgok,F,01:05:11,,,,,,
2204,username@rrtrFFFhCg,No way he wins this,01:05:12,,,,,,
2205,username@edduJJdJu,Bot,01:05:12,,,,,,
2206,username@ mlzilllzi,Pete is big brain,01:05:12,,,,,,
2207,username@ uuoPnouPm,100 iq,01:05:13,,,,,,
2208,username@oaNorrro e,small brain,01:05:14,,,,,,
2209,username@niobo drbr,COMMONNNNNNNN,01:05:15,,,,,,
2210,username@3dxnn3n2B3,F,01:05:15,,,,,,
2211,username@99ocSc c77,COME ON PETE,01:05:17,,,,,,
2212,username@23B2mmk53a,OOOOOOOOOOOOOOOOFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,01:05:17,,,,,,
2213,username@gh &sehvhi,:_noglaSip::_noglaSip::_noglaSip::_noglaSip::_noglaSip:,01:05:17,,,,,,
2214,username@NNLTQTSALS,👍👍👍👍👍,01:05:18,,,,,,
2215,username@sikFyFdsfu,having the shields task is a way to show your innocent,01:05:19,,,,,,
2216,username@aBBeeaBarr,f,01:05:20,,,,,,
2217,username@fafaaxafaw,f in chat for mcnasty,01:05:21,,,,,,
2218,username@hCeenneach,i need to go to work this gotta end lol,01:05:21,,,,,,
2219,username@nnixaoapax,Press E to save Pete's brain cells,01:05:22,,,,,,
2220,username@bbobbyboob,i am 4,01:05:23,,,,,,
2221,username@BeBBehtttB,IF HE CLUTCHES THIS,01:05:23,,,,,,
2222,username@raorojjnna,JESUS CHRIST,01:05:23,,,,,,
2223,username@ 8 U  NN U,.,01:05:23,,,,,,
2224,username@Tái oálolo,#GOPETE,01:05:24,,,,,,
2225,username@vie eDh  D,This is aids,01:05:24,,,,,,
2226,username@MMMiMMMMlk,BRO HOW,01:05:24,,,,,,
2227,username@ayHtsrerHr,): ): ): ): ): ): ):,01:05:25,,,,,,
2228,username@hii ie iic,yoo,01:05:25,,,,,,
2229,username@ eaaayael,f,01:05:26,,,,,,
2230,username@ Ail lxlMA,bruh,01:05:27,,,,,,
2231,username@oJShStohso,LETS GOOOOO,01:05:28,,,,,,
2232,username@ipyopelaey,lol,01:05:28,,,,,,
2233,username@rcuruMcur,omg,01:05:30,,,,,,
2234,username@itcitxcxai,YES YES YES,01:05:30,,,,,,
2235,username@Pnkeisi yy,Gg!!!,01:05:31,,,,,,
2236,username@yiQaQmmBru,oh my god....,01:05:32,,,,,,
2237,username@EtetBtde d,yessss,01:05:32,,,,,,
2238,username@laeMxxelMA,CLUTCH,01:05:32,,,,,,
2239,username@rrtrFFFhCg,😂,01:05:32,,,,,,
2240,username@ uuoPnouPm,GG,01:05:33,,,,,,
2241,username@k  kTkka i,GGS@@@@@$@#@,01:05:33,,,,,,
2242,username@rzzerCsiet,woooow,01:05:33,,,,,,
2243,username@sJJ dmoooo,Omgggg,01:05:33,,,,,,
2244,username@DewseBBeye,Is that poofesure?,01:05:34,,,,,,
2245,username@oSdihKiiho,oh my goodness,01:05:34,,,,,,
2246,username@gbbhlLrorK,What a chad,01:05:34,,,,,,
2247,username@rrkrrhhheQ,Excuse mr,01:05:34,,,,,,
2248,username@zdna oLozd,YOOOOO,01:05:35,,,,,,
2249,username@ e ei eTeT,NOOO WAYY,01:05:35,,,,,,
2250,username@dh ietlhlt,😆,01:05:35,,,,,,
2251,username@n bnummreo,OMG,01:05:35,,,,,,
2252,username@rryesCerra,how,01:05:35,,,,,,
2253,username@iRRiieeRr,HE DID IT,01:05:36,,,,,,
2254,username@rkSr  kSkk,how,01:05:36,,,,,,
2255,username@JSoaSoJ eJ,deluxe came in clutch,01:05:36,,,,,,
2256,username@llupeCBlBu,W h a t,01:05:37,,,,,,
2257,username@tsrCssrsCr,GG,01:05:37,,,,,,
2258,username@Лу уЛотЛуу,no feckin way,01:05:37,,,,,,
2259,username@gdg aSSg,silent pete FTW,01:05:38,,,,,,
2260,username@aoenenernr,Had to draw this one out,01:05:38,,,,,,
2261,username@olleolello,f,01:05:38,,,,,,
2262,username@aklkllesPs,W,01:05:38,,,,,,
2263,username@bwnatataan,See Nogla there's more than 1 way to traitor,01:05:39,,,,,,
2264,username@zm CaraRze,omg HOWWW,01:05:39,,,,,,
2265,username@GoG  l l w,lmao,01:05:39,,,,,,
2266,username@odoaahkhde,POGGGGGGGG,01:05:39,,,,,,
2267,username@adikAptu k,aau,01:05:40,,,,,,
2268,username@aBBeeaBarr,OH MY GOOOOODDDD,01:05:41,,,,,,
2269,username@ieraiirdsd,lol,01:05:41,,,,,,
2270,username@rlrrB   ee,HOW?,01:05:42,,,,,,
2271,username@NNLTQTSALS,#BelieveInNogla,01:05:42,,,,,,
2272,username@gh &sehvhi,:_noglaLaugh::_noglaLaugh::_noglaLaugh::_noglaLaugh:,01:05:43,,,,,,
2273,username@nNnUUnknno,CLUUUUUUTCHHH,01:05:43,,,,,,
2274,username@tBoBtorSSt,Moment of Truth,01:05:43,,,,,,
2275,username@zm CaraRze,gg,01:05:43,,,,,,
2276,username@hCeenneach,omfg,01:05:44,,,,,,
2277,username@ccrccVh oR,the luck of this fucking guy,01:05:44,,,,,,
2278,username@diiouirdgi,Hi! I just wanna say keep up with the good work and that ur doing great!,01:05:44,,,,,,
2279,username@Tái oálolo,HOW??????????,01:05:45,,,,,,
2280,username@oPugPneoPg,HOW,01:05:45,,,,,,
2281,username@99ocSc c77,HE DID IT,01:05:46,,,,,,
2282,username@yayanylyB,martini,01:05:46,,,,,,
2283,username@hii ie iic,yoooooooooooooooooooooooooooooooooooo!!!!!!!!!!,01:05:47,,,,,,
2284,username@ruune erih,do you use any oils on ur beard?,01:05:47,,,,,,
2285,username@nnixaoapax,MCNASTY NOOOOOOO,01:05:48,,,,,,
2286,username@. .aSryrll,0-0,01:05:48,,,,,,
2287,username@aaamgaamAa,lol,01:05:48,,,,,,
2288,username@uohuhuuusa,wow,01:05:49,,,,,,
2289,username@ Ail lxlMA,GG,01:05:49,,,,,,
2290,username@CseaVCaaCs,code is DHAEW,01:05:49,,,,,,
2291,username@lNeR Nneee,Wow,01:05:50,,,,,,
2292,username@BeBBehtttB,POG,01:05:50,,,,,,
2293,username@ion niihai,LMAO!!!,01:05:50,,,,,,
2294,username@roeMMM ore,LMAO L,01:05:50,,,,,,
2295,username@hrrSaHwdSw,god,01:05:50,,,,,,
2296,username@sikFyFdsfu,cool byyeee,01:05:51,,,,,,
2297,username@ayHtsrerHr,😛,01:05:51,,,,,,
2298,username@ eiessMhRN,R u serious,01:05:51,,,,,,
2299,username@k0k6k6uo3k,Lol,01:05:53,,,,,,
2300,username@yiQaQmmBru,HOW!?,01:05:54,,,,,,
2301,username@MMMiMMMMlk,LESSSSSS FUCKIN GOOOOOOOOOOOOOOOOOOOO,01:05:54,,,,,,
2302,username@ipyopelaey,Pete could've played that so much better,01:05:55,,,,,,
2303,username@niobo drbr,YEEEESSSSSSSS,01:05:55,,,,,,
2304,username@23B2mmk53a,LMAOOOOOOOOOOOOOOOOOOOOOOOOOOOO!!!!!!!!,01:05:55,,,,,,
2305,username@rectMedMra,WWWWOOOOOOWWWWWWWW,01:05:56,,,,,,
2306,username@zdna oLozd,GG!,01:05:56,,,,,,
2307,username@mn siggh o,Cluch,01:05:56,,,,,,
2308,username@   yoapyso,Pete LMAOOOO,01:05:58,,,,,,
2309,username@n lol GoTm,how the hell,01:05:58,,,,,,
2310,username@ GddGorysa,LET'S GO PETE WITH SELF REPORT,01:06:00,,,,,,
2311,username@aBBeeaBarr,GG HOW??????????????????????????????????/,01:06:02,,,,,,
2312,username@raorojjnna,NO WAY,01:06:02,,,,,,
2313,username@ieraiirdsd,because why not,01:06:03,,,,,,
2314,username@FtFxrxrtFo,POGGGGGGG,01:06:03,,,,,,
2315,username@CtndoCaede,lol he's stupid,01:06:04,,,,,,
2316,username@zm CaraRze,how did he win this omg,01:06:04,,,,,,
2317,username@oF r SWlel,can u tell the code,01:06:04,,,,,,
2318,username@yayanylyB,follow gadrian4 on snapchat,01:06:06,,,,,,
2319,username@gh &sehvhi,GG!!!!!!,01:06:06,,,,,,
2320,username@lt  nStaaa,0,01:06:07,,,,,,
2321,username@nNnUUnknno,best clutch EVER BROOO,01:06:07,,,,,,
2322,username@snnPvPverv,THERES NO WAY,01:06:07,,,,,,
2323,username@2Spr2eSp2S,Daddy chill,01:06:07,,,,,,
2324,username@raieiiirrA,VOHPTQ on North America! Blubs Nation Live Now!! Tune in and we can play all night! Join my discord to chat too!! Avery#8189 ❤ ❤,01:06:09,,,,,,
2325,username@. .aSryrll,wow,01:06:10,,,,,,
2326,username@aaamgaamAa,gg lmao,01:06:13,,,,,,
2327,username@ayHtsrerHr,nice he played it off,01:06:14,,,,,,
2328,username@ihiaiazzzi,Nogla turn up sound,01:06:15,,,,,,
2329,username@Krsxrtrx..,good win,01:06:18,,,,,,
2330,username@T.p4hmiiTh,mcnasty wasnt in the stack lol so why,01:06:19,,,,,,
2331,username@odoaahkhde,TOO CLUTCH,01:06:20,,,,,,
2332,username@laeMxxelMA,How the fu-,01:06:20,,,,,,
2333,username@bbobbyboob,good night,01:06:24,,,,,,
2334,username@   yoapyso,Pete is the worst imposter I’ve ever seen😂😂😭,01:06:25,,,,,,
2335,username@aeiiiiW WW,Mañana,01:06:26,,,,,,
2336,username@ eiessMhRN,Wtf how’d he do that,01:06:26,,,,,,
2337,username@KhlR Keyol,how ?,01:06:27,,,,,,
2338,username@**i**Ll a,Lol,01:06:28,,,,,,
2339,username@lt  nStaaa,😺,01:06:28,,,,,,
2340,username@oalnegnlan,how the hell did he win hahaha,01:06:29,,,,,,
2341,username@DzDeaiaazV,What up everyone. How is everyone doing?,01:06:31,,,,,,
2342,username@NNLTQTSALS,the code is NGYLOP,01:06:32,,,,,,
2343,username@CseaVCaaCs,code is dhsa,01:06:33,,,,,,
2344,username@erezeaadzd,#BELIEVEINPETE,01:06:33,,,,,,
2345,username@zdna oLozd,their next video is gonna slapp,01:06:35,,,,,,
2346,username@ayHtsrerHr,lol,01:06:36,,,,,,
2347,username@fcbnc0So l,Black: hi humans......,01:06:36,,,,,,
2348,username@ Pshceeeca,how lol,01:06:39,,,,,,
2349,username@M4LZIIA4A4,ha ppooo,01:06:41,,,,,,
2350,username@wahhzzwhzz,how did he even win lmaooo,01:06:42,,,,,,
2351,username@aPPtaataPt,I have just recently got in my foreskin removed I'm an immense pain,01:06:42,,,,,,
2352,username@rBrprecnic,big brain,01:06:42,,,,,,
2353,username@nNnUUnknno,bruh how ddi he do that tho lmaooo,01:06:43,,,,,,
2354,username@uaNaagmmNm,Heat win,01:06:47,,,,,,
2355,username@ipyopelaey,lol,01:06:48,,,,,,
2356,username@a auaJujuj,Nogla it isn’t your squad.,01:06:48,,,,,,
2357,username@tBoBtorSSt,#BelieveInNogla,01:06:48,,,,,,
2358,username@iRRiieeRr,Huge clutch,01:06:49,,,,,,
2359,username@stncsphhhn,BIG BRAIN!!!,01:06:50,,,,,,
2360,username@raieiiirrA,VOHPTQ on North America! Blubs Nation Live Now!! Tune in and we can play all night! Join my discord to chat too!! Avery#8189 ❤ ❤,01:06:53,,,,,,
2361,username@NNLTQTSALS,idiots,01:06:53,,,,,,
2362,username@lt  nStaaa,:1,01:06:54,,,,,,
2363,username@ eaaayael,un f,01:07:01,,,,,,
2364,username@ GddGorysa,"This game is like fortnite, It gets CLOUT",01:07:01,,,,,,
2365,username@충보보보이보보보충충,ㅋㅋ,01:07:03,,,,,,
2366,username@pFpe  peFl,idk how tf Pete won that. it was honestly so obvious that he was the killer,01:07:09,,,,,,
2367,username@ Pshceeeca,OwO,01:07:09,,,,,,
2368,username@ipyopelaey,lucky,01:07:09,,,,,,
2369,username@bbvbvbvvvb,Deluxe threw,01:07:10,,,,,,
2370,username@okasttzptk,Start,01:07:14,,,,,,
2371,username@lelee2taan,lol,01:07:16,,,,,,
2372,username@aeiiiiW WW,🥛leche🥛,01:07:17,,,,,,
2373,username@gh &sehvhi,This group is pretty dope,01:07:17,,,,,,
2374,username@rksSrrraha,lmao how did he even win,01:07:19,,,,,,
2375,username@T.p4hmiiTh,ew furry,01:07:20,,,,,,
2376,username@ eaaayael,I need some of those backwards f's,01:07:22,,,,,,
2377,username@rlrrB   ee,Poofesure and Sidearms next,01:07:23,,,,,,
2378,username@od doTpdiT,:{,01:07:25,,,,,,
2379,username@ dnorwaarw,WTF,01:07:26,,,,,,
2380,username@lt  nStaaa,:0,01:07:27,,,,,,
2381,username@yayanylyB,hi,01:07:32,,,,,,
2382,username@GMMeo oo06,The server link lol,01:07:33,,,,,,
2383,username@gggdgAAgdg,Gg pete,01:07:34,,,,,,
2384,username@ayHtsrerHr,😛,01:07:36,,,,,,
2385,username@ Pshceeeca,This is nice,01:07:37,,,,,,
2386,username@lMeao lnln,HAAHHAHAHA,01:07:37,,,,,,
2387,username@raieiiirrA,VOHPTQ on North America! Blubs Nation Live Now!! Tune in and we can play all night! Join my discord to chat too!! Avery#8189 ❤ ❤,01:07:39,,,,,,
2388,username@hrfrhirfir,hiiiiiiiiii,01:07:41,,,,,,
2389,username@ihihhhaata,Hey nogal if u c this have a good night man love the vids pls read this I would love it it would make my day pls read it pls it would mean the world to me and it would make my night goodbye,01:07:41,,,,,,
2390,username@ jyt'l ast,what,01:07:42,,,,,,
2391,username@ eaaayael,ㅋ,01:07:44,,,,,,
2392,username@ipyopelaey,Side was tilted,01:07:44,,,,,,
2393,username@tBoBtorSSt,#BelieveInNogla,01:07:48,,,,,,
2394,username@4l 4M44 u4,can i join,01:07:55,,,,,,
2395,username@23B2mmk53a,frtyftrfgtnrbdgtfrdf,01:07:56,,,,,,
2396,username@ayHtsrerHr,gg´s,01:08:02,,,,,,
2397,username@ reeeeyCcc,love your vidos nogla they have been the only thing keeping me happy lately,01:08:02,,,,,,
2398,username@gggdgAAgdg,#noglaforpresident,01:08:03,,,,,,
2399,username@noon44bb4b,nogal,01:08:06,,,,,,
2400,username@ic aFiorso,what up bro nogla,01:08:06,,,,,,
2401,username@gFlrmieFhi,Idiot,01:08:07,,,,,,
2402,username@lelee2taan,wasnt it #BelieveINVanoss,01:08:08,,,,,,
