Unnamed: 0,author,message,time_text,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
38,username@ohwsTTAoNa,Biden will undue this relief. Sad for people of Kuwait,05:38:00,,,,,,
39,username@RRRAARRAAR,Excellency addressed like a true imperialist,05:47:00,,,,,,
40,username@ ddtdtdddt,trump2024,05:49:00,,,,,,
41,username@WWeftW eee,TRUMP 2020,05:53:00,,,,,,
42,username@cfctadfQ9A,Obama built the cages.,05:57:00,,,,,,
43,username@ snYyaiCiY,@Daisy Chain Family Hub that's still my favorite line too! lol,05:58:00,,,,,,
44,username@biobTsstss,biden is a joke,06:00:00,,1.0,,,,
45,username@TAETVVAAEV,FOX NEWS OR FAKE NEWS. PLEASE NOT SUPPORT THE DEMORALISED PARTY !,06:00:00,,1.0,,,,
46,username@ dzoneriie,Stop killing United States citizens In America The police stop killing United States citizens,06:00:00,,,,,,
47,username@zamomplzar,ehhhhhh,06:01:00,,,,,,
48,username@dakdeooadb,calm down biden wont get to the white house four more years for Trump,06:01:00,,,,,,
49,username@s sPe sPee,Great Barrington Declaration - doctors vs lockdownistas,06:09:00,,,,,,
50,username@Lrsaaz eai,SATAN ❤ KUWAIT,06:13:00,,,,,,
51,username@ntyiennkeF,The nightmare is just getting started. Brace yourselves ostrich snowflakes!,06:23:00,,,,,,
52,username@tGohhoGrhx,This just shows Trump will stay our President 2020-2024,06:29:00,,,,,,
53,username@wocrrrcDrr,Biden will go back to war you people allowed this it sickening,06:37:00,,,,,,
54,username@ eDfufu DD,"I vote for you, you vote for me We're a very distrusting family With a paper ballot and no counting machines Across the table checking from me to you Won't you say that ballot is true?",06:41:00,,,,,,
55,username@QetQewrtrr,I love America. Thank you so much for voting the clown out. Biden 2020 ❤️❤️❤️🤙,06:41:00,,,,,,
56,username@ nCn C o o,Bye Drump pawn boy,06:43:00,,,,,,
57,username@udu raukrr,its 7.5 million for bidens transition team right?,06:44:00,,,,,,
58,username@nah hdLaLn,.....gn,06:48:00,,,,,,
59,username@gedhiRgars,how can you live Biden Ben?? you must look into him . he's signed your country over to communist China. he is a puppet. you should be scared what is happening to your country.,06:58:00,,1.0,,1.0,,
60,username@GmaGGm c G,Is this another peace deal? Or what?,07:04:00,,,,,,
61,username@nesfw  rif,"47 years of nothing , joe is nothing more than nothing!",07:07:00,,,,,,
62,username@byenylbh e,People like you will pay,07:07:00,,,,,,
63,username@ nlyaleema,"Yeah, whatever, Pompeo, we know who pays your tab",07:11:00,,,,,,
64,username@655Cl266rC,Every country executes atrocities against their people in one way or another.,07:18:00,,,,,,
65,username@itesl.0.s.,:yt::yt::yt::yt::yt::yt::yt::yt::yt:,07:27:00,,,,,,
66,username@cimctrnsss,america starting another war ?,07:29:00,,,,,,
67,username@nsCttoonoi,"When other countries see how much money can be made by being a democratic republic, they won't want to be anything else! 😀 😀 😀",07:33:00,,,,,,
68,username@hfffh fffe,"you want Joe to officially usher in the New World Order? Communist leader Xi would be pleased. You will be tracked everywhere you go, digital currency so you can have no cash to carry and hold,",07:33:00,,,,,,
69,username@ahaT srokS,Jim you are funny,07:33:00,,,,,,
70,username@maa aSmaCa,biden is not in at least not yet look at the actual electoral college numbers. biden 35 trump 60 something,07:35:00,,,,,,
71,username@edueuuuedd,"Revised Punkpeo ""There will now be a smooth transition to a 1st Biden administration."" 😂😂😂😂🤣🤣👍",07:40:00,,,,,,
72,username@Sa   anzFa,Andrew Cuomo is a dictator,07:51:00,,,,,,
73,username@ ddtdtdddt,He's nervous,08:01:00,,,,,,
74,username@s sPe sPee,Great Barrington Declaration - real doctors vs lockdownistas,08:12:00,,,,,,
75,username@cfctadfQ9A,who else is looking forward to the Great Reset?,08:21:00,,,,,,
76,username@oHrroaoar7,RIGGED ELECTION!!!!!!,08:26:00,,,,,,
77,username@iilMe uc i,WWE goes to Saudi!,08:27:00,,,,,,
78,username@RRRAARRAAR,"Losers still mad Trump lost, they can't take Ls its sad :c",08:29:00,,,,,,
79,username@biobTsstss,uneducated people would vote for biden. disgrace to Usa,08:32:00,,,,,,
80,username@laaeKn enl,ehhh ehhh ehhhhhhhhhh,08:33:00,,,,,,
81,username@yiaaaOaz k,All we know is that we don't know the truth,08:37:00,,,,,,
82,username@tce1ro8rr1,Raise your hand if you remember the Kuwaiti ambassadors daughter lying to the American public about Iraqis throwing babies out of incubator?,08:38:00,,,,,,
