Unnamed: 0,author,message,time_text,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
155,username@iKeemKmaln,Hiiiiiiiii,01:29:00,,,,,,
156,username@eBufuDTfBt,:yougotthis::sanitizer::takeout::chillwdog::washhands::thanksdoc::goodvibes:,01:31:00,,,,,,
157,username@og25oooanm,SpongeBob,01:32:00,,,,,,
158,username@TeLEM aeBB,Hey nogla you really help me through my depression and please keep making videos with Vanoss and all of them you’re a great part of this world,01:32:00,,,,,,
159,username@zol lli  o,keep calm and keeper going,01:34:00,,,,,,
160,username@Kstiati  t,Hi Nogla,01:36:00,,,,,,
161,username@   pi pi i,olog,01:36:00,,,,,,
162,username@kaSS桜aaaSS,WAIT YOUR PLAYING WITH POOFESURE YOOOOOOO,01:37:00,,,,,,
163,username@ tStt  tto,i love y'all Brothas,01:37:00,,,,,,
164,username@AneldnTaao,howdy doody,01:37:00,,,,,,
165,username@KBKnniainl,I ship daithi de terroriser,01:37:00,,,,,,
166,username@7y77y-m7sn,For how long has Nogla been streaming 🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨,01:38:00,,,,,,
167,username@ieimixeiei,안녕,01:38:00,,,,,,
168,username@uk  cuuD k,hi,01:39:00,,,,,,
169,username@n  ssum nd,damn,01:40:00,,,,,,
170,username@aseJanrMJm,wheres the facecam,01:43:00,,,,,,
171,username@rr frrrore,things that break friend ship number one among us,01:44:00,,,,,,
172,username@zdoizdoaoL,We’re the face cam,01:44:00,,,,,,
173,username@aterSStlri,Hi nogla,01:47:00,,,,,,
174,username@21i r r 2i,Hi,01:49:00,,,,,,
175,username@wlsLLgw w,Poofesure is great,01:50:00,,,,,,
176,username@uuRui.uJJJ,Poofesure is a hilarious youtuber,01:50:00,,,,,,
177,username@DFRorneirF,#beliveinvanoss,01:51:00,,,,,,
178,username@sssovo avs,Bababooie,01:51:00,,,,,,
179,username@-ɴᴍ 'ᴀ ᴍ -,a,01:56:00,,,,,,
180,username@B rgiBu rg,invite vanoss,01:57:00,,,,,,
181,username@aorClhnaeC,a minute,02:00:00,,,,,,
182,username@assseah6ne,ayyyyyy,02:00:00,,,,,,
183,username@n  ssum nd,XD,02:00:00,,,,,,
184,username@aflrhcidh,everytime someone curses I take a drink lets see if I get alcohol poisoning lololokol,02:04:00,,,,,,
185,username@aTaoTZyall,he can't apeak,02:07:00,,,,,,
186,username@eeee t Phe,I don’t think nogla likes this group and that’s sad bcuz I’ve followed both groups since 2012,02:08:00,,,,,,
187,username@aNNnTNnNNn,no facecam?,02:08:00,,,,,,
188,username@saDrmoDrsD,ok so basically is dead.,02:11:00,,,,,,
189,username@zol lli  o,🥔 for life,02:11:00,,,,,,
190,username@zkuP PMsHz,Hi!!!,02:11:00,,,,,,
191,username@Heyetuetey,just got in time,02:11:00,,,,,,
192,username@rrVCeVfnso,like 5 min?,02:12:00,,,,,,
193,username@oroennmelt,Big booty wamen,02:12:00,,,,,,
194,username@DFRorneirF,#beliveinvanoss,02:13:00,,,,,,
195,username@neaonnnenJ,Hello all my beautiful potatoes! 🥔,02:14:00,,,,,,
196,username@BcZhilB ra,Howdy nogla,02:17:00,,,,,,
197,username@lyLynyoDDz,Hiii,02:18:00,,,,,,
198,username@  YSAGGAYS,Add me on ps4 Fontzi_youtube,02:20:00,,,,,,
199,username@myylwGalra,I’m lonely,02:22:00,,,,,,
200,username@iKeemKmaln,Why no face cam,02:24:00,,,,,,
201,username@ketn tggne,"after watching the black and white among us vids, actual color looks weird",02:25:00,,,,,,
202,username@nesHdssaas,"ivt me , my name is Major Tom",02:26:00,,,,,,
203,username@miiihTeiPe,Big oooof all these people jumping into chat killed my internet.,02:26:00,,,,,,
204,username@uHymrH_umm,"my titties kinda sweaty, y'all got a solution?",02:29:00,,,,,,
205,username@ tStt  tto,@Brandon Guardado 2 MINUTES,02:29:00,,,,,,
206,username@K TjOnnjna,hello nogla who killed you?,02:30:00,,,,,,
207,username@amhncSdSpd,Everyone asking for Face Cam 😆,02:32:00,,,,,,
208,username@s s rhegso,the last black and white video was hilarious,02:33:00,,,,,,
209,username@ gOoOie ri,:_noglaSmile:,02:35:00,,,,,,
210,username@aTaoTZyall,ayyy that's my favorite map,02:36:00,,,,,,
211,username@DFRorneirF,#beliveinvanoss,02:36:00,,,,,,
212,username@ETSAGM  MO,Hey Nogla,02:38:00,,,,,,
213,username@KBKnniainl,Howdy doody,02:38:00,,,,,,
214,username@33otontDln,"2 mins ago, lol im early",02:39:00,,,,,,
215,username@z lrtiarai,hey eating a patato,02:40:00,,,,,,
216,username@wewyhyeych,🥔,02:41:00,,,,,,
217,username@  YSAGGAYS,Cookie cookie song,02:41:00,,,,,,
218,username@dryjnyenan,howdy potato,02:42:00,,,,,,
219,username@lI lIfjnnj,Suppp Nogla my dude,02:49:00,,,,,,
220,username@edAAoooegg,#vanossbestyoutuber,02:54:00,,,,,,
221,username@kaSS桜aaaSS,Chicken Nuggets yeah same its weird,02:55:00,,,,,,
222,username@CCC77TTCCC,Face cam for the boys and girls,02:58:00,,,,,,
223,username@TotcmsoTTs,scesa,03:02:00,,,,,,
224,username@i aGwtweet,Yeast,03:04:00,,,,,,
225,username@rrVCeVfnso,hiiiiiiiiiiiiiiiiiiiiii boooooooooooiiiiiiiiii,03:05:00,,,,,,
226,username@pynkonpoep,EEEE,03:05:00,,,,,,
227,username@ rsFrFi si,Nogla is always guilty of something,03:08:00,,,,,,
228,username@syy_slhF,Yes face cam,03:10:00,,,,,,
229,username@  YSAGGAYS,Sing the cookie song,03:12:00,,,,,,
230,username@aBBeeaBarr,hi,03:12:00,,,,,,
231,username@9aermvvc0a,Whoever disliked is gay,03:13:00,,1.0,,,,1.0
232,username@s s rhegso,the last black and white video was hilarious,03:14:00,,,,,,
233,username@yigag gB y,Who is imposters,03:18:00,,,,,,
234,username@inMWaMr in,oyoyoyoy,03:19:00,,,,,,
235,username@kaSS桜aaaSS,Oh ok no face cam its aight,03:21:00,,,,,,
236,username@eeeoorFlrl,Monkeeeeee,03:21:00,,,,,,
237,username@rnD rer Do,hi,03:21:00,,,,,,
238,username@eツmCmツeema,2483'rd btw,03:22:00,,,,,,
239,username@tellitrlri,ok,03:23:00,,,,,,
240,username@ gOoOie ri,good,03:24:00,,,,,,
241,username@towataawcm,yup,03:25:00,,,,,,
242,username@IONTLCTIGO,it's Jeffrey stephey in your gear 3,03:25:00,,,,,,
243,username@iaa dA aZA,no,03:25:00,,,,,,
244,username@edye taatd,yes,03:25:00,,,,,,
245,username@eielaiisng,yessir,03:26:00,,,,,,
246,username@SYYMar MJS,We good,03:26:00,,,,,,
247,username@2yby9 7bb2,hi nogla,03:28:00,,,,,,
248,username@neaonnnenJ,Potato cam 🥔,03:28:00,,,,,,
249,username@M Mri Ma G,Yeah,03:28:00,,,,,,
250,username@eeee t Phe,Good now that you’re here bud,03:28:00,,,,,,
251,username@rrVCeVfnso,yeast? WHAT?,03:29:00,,,,,,
252,username@ETSAGM  MO,Doing fantastic,03:30:00,,,,,,
253,username@erdeeedCHl,I'm pretty shitty ngl,03:31:00,,,,,,
254,username@KBKnniainl,Hiiiii,03:32:00,,,,,,
255,username@aBBeeaBarr,"all good, studying for exams",03:33:00,,,,,,
256,username@mCrrmm  ic,I liked the face cam,03:34:00,,,,,,
257,username@  YSAGGAYS,Sing the cookie song nogla,03:34:00,,,,,,
258,username@ieimixeiei,Yea how r u nogla,03:34:00,,,,,,
259,username@TotcmsoTTs,its pete,03:35:00,,,,,,
260,username@nsmmiynniy,@heroes charge I reported,03:35:00,,,,,,
261,username@Annrnnrorn,"I showed late, what I miss, and what's up?",03:36:00,,,,,,
262,username@sTssnn dir,yo,03:36:00,,,,,,
263,username@yySt4nCayt,Bro speedy!!,03:36:00,,,,,,
264,username@dahYbMMheb,pls no facecam,03:37:00,,,,,,
265,username@pbiiANbypi,you’re playing with my boy everything’s swell,03:37:00,,,,,,
266,username@nB  B nB o,hello,03:38:00,,,,,,
267,username@Tses suk4T,You doing alright ?,03:39:00,,,,,,
268,username@pynkonpoep,speedy has a break down,03:39:00,,,,,,
269,username@oe:mnU:iUi,I'm doin great,03:40:00,,,,,,
270,username@to torleJ,What’s up Nola,03:40:00,,,,,,
271,username@iTNtetTN’T,Nice,03:41:00,,,,,,
272,username@shhylhelel,how can I become a member?,03:41:00,,,,,,
273,username@a liiEalEl,hiiii,03:41:00,,,,,,
274,username@inMWaMr in,shout me out nogla,03:42:00,,,,,,
275,username@Eooltiwolt,my birthday was yesterday 🎉,03:42:00,,,,,,
276,username@ru nauilar,wow didnt even realise the stream has started,03:43:00,,,,,,
277,username@teNBBBB ld,beard boy nogla,03:43:00,,,,,,
278,username@newnhtnnne,ITS WILDCAT,03:44:00,,,,,,
279,username@nle nn meB,Okay understandable for not using your facecam,03:45:00,,,,,,
280,username@zdoizdoaoL,Hi,03:45:00,,,,,,
281,username@ri• ol••o,"Yessir, what about you Nogla? How's your night been?",03:46:00,,,,,,
282,username@ Ldllp zrr,Everyone is an importer LOL,03:46:00,,,,,,
283,username@yigag gB y,Ok,03:46:00,,,,,,
284,username@unsItttsus,we need evan and tyler on,03:46:00,,,,,,
285,username@WieWM McMe,My cat ran away. I'm sad.,03:46:00,,,,,,
286,username@yvvvyvWyWW,Bout a call for Apple 12/18 strike price 120.20 should I accept losses or hold,03:47:00,,,,,,
287,username@K TjOnnjna,potoottataotatatataoata,03:47:00,,,,,,
288,username@amhncSdSpd,Doing good now that you're streaming,03:47:00,,,,,,
289,username@tntDDDDier,I shit my on my cat,03:49:00,,,,,,
290,username@nzoongFppT,its daadylazar,03:50:00,,,,,,
291,username@dalee rotd,hi,03:50:00,,,,,,
292,username@IONTLCTIGO,HI nogla,03:50:00,,,,,,
293,username@Qoicuoupei,Hi nogla,03:52:00,,,,,,
294,username@HHawadedew,nogla. your like my favorite YouTuber,03:52:00,,,,,,
295,username@laiieMMMny,How are you Nogla,03:53:00,,,,,,
296,username@rerOrhehet,hi how are you doing today 😊,03:53:00,,,,,,
297,username@sMMersssMe,hi,03:53:00,,,,,,
298,username@aleFiilsit,boo,03:54:00,,,,,,
299,username@iJelaeiMlJ,:elbowcough:,03:55:00,,,,,,
300,username@aiihnMMdad,Miniladd likes showing children his “Miniladd”,03:56:00,,,,,,
301,username@h edenyla,Always makes my day to make a Nogla stream. ❤,03:57:00,,,,,,
302,username@aralaGBrGG,noglaaaa,03:57:00,,,,,,
303,username@saliiaiigM,so stupidly funy,04:00:00,,,,,,
304,username@  YSAGGAYS,SING THE COOKIE SONG NOGLA,04:01:00,,,,,,
305,username@ilFii vurs,I should be doing homework now but I'm watching this lol,04:02:00,,,,,,
306,username@cgan Amn e,they girl i liked told me i was like a brother to her and that hit me hard,04:03:00,,,,,,
307,username@yigag gB y,Nogla you Funny,04:06:00,,,,,,
308,username@iKycelcdy,🔴,04:07:00,,,,,,
309,username@neaonnnenJ,It's obviously OHM!,04:08:00,,,,,,
310,username@kaSS桜aaaSS,"Gtg work on my work, ill see you guys later",04:09:00,,,,,,
311,username@moyryb3 rm,nogla where your face can or are u having trouble with it,04:12:00,,,,,,
312,username@orinnaisna,can you REEE nogla?,04:12:00,,,,,,
313,username@aBBeeaBarr,whos the imposter?,04:12:00,,,,,,
314,username@tellitrlri,no face cam,04:13:00,,,,,,
315,username@NYOSVAIJKD,Hi,04:18:00,,,,,,
316,username@ gOoOie ri,link in vid for joining mem or so,04:18:00,,,,,,
317,username@netffafttr,Hi,04:19:00,,,,,,
318,username@umbctmceiu,Where is wildcat?,04:22:00,,,,,,
319,username@IONTLCTIGO,it's lazer,04:22:00,,,,,,
320,username@teehNPCt h,😃,04:22:00,,,,,,
321,username@hG Gitth G,seen but we shout over each other thought you were playing with ninja or something,04:23:00,,,,,,
322,username@l oasaspsf,We chilling I had to ditch the hentai to watch this,04:24:00,,,,,,
323,username@z lrtiarai,hey,04:26:00,,,,,,
324,username@h Jeonne m,started streaming during a middle of the game,04:27:00,,,,,,
325,username@ahNheevtes,nogla when will the nogla plush start shipping?,04:31:00,,,,,,
326,username@iiic aalsi,No facecam ?:(,04:38:00,,,,,,
327,username@ole aL Laa,yo it has been so long since i watched you nogla hows life,04:41:00,,,,,,
328,username@beoccNoNJc,early?,04:41:00,,,,,,
329,username@lanonla lD,What part of Ireland does nogla live in?,04:41:00,,,,,,
330,username@NYOSVAIJKD,Hi,04:43:00,,,,,,
331,username@uDut tD oD,Uh oh,04:44:00,,,,,,
332,username@yigag gB y,Dfhhhhgghdj,04:44:00,,,,,,
333,username@  YSAGGAYS,Yumi yumi,04:44:00,,,,,,
334,username@mesaddeahe,"Recently discovered you because of this game, I love these streams❤️ they’re so funny and intense",04:45:00,,,,,,
335,username@PytttSgooa,Ello.,04:51:00,,,,,,
336,username@neaonnnenJ,NOGLA KNOWS ALL! 🥔,04:51:00,,,,,,
337,username@obe iiosii,f word,04:54:00,,,,,,
338,username@KBKnniainl,Facecam,04:54:00,,,,,,
339,username@rrVCeVfnso,@Brenda hi hope you past on those... tbh i dont know what exams are im in 8th grade! 🙂,04:56:00,,,,,,
340,username@IONTLCTIGO,it's bout scam,04:57:00,,,,,,
341,username@n nnsnhoaa,😂😂😂,04:57:00,,,,,,
342,username@yigag gB y,My potato,05:06:00,,,,,,
343,username@ddldsinosa,Stiff socks,05:07:00,,,,,,
344,username@JTJThqsJqe,"Nogla on god, you always in a 9 man impostor lobby when i come into stream",05:07:00,,,,,,
345,username@2Ck3lkC2ih,HI,05:08:00,,,,,,
346,username@zePasaPawk,How yumi in here,05:10:00,,,,,,
347,username@eytllotyso,h,05:11:00,,,,,,
348,username@raHlaHeBee,Is aliyah playing?,05:17:00,,,,,,
349,username@worZwchwe,I'm gonna hack the lobby and get in sometime tonight. expect a visit from RedBandit,05:19:00,,,,,,
350,username@ole aL Laa,last time i watched you was season 4 fortnite i think,05:20:00,,,,,,
351,username@ztzzihhtio,sup,05:21:00,,,,,,
352,username@n nnsnhoaa,This is scripted😂,05:21:00,,,,,,
353,username@ttsetetsWs,Hey nogla,05:25:00,,,,,,
354,username@iiic aalsi,"That man cursed, ban him",05:25:00,,,,,,
355,username@Annrnnrorn,"You know what, Ima go to sleep, have a nice stream Nogla",05:26:00,,,,,,
356,username@XmIcm9sXm9,I’ve always been a fan of you guys No Capp,05:27:00,,,,,,
357,username@IONTLCTIGO,:P,05:30:00,,,,,,
358,username@TTClTlRaMC,wait poofesufe?,05:31:00,,,,,,
359,username@neaonnnenJ,Hey everybody what's your favorite form of 🥔 to eat?!,05:34:00,,,,,,
360,username@PytttSgooa,How y’all doing?,05:37:00,,,,,,
361,username@mdaaamaadm,Speedy kinda sounds like jev,05:41:00,,,,,,
362,username@llllcCCiar,awww YEAH NOGLA,05:41:00,,,,,,
363,username@GGaibGGbai,hey noglooooo,05:49:00,,,,,,
364,username@KBKnniainl,"I was sick all week and missed everythin, I HAVE TWO EXAMS TO ORROW SO STFU",05:51:00,,,,,,1.0
365,username@K TjOnnjna,nogla on your cam i wanna see your beard,05:54:00,,,,,,
366,username@IONTLCTIGO,nogla noooooooo gla :)),05:59:00,,,,,,
367,username@mimpsklmie,🙂,05:59:00,,,,,,
368,username@myylwGalra,Love u Nogla tell vanoss he’s #1,06:01:00,,,,,,
369,username@ma meir r,Lol i was watching techno AND NOGLA LIVE,06:10:00,,,,,,
370,username@Lgile li f,:chillwcat:,06:11:00,,,,,,
371,username@aBBeeaBarr,@Vanessa Crawford they are the worst thing about college... enjoy your youth because it is the best years of you life.... make sure to enjoy junior and senior year of high school,06:13:00,,,,,,
372,username@08800 9098,Itachi,06:14:00,,,,,,
373,username@IRR33 O4 G,Reeeeee,06:15:00,,,,,,
374,username@orinnaisna,can you REEE nogla?,06:16:00,,,,,,
375,username@PytttSgooa,Well i got school. Good night.,06:18:00,,,,,,
376,username@sg ocML LL,Is Lazar gonna stream?,06:19:00,,,,,,
377,username@isadaoasCC,Hey,06:22:00,,,,,,
378,username@Iawov ovsI,hi,06:23:00,,,,,,
379,username@GGaibGGbai,spam noglooo,06:27:00,,,,,,
380,username@NoNutsurGa,Should i be that one person that dislikes,06:31:00,,,,,,
381,username@yigag gB y,He talking to chat,06:31:00,,,,,,
382,username@f asfidf,orange sus,06:33:00,,,,,,
383,username@KBKnniainl,Potato,06:34:00,,,,,,
384,username@RelniueMa,Let me join!,06:34:00,,,,,,
385,username@rt HHyuHeK,Yooo Nogla,06:36:00,,,,,,
386,username@IRR33 O4 G,No,06:37:00,,,,,,
387,username@mlnle m  o,bye,06:39:00,,,,,,
388,username@rHHr O r r,Pete did it,06:40:00,,,,,,
389,username@neaonnnenJ,it's LAZAR,06:40:00,,,,,,
390,username@nAnAnleAeA,its pete,06:41:00,,,,,,
391,username@ozbobzbobb,u sus,06:41:00,,,,,,
392,username@nirisannDD,orange sus,06:45:00,,,,,,
393,username@DdoDg  Dgo,:yt:,06:49:00,,,,,,
394,username@NoNutsurGa,Oki,06:51:00,,,,,,
395,username@hKh31KW1:1,hi,06:52:00,,,,,,
396,username@Iawov ovsI,Nogloo,06:53:00,,,,,,
397,username@KBKnniainl,Hah,06:54:00,,,,,,
398,username@aWbbgBgdoi,Where da cam at nogla,06:57:00,,,,,,
399,username@oao_Jc_a_b,orange sus,06:57:00,,,,,,
400,username@isadaoasCC,:elbowcough:,06:59:00,,,,,,
401,username@enenttaaao,not to get political but the people who where left are sus,06:59:00,,,,,,
402,username@yigag gB y,Potato potato potato potato potato potato,07:00:00,,,,,,
403,username@bbvbvbvvvb,It’s wildcat,07:01:00,,,,,,
