,Topic,Direct Harassment,Direct Harassment_p-val,Hate Speech,Hate Speech_p-val,Others,Others_p-val,Sexual Harassment,Sexual Harassment_p-val,Toxic,Toxic_p-val,Trolling,Trolling_p-val
18,25,0.013897853081273415,0.011493183121302033,-0.016844865456514025,0.0021889530208879454,-0.0006121905892455212,0.9113610502058593,0.0038294422305124426,0.4862060045224309,0.0023068489624320696,0.6748635380551238,0.028391103916022675,2.420704440578622e-07
19,26,0.014246310100393702,0.009577859006823577,-0.013174061411147686,0.016588609006733635,0.002862866519021918,0.6026521813611749,-0.0023503553447560563,0.6690925056823367,0.0021226419961445833,0.6995071668958248,0.03472079238886386,2.691132391125404e-10
20,27,0.007436868430308388,0.17626226906312584,-0.00806615228888339,0.1424335076121816,-0.0042018924643987595,0.4448173339645489,-0.006776167829146977,0.2178722121298688,0.011656017975073606,0.03403766533144039,-0.006715466647733653,0.22202263896144608
21,28,0.026617528173114857,1.291605555950281e-06,-0.0057116152721086,0.2989815882042012,-0.006561237666439629,0.2328219149606692,0.0032965282804617406,0.548873638583284,0.017840013526423223,0.001177308770585006,0.027635254367563054,5.002712018386719e-07
22,29,0.019713509000858893,0.00033695997789790296,-0.014171945474007653,0.009960896499336807,0.0005716478316151495,0.9172093665044848,0.008316572064230164,0.13045045363589458,0.017125153482177215,0.0018438197234507828,0.011134303854059068,0.042893407299441993
23,3,0.02161534778341824,8.458041707039206e-05,-0.010674878561048576,0.05223448506762624,0.00033197109520160357,0.9518639161327694,0.014412028776488143,0.008771143035355219,0.00993003451903174,0.07095872726532153,0.00761522801764548,0.16611727109979263
24,30,0.025278269957823216,4.278269855525717e-06,-0.010984272144038264,0.04577503187642467,-0.0055166465025493095,0.3157810306800993,0.008122865236349308,0.1396482609391518,0.008845583231144604,0.10771921775215341,0.03426583761143052,4.58178551407623e-10
25,31,0.013147367222470917,0.01680958352250201,-0.020420496213111334,0.0002042587051841003,-0.004638182272417603,0.3989931924784198,-0.0028801620391328414,0.600462583905812,0.008090079596128352,0.14125324930500524,0.004266067405560503,0.4378944813758102
26,32,0.01066337325528145,0.052488692284249704,-0.015098298490026203,0.006038917610548163,0.002734997487181287,0.6189505457982003,0.008620923789300669,0.1169570352143705,-0.004374281968344381,0.4263623501257564,0.012574796679838917,0.022212397521993756
27,33,0.015136977375849684,0.005910686341222954,-0.013482198707162305,0.014216698258300884,0.0012501087254231304,0.8201731223241765,-0.005220253779146921,0.34248449276097737,0.008556068203990314,0.11973645758217412,0.00042911538215258306,0.937803244484818
28,34,0.011643827450389914,0.03422521647797701,-0.022262110295061747,5.150564564158776e-05,0.0018035487208970203,0.7429410682969794,0.0012559434764020556,0.8193482563668061,0.007496210898317201,0.17283685943038699,-0.007807445333685504,0.15568256356321777
29,35,0.029872782255996516,5.5309534983654624e-08,-0.015409718602474611,0.005073968636282459,-0.0008008577485066705,0.884213823733535,-0.0024577568016997666,0.654929934944493,0.01061691336245403,0.05352575752832022,0.031021974083981708,1.6764273792463152e-08
30,36,0.01413146081411171,0.010175110494871584,-0.01323877796368971,0.016063443079569695,-0.0030284540598661458,0.5818384547373919,-0.0048838263107361295,0.3744924135850347,0.013580334446590807,0.013526853081999118,-0.008886278569396682,0.10610939391047183
31,37,-0.002040498348548855,0.7106013231695911,-0.000863853351527828,0.8751780011993904,-0.004084746192015862,0.4576140564888507,-0.0019521541382947355,0.7226016666241482,0.0070325926862690544,0.2009547148214139,0.001645540983654416,0.7647656230733776
32,38,-0.002907597150953021,0.5969967211284359,-0.006841883980168163,0.2134420865619207,-0.0030072313761890933,0.5844872188375787,-0.004849601620885295,0.377849129142948,-0.006370217872314978,0.24670708691694426,-0.00180997357041401,0.7420578686808406
33,39,0.020029021776729883,0.0002700218501751672,0.002342502968935612,0.670132675193185,-0.004713198671182472,0.3914105850375599,0.011218985572191711,0.041335729195605256,0.01475012054680071,0.007310981363108242,0.009866080946810898,0.07279542162154386
34,4,0.015447447409965884,0.004967067989860993,-0.01438810376198272,0.008883728154569706,-0.006411494945812392,0.24365859213070037,0.0007066034177302073,0.8977610773069402,0.011101388363470485,0.04351212172679774,0.0024539421369768307,0.6554308759455211
35,40,0.005980376959752688,0.27681889436038987,-0.01640200977005335,0.0028564855277035863,-0.004170945917171248,0.44817786614437716,0.0029515040676021597,0.5914690069749324,0.0012432184806083955,0.8211474608892579,0.009085887095129431,0.09848774274993885
36,41,0.019363370066739417,0.0004292690946070123,-0.020957210053339184,0.00013822736961486719,-0.006840164451145687,0.21355717079996656,-0.0071173463882438235,0.1955795509898034,0.01033238651936455,0.06025656327257137,0.0052507247256107755,0.33967445730501244
37,42,0.013524973632046938,0.01391228464010804,-0.005223473607900941,0.34218685929327464,0.00812657518918746,0.1394675314028637,0.0063865871136982895,0.24549496398650375,0.010728366028060744,0.051066171463732046,0.032518034804815486,3.3246607280390014e-09
38,43,-0.0035596400238988263,0.5174416937992594,-0.00435073653948084,0.42885633482653185,-0.005329255047857146,0.3325007419673136,-0.008594205328806746,0.11809587092296801,0.0023307762184687484,0.6716872436752529,-0.004456211952234761,0.4177503319772452
39,44,0.030690586076769753,2.3756157379308433e-08,-0.01146710366421831,0.03704487073662665,0.005642485172955653,0.30486860359242557,-0.002500744603073892,0.6492955649320691,0.024614855384358123,7.580853709081588e-06,0.030476178554329863,2.9710253436957362e-08
40,45,0.012170340558372362,0.02688657609132734,-0.017275241672503668,0.0016802839848091373,0.0018969949229622949,0.7301292587446113,0.0044915646921656355,0.41406612912803753,0.014171636136477093,0.009962517930668153,0.004855703479577077,0.3772493123651739
41,46,0.028449588383246082,2.286735542698196e-07,-0.0023518650938258432,0.668892588575714,0.002082170348073712,0.7049653471458728,0.018895947607557737,0.0005895369004877314,0.026180524922392957,1.921267707020133e-06,0.005107122173409585,0.3530470773054436
42,47,0.01151635583889032,0.036239834157296584,-0.015605763315107265,0.0045403518109625295,0.007925912009937136,0.14950388805892245,-0.004996603979218463,0.3635623870602378,0.0068703368548044584,0.2115442927283718,0.004331194974916516,0.4309326479196992
43,48,-0.010264746870768577,0.06195594360122996,-0.00918970712037355,0.09470001626611302,-0.002740671096924108,0.6182233117081012,-0.004419734078060808,0.421571957314668,-0.005139468469889674,0.35000622641440005,-0.004159337634888979,0.44944213641462183
44,49,0.0017383119680412361,0.7519278957254756,0.003278280814607505,0.551087966872515,-0.004649572122243188,0.3978362545002294,0.0008827841816644343,0.8724657646733693,0.005323428446226568,0.3330296149264329,0.00837565744219286,0.12774051444027598
45,5,-0.005145397740164023,0.34945062767587143,-0.011565576146919327,0.035450263323826184,-0.003415198127993023,0.5345811036542063,-0.005507507838704445,0.31658338180672263,0.007069235409905144,0.19861771655266916,-0.0006032538025034912,0.9126497856400158
46,50,0.022334022552827328,4.870223148859878e-05,0.015438763022080691,0.004991492237370627,0.005606969082716971,0.3079228140424113,0.015274641453651112,0.005473960513522964,0.01903015916795698,0.0005385829992113123,0.0337065963877151,8.731978922153663e-10
47,51,0.001958500859639379,0.7217372317093005,-0.010259185387661891,0.06209741763771084,-0.00351838957780991,0.522307280146394,-0.0003001392002438147,0.9564747433780733,-0.005431704501009788,0.32329023681788815,0.00214089192299427,0.6970509530761371
48,52,0.004470379517966367,0.41627157900533795,-0.013271377698915876,0.01580447869971376,0.001757715241624436,0.7492513777305745,0.009953368635000539,0.07029812347345514,0.00015248964682198563,0.977878280310806,0.03260401039998284,3.0228260470891522e-09
49,53,-0.0023797601271159396,0.6652030355321104,-0.013193818496309094,0.016426706546835534,0.0064104965912202905,0.24373201135576042,0.012315790025039233,0.025116098283552362,0.004191904591585483,0.4459003584954041,-0.00011773682998802132,0.9829189981776072
50,54,0.020639214602273866,0.0001743998629565824,-0.014777041988245235,0.007204666582198425,-0.005535813054683208,0.3141025974653002,0.016141003942935245,0.0033322205681481105,0.011888579101171515,0.03062442243572087,0.011586635135104871,0.03511695436320134
51,55,0.007457462634322939,0.17506782709832944,0.004844343131932756,0.3783665131792133,-0.00019256668230537181,0.9720664210908863,-0.004668456094515073,0.39592255249774144,0.013410882730120687,0.014737307259515423,0.005475966256114377,0.31936291781813947
52,56,0.01997449885129275,0.00028061842105878685,-0.011783308160091793,0.03213122713385172,-0.004654629340028398,0.397323210204112,0.0019789238498731736,0.718957999149509,0.006093573235992448,0.2678282981321111,0.0011848062308868986,0.8294183867420234
53,57,0.0007762035902712729,0.8877542832176141,-0.016420577167297952,0.0028251281213290467,-0.003602374960667349,0.5124258638075846,0.010678899037365769,0.052145896614045804,-0.0031887240212010127,0.5620189366452315,-0.004630243321327607,0.3998007975530836
54,58,0.013083955335264887,0.017344895238939506,-0.021135889529294315,0.00012113336900574598,-0.005684720659014363,0.30126281421580964,-0.009167445757756245,0.09550220214526842,0.013472478486471475,0.01428668751620072,-0.002501554990850493,0.6491895393183209
55,59,0.022499865543427266,4.2778358059705843e-05,0.029719533921625577,6.464504224274796e-08,0.0008972535370239538,0.8703937361181878,0.016763818842959174,0.0022992572369041537,0.017674096786342994,0.0013083426691338704,0.021576951154657173,8.707193857760673e-05
56,6,0.006349307586251961,0.24826155918100984,-0.008383837251286873,0.12736882453667184,-0.006370176536004187,0.24671015311971065,-0.004318839187972356,0.4322484674936,0.0069560515884150124,0.20590094403699574,0.009749859442836116,0.07623272869594055
57,60,0.00787334281512424,0.15222216309963754,-0.005125758516256145,0.35129305421435764,0.003404258666185852,0.5358907482398687,-0.0018667353880440925,0.7342699096713039,0.004291428829290339,0.43517580349423,0.00469530169527034,0.39321160871593097
58,61,-0.002478024701363737,0.6522709671780038,-0.012742313025757731,0.020493858071104615,-0.002957534247732413,0.5907116705137627,0.008518133911038119,0.12138597461641251,-0.009452184339767125,0.08564311623229218,0.0353962306841896,1.2063011099822383e-10
59,62,0.03452944741916055,3.3688871385723254e-10,-0.011291769862555243,0.040035440029195256,-0.005218959917528124,0.34260414091970615,0.00036869443871970876,0.9465465769112351,0.021529467288504817,9.024906021206847e-05,0.005506052965497634,0.31671123923858613
60,63,0.006289646084077817,0.2527344203637629,-0.004362232930275321,0.4276375530651392,0.00032662407906450225,0.952638319226589,0.00011348892316651342,0.9835351860931745,0.009706872375839006,0.07753716107876056,0.017822250200458828,0.0011907342551535462
61,64,0.013090472376108943,0.017289198694442554,-0.007745497447721222,0.15898969648603084,-0.0038833606888904553,0.4800882703447342,-0.0011053994915562885,0.8406922589395809,0.01452610581134437,0.008251666850138154,0.005788389675857074,0.2925330845040849
62,65,0.008227191677268758,0.13463436919745622,-0.015305851309613318,0.005379093360943556,-0.005861601066655045,0.28647146755277264,-0.006075774245519318,0.2692285258829352,-0.003709289313774269,0.4999891796834226,0.00939525730127201,0.08754550725442561
63,66,0.01653558893102545,0.00263779411260665,-0.025954630961307925,2.353394073819949e-06,0.00013588572033087153,0.9802864968826408,0.006818901772470051,0.21498393568281396,0.00013780093944938804,0.9800087058711965,0.004437408419491322,0.41971774021478503
64,67,0.01476967738935044,0.007233611194772989,-0.0009340979350888039,0.8651216230727672,-0.004999823783415475,0.363253293271396,0.000626530239347699,0.9092936796926033,0.01016147763982994,0.06462683010854277,0.007891089968362032,0.15130030891057056
65,68,0.016140932414378452,0.0033323602903075973,-0.01350492877371245,0.014054212738731251,-0.004477670126687132,0.415511820240689,0.0018780309524638256,0.7327233370589639,0.012130282762265618,0.027392711459421685,0.010143496703343795,0.06510145162803814
66,69,0.005518130806885695,0.31565083874438477,-0.019970970123078774,0.000281317485050358,-0.005045355557873112,0.35889996590552764,0.009769286142510259,0.07564913049713604,0.011437297253859235,0.037539419992804496,0.009436857435112507,0.08615199468614605
67,7,0.0037324542468776473,0.4973158135430241,-0.016407727474268323,0.0028467955330411542,-0.00392978701915763,0.47485442134338485,0.009655551465937568,0.07911823097487027,-0.004605372474276469,0.4023371884160294,-0.006147512701507447,0.26361553664242854
68,70,-0.003956254382167603,0.47188471319962433,-0.019529699426819203,0.00038281265466133746,-0.005601811061608948,0.30836805654065624,-0.0018827761137196115,0.7320739594630202,-0.0023951671720110735,0.6631686766603859,0.0027304290696287836,0.6195363894285537
69,71,0.016446917286788147,0.0027811828765725386,-0.007193353503719566,0.19084941408471168,0.022515633603993893,4.2252186655336405e-05,0.0031156547908228046,0.5710144064965419,0.012065426207471737,0.028229611611564558,0.010748570865280806,0.050630573388780326
70,72,-0.008547537562856746,0.12010586134648822,-0.007366967252605777,0.18036177095722683,-0.004905667024195442,0.3723599719245706,0.0003006106313580299,0.9564064459099423,-0.004616192301897129,0.40123257182775085,0.002652698756039742,0.6295411390094052
71,73,0.003489912803382424,0.5256798480601856,0.008057274715300277,0.14287333075206957,-0.0036209322388353433,0.5102557033235241,-0.005839284264460112,0.2883101559751802,0.005631886186607721,0.30577795276507536,0.013592432297749625,0.013443892736709805
72,74,0.0071090977384622046,0.19609801198910046,-0.005130043500705762,0.3508905403066448,0.0017788641637772828,0.7463374991566452,-0.008141259093600438,0.13875397427504918,0.013493707197816158,0.014134224017341638,0.005151142378052911,0.3489128641087337
73,75,0.016141719783766037,0.0033308225557561067,-0.009597602372928714,0.08093491304021952,0.0036698835929219733,0.5045542865693597,-0.00676100335005547,0.21890381535131762,0.024590866276679835,7.737274877084089e-06,-0.0018718353803611149,0.7335714920687677
74,76,-0.002542114927555886,0.6438920707086627,-0.021353392136978,0.00010301204923232596,-0.004834123436154066,0.37937327852261016,-0.003886217807529598,0.4797652689249031,0.006138369613970408,0.2643263906884726,0.00014630616220353952,0.9787751042295232
75,77,0.0028832670375275368,0.6000698749523974,-0.013728102864582073,0.012543881788381095,0.004339802358560123,0.43001738613556684,0.0038963015776759978,0.4786262319964433,0.00026661329454529225,0.9613325190675747,0.011156736288580287,0.042476018287245176
76,78,0.005818033625877971,0.29006838282038333,-0.018178110345402565,0.0009470011223133213,0.002676019035996221,0.6265323048588065,0.0013161642302608578,0.8108466088187227,0.0073657835134842,0.18043179855223032,0.008098422817613143,0.14084347666226563
77,79,0.010243900705146487,0.062487609479812835,-0.006821415909602562,0.21481487523465184,0.008658583061042767,0.1153665275159653,0.006227417967844069,0.25745920503733144,0.007768414123633628,0.15776013146959666,0.00867011389143816,0.11488294863840146
78,8,0.010480343270827999,0.05667375240178812,-0.014473602966855178,0.008487230895228893,-0.002423759486249281,0.659399907527821,0.009414588358103097,0.08689571432803386,0.004556412047302343,0.4073584016784364,0.03257160660981667,3.1333146403248787e-09
79,80,0.025117869480242576,4.919225722523316e-06,0.0028467133892058154,0.6047003936805468,-0.0052070357142397486,0.3437080736781313,-0.004369948645651284,0.4268207092497436,0.005126525645279871,0.3512209717611894,0.011676229595160728,0.03372864544426399
80,81,0.011290910906300399,0.040050580545318175,-0.014128556793313408,0.0101906328551024,-0.004808082240530145,0.3819460943802305,-0.0027884411307461674,0.6121151067023907,0.00737192763198747,0.1800685445595852,-0.0024086238150061385,0.6613938796031044
81,82,0.03354103036949186,1.054839098465052e-09,-0.011247150882053813,0.0408283754023659,-0.006625665689174393,0.22826612233444643,0.01862559276678006,0.0007060778982533778,0.013813684840872342,0.012003975836016504,0.0051468364703212,0.34931589677822894
82,83,0.023758903355242483,1.5534089384444854e-05,-0.005283670292538897,0.3366528940882032,-0.004260038815086618,0.43854216458865003,-0.0068699373471086305,0.2115708550058911,0.01366523184668627,0.01295410189473131,0.01670618087865215,0.002380775072809062
83,84,0.007175653782003046,0.19194332466566263,-0.016621699236741144,0.002505046139398174,0.0008208863660555288,0.8813393126761673,0.010966972746993934,0.0461175497009484,0.01570654195007148,0.004286307147974285,0.0017778608714517268,0.7464756502853103
84,85,0.008001381805116208,0.14566641729585658,-0.015330668037090068,0.005304721387525949,-0.005910309035094167,0.28248595910019475,0.0014602737768871943,0.7905941209875097,0.007738255869928942,0.15937973807733108,0.006688100144573382,0.2239122213862078
85,86,0.007883709530980982,0.1516831588171811,-0.023515928041716913,1.8962120871465688e-05,-0.00011885884573198547,0.9827562438119887,0.001537274790401352,0.7798294994459465,-0.0005064920645216786,0.9266173825068309,0.03406148273772015,5.806173458028837e-10
86,87,0.00852555980070689,0.12106167932068868,-0.014735907325736503,0.007367676287217064,-0.004947355533861,0.36831061012244415,-0.003504427431592602,0.5239594577974509,0.006684624838879647,0.22415300213222578,0.004753860458303475,0.3873373269992372
87,88,0.01625320428271458,0.003119504441448144,-0.005043900663835141,0.35903856018022495,0.004438233230010376,0.4196313264842638,0.00366006046012064,0.5056956973331088,0.006629774510281712,0.2279777509703063,0.037880021181087915,5.55378951045854e-12
88,89,0.02850497399727206,2.1664877693273477e-07,-0.006809208706074075,0.21563663295646204,-0.0030478763767670704,0.5794193182188048,-0.004915147645126913,0.3714366681330936,0.0037061252339493037,0.5003549236412261,-0.001839715961462713,0.7379737362777491
89,9,0.020974698767778858,0.00013645892780183463,-0.009479353160078209,0.08474703828961354,0.0012397803380103712,0.8216337464825045,0.0038549584133504167,0.4833056270952373,0.013733651637693075,0.012508235606728715,-0.0028986506147811336,0.5981259320513963
90,90,0.007413509672916181,0.17762439318023743,-0.010737871926250206,0.05086084353910171,-0.0021351177268806973,0.6978277464115656,-0.0034431904611820167,0.5312373020549026,-0.0022886878895342546,0.6772782594101779,-0.006264995447993519,0.25459878877965003
91,91,0.001460803553964719,0.7905199197419615,-0.012549796549280009,0.022479333852422706,-0.00358673446347805,0.5142586545221348,-0.005784135336407369,0.29288795573370335,0.0028290463055969947,0.6069441428649781,0.03441308321247561,3.8597472514111925e-10
92,92,-0.009570416304759553,0.08179878105116041,-0.018830332716205187,0.0006160490835192621,-0.00462487426604591,0.4003475318147469,-0.007458288016876765,0.17502008198659738,-0.005711382664844314,0.29900126861365395,-0.0016160558992324146,0.7688595575394188
93,93,-0.0007925680078180532,0.885404017253227,-0.014348527305168156,0.009072800850765943,0.004825358795492212,0.3802380142411017,0.004549461970560648,0.40807419371543907,-0.0069818687614532585,0.20422280041597546,0.04274013968750183,7.514773702706406e-15
94,94,0.030309650414530504,3.5310357080911414e-08,-0.012159132133721851,0.02702737591870662,0.00645557753850651,0.24043222570851186,0.014686128572084407,0.007569360554101238,0.022802529495081637,3.368660892948254e-05,0.011754000441633349,0.03256186680346195
95,95,0.0081538977285779,0.13814206052238773,-0.005079458748198524,0.35566090882281176,-0.004845261247242653,0.3782761481670468,-0.007813694345001792,0.1553518760044064,0.0042444148113114045,0.44022329370208035,-0.005022813788222762,0.3610510870954441
96,96,0.02278679541670643,3.411007461981836e-05,-0.006694465966279016,0.2234716557942968,0.00182525242653236,0.7399589082443427,0.0070699844803958035,0.19857015048632434,0.013457411548902723,0.014395775912489825,0.014515204504216367,0.008300090804810962
97,97,0.02381750280268351,1.4800554614731535e-05,0.004133482123593283,0.45226534414616437,-0.004757646224691148,0.38695941096038167,0.0012438860034382298,0.8210530554493878,0.010643285896908513,0.05293499712054958,0.0030109725900417136,0.5840198777759831
98,98,0.008820991307654917,0.10870135877945973,-0.01781946617015174,0.0011928511953320843,0.0026841286444501075,0.6254874365354138,-0.002721525018465933,0.6206789192860105,0.0021827860881382896,0.6914245505460022,-0.005447687769774281,0.32186843487417993
99,99,0.018425810086081542,0.0008055812711163361,-0.01666192765643691,0.0024451489697207905,0.005210299907484648,0.3434056518527211,0.007514832257387441,0.17177230974689986,0.009537357947299993,0.08285930905530084,0.011187773986366167,0.04190418374971891
