Unnamed: 0,message,author,time_text,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
3134,spooky,username@oGhsGshstt,19:10:00,,,,,,
3135,FELIXE HY,username@ByyyeyoBoe,19:10:00,,,,,,
3136,LMFAOOO,username@RiiRey eim,19:11:00,,,,,,
3137,rip ears,username@mrr rAmAar,19:11:00,,,,,,
3138,ow,username@nnhdneaLg,19:11:00,,,,,,
3139,Was that ken?,username@a4aaH4a44a,19:12:00,,,,,,
3140,Lmao,username@kdh moshea,19:12:00,,,,,,
3141,floor gang,username@aH u HfnHe,19:13:00,,,,,,
3142,jesus that was loud,username@J svnSSnua,19:13:00,,,,,,
3143,AH,username@ByyyeyoBoe,19:14:00,,,,,,
3144,@CinnamonToastKen This is the nightmare... welcome 😃,username@aea'aOa en,19:14:00,,,,,,
3145,perfect cut scream?,username@Neelg rer,19:14:00,,,,,,
3146,BORDEr,username@ueDor baDe,19:14:00,,,,,,
3147,AAAA,username@г8 N МиМа,19:15:00,,,,,,
3148,Jesus,username@llWekleW r,19:16:00,,,,,,
3149,jack is too low,username@dzaFhazdma,19:16:00,,,,,,
3150,"KEn, join",username@nancPiloB,19:18:00,,,,,,
3151,Hey lovro smile,username@Petettetee,19:18:00,,,,,,
3152,do some vr jiggy jiggy with jack,username@leehoooToC,19:18:00,,,,,,
3153,vr nice,username@eirirrmirh,19:18:00,,,,,,
3154,jacks too quiet,username@LSSSaSSL,19:18:00,,,,,,
3155,where's cry,username@ddn anerar,19:18:00,,,,,,
3156,MY EARDRUMS ARE BUSTED,username@ByyyeyoBoe,19:18:00,,,,,,
3157,ken kuuuuun,username@eosrlesaoe,19:18:00,,,,,,
3158,loud!,username@cea seerii,19:18:00,,,,,,
3159,how do i join discord server,username@  xo ngxog,19:20:00,,,,,,
3160,Oop 👁👄👁,username@oJ aC  oaa,19:21:00,,,,,,
3161,:_pewdieTambo::_pewdieTambo::_pewdieTambo:,username@nupPrriS i,19:21:00,,,,,,
3162,KEEEEEEEEN ❤,username@aaaKtaaata,19:21:00,,,,,,
3163,AAHHHHHHHH,username@KlikKlfilk,19:22:00,,,,,,
3164,jack voice is low,username@dzaFhazdma,19:23:00,,,,,,
3165,What is going on 😂,username@atantmEmpm,19:23:00,,,,,,
3166,KENNETH,username@aH u HfnHe,19:23:00,,,,,,
3167,loud!,username@cea seerii,19:24:00,,,,,,
3168,and I tought characters look weird while being controlled with mouse,username@zziPzizPPz,19:24:00,,,,,,
3169,HAPPY BIRFDAY KEN,username@et thShyeS,19:25:00,,,,,,
3170,rippp,username@PGa  a Paa,19:26:00,,,,,,
3171,Holá @Lovroo 👋,username@meBbmrbmee,19:26:00,,,,,,
3172,"FELIX WHY DO YOU HAVE SOCKS ON, LIKE BRUHH",username@iyiiwyteor,19:27:00,,,,,,
3173,My ears r dead now it’s fine LMAO,username@RiiRey eim,19:28:00,,,,,,
3174,:_pewdieFRIP::_pewdieFRIP::_pewdieFRIP::_pewdieFRIP::_pewdieFRIP:,username@yyayeSSaaa,19:29:00,,,,,,
3175,:_pewdieSIMP::_pewdieLeg::_pewdieFace::_pewdieTorso::_pewdieReee:,username@l00000ll0l,19:29:00,,,,,,
3176,Rip edgars ears lol,username@hHHheeeeee,19:29:00,,,,,,
3177,:_pewdieTambo::_pewdieTambo::_pewdieTambo:,username@nupPrriS i,19:30:00,,,,,,
3178,jacks too quiet,username@LSSSaSSL,19:30:00,,,,,,
3179,lul,username@mrr rAmAar,19:30:00,,,,,,
3180,Hii Ken! BIG FAN,username@l28nl22l2r,19:30:00,,,,,,
3181,Happy birthday Ken!!!,username@o yesRnalR,19:30:00,,,,,,
3182,Jack is low,username@cea seerii,19:30:00,,,,,,
3183,remove border pls?,username@ueDor baDe,19:31:00,,,,,,
3184,jack too quite,username@StAhthyhdd,19:32:00,,,,,,
3185,jack is to quite,username@aaAiiAAa 1,19:32:00,,,,,,
3186,:_pewdieFace:,username@  bbrbebrr,19:32:00,,,,,,
3187,Sup Pete 🙂 smile,username@Loovooovov,19:32:00,,,,,,
3188,nice:_pewdieWat:,username@ri_iirii_i,19:33:00,,,,,,
3189,Jack quiet now,username@sB sJs seB,19:33:00,,,,,,
3190,ken kuuuun,username@aaaKtaaata,19:33:00,,,,,,
3191,This is VR @CinnamonToastKen,username@mamimuilli,19:34:00,,,,,,
3192,:_pewdieWat:,username@г8 N МиМа,19:34:00,,,,,,
3193,Lmaooo,username@laoksgnngt,19:35:00,,,,,,
3194,mic,username@hhaane aal,19:35:00,,,,,,
3195,it usually glitches if you're on a discord call before opening the game,username@ohroA idAa,19:36:00,,,,,,
3196,Hej hej,username@nMn eLMiMM,19:36:00,,,,,,
3197,dont tell marzia prpoductions,username@ByyyeyoBoe,19:36:00,,,,,,
3198,hey kennnn,username@iaisffnawf,19:36:00,,,,,,
3199,jack is way to low..,username@IazaIaIWIa,19:36:00,,,,,,
3200,how to discord lol,username@oriRkrERri,19:36:00,,,,,,
3201,I had 3 rounds of jiggy today. I'm done lmao,username@biDDAebb,19:37:00,,,,,,
3202,Kendrick,username@l  lGwlGG,19:38:00,,,,,,
3203,jacks voice is a bit low,username@htnaasncan,19:39:00,,,,,,
3204,Pewds is playing with: @Jacksepticeye @Corpse @boyinaband @PJ @Roomie,username@htithhttbo,19:39:00,,,,,,
3205,UR LOUD COMPARED TO JACK,username@aassraktkk,19:39:00,,,,,,
3206,!uptime,username@ncNiNiirio,19:39:00,,,,,,
3207,Jack is low. you are loud,username@cea seerii,19:40:00,,,,,,
3208,PewDiePie streams always with the technical difficulties :_pewdieElon:,username@lntiet yhe,19:40:00,,,,,,
3209,cant hear jack,username@eeeeeeeett,19:40:00,,,,,,
3210,HI KEN,username@AhurAihshh,19:40:00,,,,,,
3211,59178,username@BehhrnBina,19:41:00,,,,,,
3212,yowww,username@Jla ev avJ,19:41:00,,,,,,
3213,Can’t hear jack now,username@ispaipStep,19:42:00,,,,,,
3214,:_pewdieSIMP::_pewdieSIMP::_pewdieSIMP:,username@l00000ll0l,19:42:00,,,,,,
3215,Jiggy jiggy Jack,username@cccJocoJbb,19:42:00,,,,,,
3216,eeyyyyy!!!!,username@iiKnKrKirg,19:43:00,,,,,,
3217,jack is low,username@dzaFhazdma,19:44:00,,,,,,
3218,how to join discord server,username@nehhexinvn,19:46:00,,,,,,
3219,Is ken here?,username@FAiiaowewW,19:47:00,,,,,,
3220,Kens here too,username@LSSSaSSL,19:48:00,,,,,,
3221,i hear jack just fine,username@ByyyeyoBoe,19:49:00,,,,,,
3222,yes he is quite,username@kiSmSlSuum,19:50:00,,,,,,
3223,Hi Ken Happy Birthday,username@laoksgnngt,19:50:00,,,,,,
3224,SMILE JUST SMILE DUDE,username@г8 N МиМа,19:51:00,,,,,,
3225,the magic,username@nemKmsnnTt,19:53:00,,,,,,
3226,KEN AND I BIRTHDAY GANG,username@nallallnnl,19:53:00,,,,,,
3227,jack low,username@é n seesnJ,19:55:00,,,,,,
3228,jack is quiet,username@torryortia,19:56:00,,,,,,
3229,u are okay now imo,username@kiSmSlSuum,19:57:00,,,,,,
3230,I can’t wait for him to topple the tower of tambourine,username@PenrPeeena,19:57:00,,,,,,
3231,jiggy jiggy?,username@aeueJuuu B,19:58:00,,,,,,
3232,pewds looks sad with headset low on his forehead,username@torootooHo,19:58:00,,,,,,
3233,Sometimes we can’t see game,username@nMn eLMiMM,19:58:00,,,,,,
3234,jack is low,username@ir5rf000tf,19:58:00,,,,,,
3235,@cinnamontoastken I’m a biggg fan,username@l28nl22l2r,20:01:00,,,,,,
3236,Ghosts!,username@mAm mmmmRa,20:01:00,,,,,,
3237,KENNNN,username@eosrlesaoe,20:02:00,,,,,,
3238,@Nightbot DUMB NO HE ISNT,username@ueDor baDe,20:03:00,,,,,,
3239,Ken is here and it's his birthday!,username@aarMZuxrb,20:05:00,,,,,,
3240,hes low even when youre next to him,username@aassraktkk,20:06:00,,,,,,
3241,KEN,username@fWfefufyyl,20:07:00,,,,,,
3242,Hi ken! Happy Birthday!,username@zziPzizPPz,20:08:00,,,,,,
3243,happy birthday ken,username@RanGloeGrG,20:09:00,,,,,,
3244,Heyo,username@nD  DberDb,20:09:00,,,,,,
3245,ken we are birthday gang 😎😎,username@nallallnnl,20:09:00,,,,,,
3246,BRUH?,username@anmanni na,20:10:00,,,,,,
3247,lol,username@zbbyyyb bk,20:10:00,,,,,,
3248,Ken join,username@oJ aC  oaa,20:10:00,,,,,,
3249,Happy bday kenneth,username@nMn eLMiMM,20:11:00,,,,,,
3250,happy birthday ken,username@ml  emniAA,20:11:00,,,,,,
3251,Heyo!,username@x r FD.rDF,20:12:00,,,,,,
3252,Ken is here! Happy birthday Ken!,username@rribfrImrn,20:12:00,,,,,,
3253,@CinnamonToastKen you should join with them. Is that possible? Could really use the quality imporvement,username@aea'aOa en,20:13:00,,,,,,
3254,jack is 2 quiet,username@ddn anerar,20:13:00,,,,,,
3255,Sup Ken!,username@BeerBBrrrB,20:14:00,,,,,,
3256,happy birthday ken!!,username@eosrlesaoe,20:14:00,,,,,,
3257,LOL Felix is gonna hurt himself,username@.ceDe..Pee,20:14:00,,,,,,
3258,Hi ken,username@ltclol ZMe,20:15:00,,,,,,
3259,Jack sure is low,username@torootooHo,20:16:00,,,,,,
3260,cant hear jack,username@dzaFhazdma,20:16:00,,,,,,
3261,how to join discord lol,username@oriRkrERri,20:16:00,,,,,,
3262,:_pewdieHead2::_pewdieTorso2:,username@BehhrnBina,20:17:00,,,,,,
3263,we're gonna be here for a while lads,username@yVyiViyVuu,20:18:00,,,,,,
3264,Are u gonna play too ken?,username@laoksgnngt,20:19:00,,,,,,
3265,happy birthday Ken!,username@StAhthyhdd,20:19:00,,,,,,
3266,KENDRICK!!,username@l  lGwlGG,20:19:00,,,,,,
3267,chat lmk when they're ready,username@cwcaeenadd,20:20:00,,,,,,
3268,thats perfect,username@Nrirdilirl,20:20:00,,,,,,
3269,:_pewdieTambo:,username@zziPzizPPz,20:23:00,,,,,,
3270,happy birthday ken,username@LSSSaSSL,20:23:00,,,,,,
3271,It’s been his birthday for a month now,username@oJ aC  oaa,20:24:00,,,,,,
3272,this is just vr headset simulator,username@orroNNraNA,20:25:00,,,,,,
3273,Jack a lil 2 quiet,username@aaoaaekawk,20:25:00,,,,,,
3274,happy bday Kenny boy,username@aeueJuuu B,20:25:00,,,,,,
3275,Happy birthday!!!,username@rribfrImrn,20:25:00,,,,,,
3276,happy Birthday ken,username@mrr rAmAar,20:26:00,,,,,,
3277,invite ken,username@reerlreore,20:26:00,,,,,,
3278,is ken streaming??,username@eosrlesaoe,20:26:00,,,,,,
3279,:_pewdieSIMP::_pewdieSIMP:,username@zagiioiiga,20:27:00,,,,,,
3280,wait isnt pewds just playing with jack?,username@AhurAihshh,20:28:00,,,,,,
3281,the belt hahaha:_pewdieElon:,username@ri_iirii_i,20:28:00,,,,,,
3282,so many birthdays in chat,username@biDDAebb,20:28:00,,,,,,
3283,Can ken join?,username@et thShyeS,20:28:00,,,,,,
3284,:_pewdieBrofist:,username@MMM MM MM,20:28:00,,,,,,
3285,KENNNN WE ARE BIRTHDAY GANG !!!,username@nallallnnl,20:29:00,,,,,,
3286,why you not join them ken?,username@j  lzJKail,20:29:00,,,,,,
3287,IKUZO,username@Neelg rer,20:30:00,,,,,,
3288,Happy Birthday Ken!,username@ioaamtnmne,20:30:00,,,,,,
3289,:_pewdieTorso::_pewdieLeg::_pewdieReee::_pewdieReee:,username@Ne rver ll,20:32:00,,,,,,
3290,floor gang,username@aiiGnGGnaG,20:34:00,,,,,,
3291,hi Ken!,username@siDaaanaea,20:34:00,,,,,,
3292,No see,username@nMn eLMiMM,20:34:00,,,,,,
3293,nah,username@zziPzizPPz,20:35:00,,,,,,
3294,I'm so done,username@cwcaeenadd,20:35:00,,,,,,
3295,Who else is playing Felix with you,username@FAiiaowewW,20:35:00,,,,,,
3296,HAPPY BIRTHDAY KENN,username@BehhrnBina,20:35:00,,,,,,
3297,this is gonna be really scary with just the two of them playing omg,username@knooin gnk,20:36:00,,,,,,
3298,happy birthday keeen,username@aaaKtaaata,20:37:00,,,,,,
3299,bruh,username@uluFflfFfl,20:38:00,,,,,,
3300,!discord,username@anese bnYa,20:38:00,,,,,,
3301,we can't se,username@zziPzizPPz,20:38:00,,,,,,
3302,Ken's birthday was a while ago you guys are so late lmao,username@ueDor baDe,20:38:00,,,,,,
3303,:_pewdieHead2::_pewdieLeg2::_pewdieLeg2:,username@rennddidde,20:38:00,,,,,,
3304,Ken is here,username@LSSSaSSL,20:38:00,,,,,,
3305,i can see you,username@t gMSa teh,20:39:00,,,,,,
3306,How do you join the Discord? :(,username@csRac Raxi,20:39:00,,,,,,
3307,"Want to join the PewDiePie Discord server? Make sure to connect your YouTube account to your Discord, by following these steps: Go to Discord on desktop --> User Settings --> Connections --> YouTube.",username@htithhttbo,20:40:00,,,,,,
3308,Jack low,username@llWekleW r,20:40:00,,,,,,
3309,cant hear jack,username@dzaFhazdma,20:40:00,,,,,,
3310,Add Ken Kun,username@htaCPtt hi,20:41:00,,,,,,
3311,"Felix thank you for getting all of us that are having hard times through them. Your videos always help me get rid of the negative, thank you !",username@eZJlnl  lt,20:41:00,,,,,,
3312,CINNAMON TOAS KEN WHERE U AT,username@aaoaaekawk,20:41:00,,,,,,
3313,​The Donations don't go to Charity. Only the Members money.,username@htithhttbo,20:42:00,,,,,,
3314,nooo,username@zziPzizPPz,20:43:00,,,,,,
3315,:_pewdieBrofist:,username@ltclol ZMe,20:45:00,,,,,,
3316,Ken,username@adabbdRai,20:45:00,,,,,,
3317,KENNN,username@hiinainnas,20:46:00,,,,,,
3318,!commands,username@eosrlesaoe,20:47:00,,,,,,
3319,:_pewdieEdgar2:,username@ia P PPebe,20:48:00,,,,,,
3320,happy birthday ken,username@b  kbsaaka,20:48:00,,,,,,
3321,happy birthday ken,username@Ne rver ll,20:48:00,,,,,,
3322,@ClearestCoder -> The bot commands for this channel are available at https://nightbot.tv/y/UC-lHJZR3Gqxm24...,username@htithhttbo,20:49:00,,,,,,
3323,i dont care bout vode...,username@Neelg rer,20:49:00,,,,,,
3324,JIGGY JIGGY,username@pasei gale,20:50:00,,,,,,
3325,Ken is here!,username@oao22opapa,20:50:00,,,,,,
3326,Get Ken in there in non VR,username@dcilhlllil,20:50:00,,,,,,
3327,:_pewdieRicardo:,username@ keeeem ke,20:50:00,,,,,,
3328,I cant see what you see,username@t gMSa teh,20:51:00,,,,,,
3329,what is this,username@ssos NJ so,20:52:00,,,,,,
3330,happy birthday ken and jack,username@enriCCstin,20:52:00,,,,,,
3331,Felix is accidentally gunna smack the camera,username@nLxuHtHuuL,20:52:00,,,,,,
3332,this is gonna be gold....,username@leehoooToC,20:53:00,,,,,,
3333,no have game,username@Neelg rer,20:53:00,,,,,,
3334,profound,username@heyKeieniy,20:54:00,,,,,,
3335,No no see see,username@nMn eLMiMM,20:55:00,,,,,,
3336,But we love you,username@lyrlKrnK s,20:55:00,,,,,,
3337,happy birthday ken!!,username@l00000ll0l,20:55:00,,,,,,
3338,I already linked my YT to Discord,username@csRac Raxi,20:56:00,,,,,,
3339,Noo,username@uluFflfFfl,20:56:00,,,,,,
3340,I recall ken saying he doesnt like scary movies/shows,username@ByyyeyoBoe,20:56:00,,,,,,
3341,Ken,username@l28nl22l2r,20:59:00,,,,,,
3342,WHATS THE CODE??,username@O  evhme v,20:59:00,,,,,,
3343,Jack is low,username@kkkySykySS,20:59:00,,,,,,
3344,😞,username@ddn anerar,21:00:00,,,,,,
3345,CINNAMON FLOOR GANG,username@l  lGwlGG,21:00:00,,,,,,
3346,:_pewdieWat:,username@lJlJaYeYlY,21:02:00,,,,,,
3347,"wait, who is ken?",username@ T  aknbTH,21:02:00,,,,,,
3348,!discord @Micia Roxas,username@Loovooovov,21:02:00,,,,,,
3349,reee,username@наКадаКааК,21:03:00,,,,,,
3350,Is Ken playing too?,username@LSSSaSSL,21:03:00,,,,,,
3351,:_pewdieHead2::_pewdieTorso2::_pewdieLeg2:,username@ltclol ZMe,21:04:00,,,,,,
3352,Ken kun uwu,username@rsDaKa ase,21:04:00,,,,,,
3353,wow jack,username@ B  ien  D,21:04:00,,,,,,
3354,What are we looking at,username@KgP Ka aKP,21:04:00,,,,,,
3355,oof OFFENDED,username@hiashiiaKh,21:05:00,,,,,,
3356,!uptime,username@ueDor baDe,21:05:00,,,,,,
3357,:_pewdieAngry::_pewdieAngry:,username@iMfuuZ l,21:05:00,,,,,,
3358,increase jack voice,username@htaCPtt hi,21:05:00,,,,,,
3359,Let ken join its his birthday,username@aaoaaekawk,21:05:00,,,,,,
3360,awesome!!,username@t gMSa teh,21:06:00,,,,,,
3361,"Want to join the PewDiePie Discord server? Make sure to connect your YouTube account to your Discord, by following these steps: Go to Discord on desktop --> User Settings --> Connections --> YouTube.",username@htithhttbo,21:06:00,,,,,,
3362,Jack still a tiny bit low,username@cea seerii,21:07:00,,,,,,
3363,@PewDiePie EvEryThiNg WouLd bE so MUch EaSiER...,username@aea'aOa en,21:08:00,,,,,,
3364,That’s you Jack hush,username@ddEcCC  ad,21:09:00,,,,,,
3365,Jack is sus,username@Pelireglie,21:09:00,,,,,,1.0
3366,is corpse and dave playing ????,username@nallallnnl,21:10:00,,,,,,
3367,lol,username@oF oohxogi,21:12:00,,,,,,
3368,gonna tumble tamburine towa,username@Neelg rer,21:12:00,,,,,,
3369,pewds loud jack quiet,username@yz zettiet,21:12:00,,,,,,
3370,Chat sounds like my dad,username@kkenookrL,21:13:00,,,,,,
3371,edgar!,username@zbbyyyb bk,21:13:00,,,,,,
3372,fite me Seán,username@nnhdneaLg,21:14:00,,,,,,
3373,why do we sound like we are out of south park,username@aaAiiAAa 1,21:14:00,,,,,,
3374,It's Ken's 21st birthday for the day,username@aHaHHHaaHH,21:14:00,,,,,,
3375,no we cant see,username@dEaafsfCry,21:15:00,,,,,,
3376,:_pewdieDuck:,username@zagiioiiga,21:15:00,,,,,,
3377,ken,username@ir5rf000tf,21:17:00,,,,,,
