Unnamed: 0,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
59,🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴 FLORIDA FOR TRUMP,,,,,,
60,what is a lady gaga,,,,,,
61,🍊TRUMP ✝️he GREAT🍊,,,,,,
62,Shallow!,,,,,,
63,Michigan - Fate of the country is in your Hands Tomorrow !!!!!!!!!!!,,,,,,
64,HELLO BEAUTIFUL MICHIGAN! Don't let the new world order in. SAVE OUR CONSTITUTIONAL RIGHTS! VOTE TRUMP/PENCE! 🤩🤩🤩🤩🤩🤩,,,,,,
65,Trump,,,,,,
66,Q,,,,,,
67,Biden sniffed me in the Arby’s bathroom,,,,1.0,,
68,HELLO TRACIE HALTON! 🙂 🙂,,,,,,
69,Fox News is finished. It is nothing but a tool to depress Patriotic Red Voters. Cut your cable now and watch RSBnetwork.:_RSBNUSA::_RSBNUSA::_RSBNUSA::_RSBNUSA:,,,,,,
70,DRAIN THE SWAMP AND LOCK THEM UP! LOCK UP BIDEN! LOCK UP HILLARY! LOCK UP OBAMA! ❤TRUMP🤍2020💙,1.0,1.0,,1.0,,
71,Why are they voting for a Party that Lie's to them. Kamala already threatened to come for Conservatives,,1.0,,,,
72,LATINO'S FOR TRUMP ❤️,,,,,,
73,Constitution matters,,,,,,
74,vous habitez en état- unis,,,,,,
75,EASY VICTORY,,,,,,
76,Q,,,,,,
77,HERE WE GO PATRIOTS!! 3RD RALLY OF THE DAY!❤💖❤💖❤💖❤💖❤💖❤💖❤💖❤,,,,,,
78,❤️🤍💙❤️🤍💙❤️🤍💙❤️🤍💙,,,,,,
79,🗽🗽🗽🗽🗽🗽🗽🗽🗽🗽🚞,,,,,,
80,TRUMP 2020,,,,,,
81,Best POTUS Ever!!!!,,,,,,
82,I HOPE CALIFORNIA FLIPS RED BIG TIMES,,,,,,
83,+++ BREAKING +++ BIDEN'S DAUGHTER VOTED TRUMP,,,,1.0,,
84,BIDEN GETS ADRENOCHROME HIGH FROM SNIFFING HAIR,,,,1.0,,
85,I have just voyed for TRUMP 2020 GO YTUMP,,,,,,
86,:_RSBNMAGALion:John James 2024:_RSBNMAGALion:,,,,,,
87,Suh dudes?!,,,,,,
88,share this video,,,,,,
89,Space X is NASA. NASA really isnt doing crap,,,,,,
90,Trump.Pence 🤩🤩🤩🤩🤩,,,,,,
91,VOTE RED MICHIGAN,,,,,,
92,TRUMP 2Q2Q,,,,,,
93,Yay it’s working,,,,,,
94,obama bangs bidens butthole,1.0,,1.0,1.0,,1.0
95,"Vote John Roth, John James, Trump!!",,,,,,
96,:_RSBNWall::_RSBNWall::_RSBNWall:TRUMP 2020:_RSBNWall::_RSBNWall::_RSBNWall:,,,,,,
97,This is a red tsunami. They cannot win. It's mathematically impossible.,,,,,,
98,🙌,,,,,,
99,very good,,,,,,
100,"CNN, FOX, ABC (MSM) - ANTI-AMERICAN - TOTALLY FAKE NEWS",,1.0,,1.0,,
101,🧂🧂🧂🧂🧂🧂🧂,,,,,,
102,French Bulldogs for Trump.,,,,,,
103,@pepper sprout 🌶 is HOTTTTT!!! FLORIDA FOR TRUMP !!!!,,,,,,
104,Here we go again 😏,,,,,,
105,GO! 'sand-duners',,,,,,
106,"Hi, Biden here. I am very angry at you and will be very mean to all you Trump voters. Roar",,,,1.0,,
107,TRUMP 2020!,,,,,,
108,Biden for GITMO,,,,1.0,,
109,CORNPOP HATED BIDEN,,,,1.0,,
110,LIKE,,,,,,
111,"Stay warm and stay hydrated, Michigan.",,,,,,
112,🐫🐫🐫🚂🚂🚂,,,,,,
113,j,,,,,,
114,BLM! BLM! BLM! BLM! BLM!,,,,,,
115,VOTE VOTE VOTE TRUMP 2020,,,,,,
116,😯👏,,,,,,
117,:_RSBNUSA2::_RSBNUSA2::_RSBNUSA2:,,,,,,
118,Michigan vote RED TIDAL WAVE...then we turn our attention to Lansing,,,,1.0,,
119,VOTE,,,,,,
120,🌹 UK 4 TRUMP 🌹,,,,,,
121,Corn pop kicked Joe's butt,,,,1.0,,
122,VOTE VOTE,,,,,,
123,DON'T THINK THE SUPREME COURT IS WITH YOU PATRIOTS,,,,,,
124,WE NEED YOU :thanksdoc:MICHIGAN:thanksdoc:,,,,,,
125,🏮TRUMP OR F‬AMI‬LY SEPAR‎ATION🏮,,,,1.0,,
126,NEW YORK POST > CNN,,,,,,
127,Yes vote for John James & president Trump,,,,,,
128,💜💜💜 💜💜💜 💜💜💜,,,,,,
129,i hope we didnt miss anyone else talking 😞,,,,,,
130,USA CHRISTIANITY SAVES THE WORLD,,,,,,
131,WOOHOOOO,,,,,,
132,Party tomorrow night! Multiple devices on.,,,,,,
133,awesome coverage by rsb,,,,,,
134,TRUMP PENCE 20 MORE YEARS,,,,,,
135,go Trump,,,,,,
136,JJ,,,,,,
137,Turn michigan red and I'll move home!,,,,,,
138,"GOD, GUNS, COUNTRY, TEXAS FOR TRUMP2020",,,,,,
139,JJ,,,,,,
140,Corn pop for Trump,,,,,,
141,🐊DRAIN THE SWAMP🐊,,,,,,
142,JJ,,,,,,
143,GOD bless President Trump !! 4 more years !!! ❤,,,,,,
144,Yeah BLM! -Bidens Laptop Matters! Yea!,,1.0,,1.0,,
145,and his dog fluffy,,,,,,
146,"RESPECT OUR US CONSTITUTION, OR GET THE HELL OUT OF OUR COUNTRY!! 🗽🗽🗽🗽🗽🗽MAGA! #45!",,,,,,
147,​▬▬▬▬▬▬▬▬ஜ۩☆۩ஜ▬▬▬▬▬▬▬▬▬ᅟᅟᅟᅟ🦅 BLM = BELT LOOPS MATTER 🦅▬▬▬▬▬▬▬▬ஜ۩☆۩ஜ▬▬▬▬▬▬▬▬▬,,1.0,,1.0,,
148,I thank all the military for their sacrifice,,,,,,
149,DRAIN THE SWAMP AND LOCK THEM UP! LOCK UP BIDEN! LOCK UP HILLARY! LOCK UP OBAMA! ❤TRUMP🤍2020💙DRAIN THE SWAMP AND LOCK THEM UP! LOCK UP BIDEN! LOCK UP HILLARY! LOCK UP OBAMA! ❤TRUMP🤍2020💙,,1.0,,1.0,,
150,yah!!!!!,,,,,,
151,God Wins,,,,,,
152,OMG if Calif goes red I will dance 💃 dance in the streets lol best I can do at 75yrs old,,,,,,
153,BLM = BIDEN'S LAPTOP MATTERS,,1.0,,1.0,,
154,"Were gonna take America Back, let's go trump.",,,,,,
155,:thanksdoc:,,,,,,
156,is this the third- I want to be on the right one.. Traverse city,,,,,,
157,Trump:thanksdoc:,,,,,,
158,Corn pop was a good dude,,,,,,
159,:_RSBNLOGO:RSBN will bring to you what NO OTHER Channel WILL . . A REAL LIVE President TRUMP RALLY EXPERIENCE - ONLY @ RSBN will you get a REAL LIVE President TRUMP RALLY EXPERIENCE - ONLY @ RSBN!!!:,,,,,,
160,🚂TRUMP!TRUMP!TRUMP!,,,,,,
161,VOTE TRUMP,,,,,,
162,📢📢📢BREAKING NEWS : BIDEN SUFFERS FROM RED WAVE! 📢📢📢,,,,1.0,,
163,❤️❤️COPS are America's BEST ❤️❤️❤️,,,,,,
164,GO John James!,,,,,,
165,TRUMP 2020 CALIFORNIA ALL THE WAY.....,,,,,,
166,the W A V E = R E D,,,,,,
167,RSBN needs to be in the electoral college room where the votes are being counted!,,,,,,
168,JOHNNY JAMES,,,,,,
169,JJ,,,,,,
170,God Bless Trump 🙏Godspeed America!,,,,,,
171,JOHN JAMES!!!!,,,,,,
172,GOD BLESS ALL,,,,,,
173,This is my 3rd rally today..... I’m getting tired! Lol. O not really. TRUMP 2020,,,,,,
174,JOHN JAMES,,,,,,
175,❤❤❤HOLLAND FOR TRUMP❤❤❤,,,,,,
176,LOVE LOVE LOVE JOHN JAMES,,,,,,
177,Only 3.5k watch Obama campaign for Biden. Red Wave here at RSBN,,,,,,
178,👏👏👏👏👏,,,,,,
179,HELLO MICHIGAN!!!! South Carolina stands with you!! We support J. James!!!!,,,,,,
180,JOHN JAMES ROCKS,,,,,,
181,WOOT!,,,,,,
182,I'm up!!! wo0t!!!,,,,,,
183,Trump should be relected for president,,,,,,
184,MICHIGAN 🤩🤩🤩🤩🤩🤩,,,,,,
185,COPS RISK THEIR LIVES FOR YOU,,,,,,
186,John Jacob Jinglehiemer Scmidt,,,,,,
187,BLM = 💩,,1.0,,1.0,,1.0
188,GO JOHN JAMESAWESOME MAN,,,,,,
189,I have my surf board waxed with sex wax and my trunks on ready to ride the huuuge red wave tomorrow!,,,,,,
190,TEXANS FOR TRUMP !!!!!!!!!,,,,,,
191,Tar Heels for Trump,,,,,,
192,John James is awesome,,,,,,
193,YAY!,,,,,,
194,🐊DRAIN THE SWAMP🐊,,,,,,
195,the People must go out and WIN it ..Vote Live Vote Live Vote Live !!!,,,,,,
196,Trumppppp,,,,,,
197,:_RSBNDJTMAGA::_RSBNUSA::_RSBNUSA::_RSBNUSA::_RSBNUSA:GO TRUMP 2020,,,,,,
198,John James ❤️❤️❤️❤️❤️,,,,,,
199,"FULL HOUSE FOR IVANK TRUMP IN EATON RAPIDS, MICHIGAN TODAY. SHE IS EVEN MORE BEAUTIFUL IN PERSON AND SHE CAN RUN CIRCLES AROUND CHINAJOE WITH GIVING A SPEECH!",,,,,,
200,​▬▬▬▬▬▬▬▬ஜ۩☆۩ஜ▬▬▬▬▬▬▬▬▬ᅟᅟᅟᅟ🦅 INSERT YEET HERE 🦅▬▬▬▬▬▬▬▬ஜ۩☆۩ஜ▬▬▬▬▬▬▬▬▬,,,,,,
201,Who are the hosts today? I wonder.,,,,,,
202,trump 2020,,,,,,
203,JOHN JAMES IS A 🌟,,,,,,
204,vote red and Democraps cant cry about it,,,,,,
205,LOVE JOHN JAMES. Come on Michigan bring him to DC,,,,,,
206,LMAO,,,,,,
207,KEEP THE DIAPER OFF JAMES.,,,,,,
208,Love John James! ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,,,,,
209,tell us Bruh,,,,,,
210,AND OUR FUTURE AND OUR CHILDREN'S FUTURE RED UP AND DOWN THE LINE GOD BLESS YOU AND THE USA ❤❤,,,,,,
211,Be carefull with (Q) people Google will remember it and its going to be stuck on you as a label 🙂,,,,,,
212,👌,,,,,,
213,COMMIE TROLLS - STILL MAD ABOUT 2016? - HOW DO YOU LIKE OUR AMY (ACB) ? TRUMP2020,,,,1.0,,
214,open America.... No democrat lockdown....No useless mask...,,,,1.0,,
215,Terror attack just happened in AUSTRIA,,,,,,
216,🌹 UK 4 TRUMP 🌹,,,,,,
217,❤💖❤💖❤,,,,,,
218,🔴🔴🔴🔴🔴🔴🔴NORTHCAROLINA FOR TRUMP🔴🔴🔴🔴🔴🔴🔴,,,,,,
219,the W A V E = R E D,,,,,,
220,Crooked Hillary for Trump.,,,,,,
221,yes!!!,,,,,,
222,love John James!,,,,,,
223,all,,,,,,
224,WIAH I COULD VOTE FOR HIM,,,,,,
225,"𝗜𝗡 𝗚𝗢𝗗 𝐖𝗘 𝗧𝗥𝗨𝗦𝗧 ,𝗗𝗘𝗙𝗘𝗔𝗧 J𝗢𝗘 𝐖𝗘 𝗠𝗨𝗦𝗧",,,,,,
226,So sick of this mask Hoax bullshit,,1.0,,,,
227,JOHN MICHIGAN🤩🤩🤩🤩🤩,,,,,,
228,💔 VIENNA,,,,,,
229,I LOVE JOHN JAMES!!!,,,,,,
230,JOHN JAMES,,,,,,
231,Can’t wait for Trump to win,,,,,,
232,Vote Trump 2020 and vote down Big Tech!,,,,,,
233,GO JOHN!!!!,,,,,,
234,I just wanted to say baddawattadingopulwombat,,,,1.0,,
235,Lived in the area from 1971 to 2004. TC is a beautiful area!,,,,,,
236,DEMOCRATS FOR TRUMP 2020,,,,,,
237,Marshmallows for TRUMP,,,,,,
238,Gretchen 'Morticia' Whitmore for PRISON .,,,,1.0,,
239,Trump 2020,,,,,,
240,trump:thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc:,,,,,,
241,🐊DRAIN THE SWAMP🐊,,,,,,
242,John James is the Man!!,,,,,,
243,"Trump 2020, Trump JR/Candace Owens 2024 ❤️",,,,,,
244,Rain or Snow go vote my friends,,,,,,
245,❤ PATRIOTS ❤,,,,,,
246,Thank you Heavenly Father for sending Donald J Trump to lead us back to Freedom!,,,,,,
247,MICHIGAN WILL NEVER GO BACK TO OBAMA-BIDEN-CLINTON RUNNING OUR COUNTRY. DRAIN THE SWAMP.,,,,1.0,,
248,MAGA,,,,,,
249,"@Mark Wombolt - ""Dr Taylor Marshall"" gave a prayer Sunday, read Vigano's letter re: Reset. don't think RSBN showed. His ch shows vid.",,,,,,
250,yay! Lansing Michigan for The Donald! :_RSBNMAGALion::_RSBNTrump2020::_RSBN4moreyears:😃😃😃,,,,,,
251,Hard individuals,,,,,,
252,📢📢📢BREAKING NEWS : BIDEN REPEATED C'MON MAAAAN! 📢📢📢,,,,,,
253,JOHN JAMES,,,,,,
254,TRUMP 2020!!,,,,,,
255,John James ❤❤❤❤❤❤❤❤,,,,,,
256,👍👍,,,,,,
257,HES AMAZING,,,,,,
258,JOHN JAMES!!! Let's go and vote him in Michigan!!,,,,,,
259,YESSSSS!!!!!!,,,,,,
260,VOTE for Trump....save America..,,,,,,
261,🌹 UK 4 TRUMP 🌹,,,,,,
262,WHo is this guy???,,,,,,
263,Pray for John James win! 🤞🤞,,,,,,
264,... AND HARD HEAD CRACKIN,,,,1.0,,
265,hay MI,,,,,,
266,MICHIGAN - VOTE IN THIS BEAUTIFUL MAN TO SAVE YOUR STATE,,,,,,
267,💙 BI‍DEN FO‍R HATE! 💙,,,,,,
268,❤💖JOHN💖❤,,,,,,
269,I guarantee he'll be President one day! JOHN JAMES is a HERO! TRUE WARRIOR,,,,,,
270,JOHN JAMES !!!!!!!,,,,,,
271,Please vote John James!!!,,,,,,
272,"I have video of the Michigan Democrat campaign video showed on CNN. Very different to what the US saw. Obama and Joe are together, but, frankly, nobody else is there. Obama is pointing at a wall.",,1.0,,1.0,,
273,TRUMP2020 TRUMP2020 TRUMP2020,,,,,,
274,Good man,,,,,,
275,Biden needs more money from China to keep campaining.....,,,,1.0,,
276,the W A V E = R E D,,,,,,
277,VOTE FOR TRUMP!!!!!!!,,,,,,
278,WISCONSIN LOVE TRUMP!!!! KEEPING WISCONSIN RED 2020!!!,,,,,,
279,THESE ARE HARD FOLK,,,,,,
280,thanks Donald trump:dothefive::thanksdoc::dothefive::goodvibes::washhands::thanksdoc:,,,,,,
281,​❤❤❤HOLLAND FOR TRUMP❤❤❤,,,,,,
282,John James,,,,,,
283,"CORNPOP HATED BIDEN, THAT'S GOOD ENOUGH FOR ME.",,,,,,
284,This guys a good speaker... watch!,,,,,,
285,CRIMINALS FOR BIDEN 2020,,,,,,
286,🐊DRAIN THE SWAMP🐊,,,,,,
287,"JOE BIDEN IS A TROJAN HORSE FOR SOCIALISM THRU SANDERS, AOC, OMAR, PRESSLEY & TLAIB. VOTE THESE SOCIALISTS OUT OF OFFICE - Stand for Our Country, Our Constitution, Our Freedom.",,1.0,,,,
288,I love John James and I live in Kansas,,,,,,
289,362 - 176 electoral college projection,,,,,,
290,Howdy from Texas! It' s all TRUMP country around here,,,,,,
291,Every time the crowd roars a troll comes out of their mom’s basement and they see the truth and vote Republican right down the board! 😂,,1.0,,1.0,,
292,NOMI is really one of the most beautiful places in this country.,,,,,,
293,vote trump from quebec,,,,,,
294,MAGA,,,,,,
295,"TENNESSEE for John James! VETS FOR TRUMP ,",,,,,,
296,trump2020,,,,,,
297,👹👹👹 PASS IT ON - FOX NEWS IS REFUSING TO SHOW THE ANTI-BIDEN LARGE SCREEN AT THE RALLIES👹👹👹,,1.0,,1.0,,
298,@UNLEASHED VIDEO...are you SERIOUS or just making a funny?? cause his entire speech seems to be ALLLLL LIES. that he is never called out on,,,,,,
299,Senator James,,,,,,
300,BLACK MARSHMALLOWS MATTER,,1.0,,1.0,,
301,TRUMP IS THE STRONGEST MAN ON EARTH,,,,,,
302,Trump 2020!!!!!!!!!,,,,,,
303,stream ded,,,,1.0,,
304,Corn Pop for Rick James,,,,,,
305,Trump wins 288-249 stamp it,,,,,,
306,Latinos for president trump November 3rd he will win,,,,,,
307,TOUGH PEOPLE,,,,,,
308,Vegas for Trump,,,,,,
309,"𝗜𝗡 𝗚𝗢𝗗 𝐖𝗘 𝗧𝗥𝗨𝗦𝗧 ,𝗗𝗘𝗙𝗘𝗔𝗧 J𝗢𝗘 𝐖𝗘 𝗠𝗨𝗦𝗧",,1.0,,1.0,,
310,JOHN JAMES,,,,,,
311,take the HOUSE,,,,,,
312,True American,,,,,,
313,✝✝✝DEUS VULT✝✝✝,,,,,,
314,john James 2020,,,,,,
315,Hope he wins..,,,,,,
316,nyc for trump,,,,,,
317,":_RSBNLOGO: 𝐓𝐎𝐃𝐀𝐘'𝐒 𝐓𝐑𝐀𝐕𝐄𝐑𝐒𝐄 𝐂𝐈𝐓𝐘 𝐇𝐎𝐒𝐓𝐒: 𝐁𝐫𝐢𝐚𝐧 𝐆𝐥𝐞𝐧𝐧, 𝐓𝐨𝐦 𝐎'𝐍𝐞𝐢𝐥 & 𝐀𝐝𝐫𝐢𝐞𝐧𝐧𝐞 𝐅𝐞𝐫𝐠𝐮𝐬𝐨𝐧. 𝐏𝐫𝐞𝐭𝐳𝐞𝐥 𝐜𝐚𝐦 𝐨𝐩𝐞𝐫𝐚𝐭𝐞𝐝 𝐛𝐲 𝐁𝐑𝐀𝐃.",,,,,,
318,YES HE HAS A GREAT VOICE,,,,,,
319,Vienna terrorists attack !,,,,,,
320,ITS ALL SO FAKE,,,,,,
321,It's OUR Honor to VOTE for YOU!!!,,,,,,
322,":_RSBNLOGO: 𝐓𝐎𝐃𝐀𝐘'𝐒 𝐓𝐑𝐀𝐕𝐄𝐑𝐒𝐄 𝐂𝐈𝐓𝐘 𝐇𝐎𝐒𝐓𝐒: 𝐁𝐫𝐢𝐚𝐧 𝐆𝐥𝐞𝐧𝐧, 𝐓𝐨𝐦 𝐎'𝐍𝐞𝐢𝐥 & 𝐀𝐝𝐫𝐢𝐞𝐧𝐧𝐞 𝐅𝐞𝐫𝐠𝐮𝐬𝐨𝐧. 𝐏𝐫𝐞𝐭𝐳𝐞𝐥 𝐜𝐚𝐦 𝐨𝐩𝐞𝐫𝐚𝐭𝐞𝐝 𝐛𝐲 𝐁𝐑𝐀𝐃.",,,,,,
323,Get him voted in !,,,,,,
324,JOHN JAMES NEW BLOOD,,,,,,
325,JOHN JAMES = SMART MAN.,,,,,,
326,John James! I love him!,,,,,,
327,SAFE PEOPLE,,,,,,
328,god bless America...land that I love,,,,,,
329,POLLEN ALLERGIES HURT ME MORE THAN Certification Of Vaccination ID -2019,,,,,,
330,Minnesota for TRUMP/PENCE!!❤❤,,,,,,
331,STRAIGHT DOWN RED. HELP TRUMP!!!!,,,,,,
332,"Praying for John James to win, God willing.",,,,,,
333,kkkkkk no way i hope we wait new one,,,,,,
334,trump 2020,,,,,,
335,support Patriot music @thatdoggstray,,,,,,
336,uk for trump drain the swamp share this guys…,,,,,,
337,TRUMP 2020,,,,,,
338,🌹 UK 4 TRUMP 🌹,,,,,,
339,Chile for Trump.,,,,,,
340,JOHN JAMES RISING STAR,,,,,,
341,"Don't miss Joe Biden starring in ""High Plains Grifter,"" coming soon to a dem-run crap-hole near you.",,1.0,,1.0,,1.0
342,You got my vote John,,,,,,
343,YAY JOHN JAMES!!!,,,,,,
344,Joe Biden is made in China,,,,,,1.0
345,Vote for John James Michigan!!! Get Peters and all the other LIBTARDS the hell outta here!!!,,1.0,,,,
346,ty Tree Climber,,,,,,
347,DEMOCRAT FOR TRUMP HERE,,,,,,
348,John James!!!!,,,,,,
349,Trump 2020. Bring it in for the win Michigan!,,,,,,
350,Sending Prayers 🙏,,,,,,
351,Good luck John James,,,,,,
352,Massachusetts for Trump,,,,,,
353,who this?,,,,,,
354,Go Trump 2020,,,,,,
355,🍊TRUMP ✝️he GREAT🍊,,,,,,
356,BIDENS SISTER VOTED FOR TRUMP,,,,1.0,,
357,the Silent Voter ..will be heard on Tuesday November 3 !! You Will Create the RED WAVE From North to South !!,,,,,,
358,gary peters is buns,,,,,,
359,Yessssss Senator James! ❤❤❤,,,,,,
360,UK 4 TRUMP,,,,,,
361,👍🏽JOHN JAMES 4 SENATE,,,,,,
362,California is RED,,,,,,
363,John James 2020 MI,,,,,,
364,THAT'S BECAUSE CNN LIES FOR CROOKED JOE,,,,,,
365,JOHN JAMES FOR SENATE!,,,,,,
366,Dear God Keep Trump in office!!!!!!!!,,,,,,
367,💜45💜,,,,,,
368,TAKE CONGRESS BY STORM,,,,,,
369,🗽👍,,,,,,
370,​❤❤❤HOLLAND FOR TRUMP❤❤❤,,,,,,
371,"Vote for Trump, he is for the american people",,,,,,
372,Trump!,,,,,,
373,THE SECOND AMERICAN REVOLUTION VS NEW WORLD ORDER COMMUNIST BANKERS & MINIONS IS NOW,,,,,,
374,Go vote! Trump 2020,,,,,,
375,Sound the Trumpence! !!! 2020,,,,,,
376,VOTE 4 JAMES,,,,,,
377,MICHIGAN RED WAVE,,,,,,
378,WHO LET ALL OF THE$E BE@UT1FUL DEPL0R@BLE CHUMP$$$ OUT!!!!! MUST OF BEEN SENT FROM GOD!!!,,,,1.0,,1.0
379,trump is up in michigan and pennsylvania,,,,,,
380,"Trump 2020, Trump JR/Candace Owens 2024 ❤️",,,,,,
381,GOD BLESS JOHN JAMES,,,,,,
382,"Toronto, Canada for President Trump! Not all Canadians are lefty pinheads... God bless America and President Trump",,,,1.0,,
383,BooM,,,,,,
384,netherland not 4 trump,,,,,,
385,good luck john james ik you will make us proud,,,,,,
386,MAN I LOVE JOHN JAMES! Ty RSBN :_RSBNLOGO::_RSBNUSA2:,,,,,,
387,He is unstoppable. Greetings from Europe.,,,,,,
388,Start with Recalling your Gov lolol,,,,,,
389,new Biden fumble video. Stuttering.,,,,1.0,,
390,lol,,,,,,
391,TAKE THE HOUSE AND KEEP THE SENATE,,,,,,
392,👍,,,,,,
393,Trump pence 2020,,,,,,
394,RED Wave Nov. 3... Trump 2020!!!,,,,,,
395,"Michigan get out tomorrow and vote in massive numbers for Trump and James!!! Voting tomorrow is about keeping our freedom .. Trump, James and America are depending on you . don't let us down!!",,,,,,
396,look what is happening in Vienna - islamic Terror,,,,,,
397,joe biden is crona virus,,,,1.0,,1.0
398,"corn pop coined the term"" com'on man!""",,,,,,
399,Washington State for Trump,,,,,,
400,Terror attack in VIENNA..☹,,,,,,
401,Love John James,,,,,,
402,Transylvania for Trump! 🗽🗽🗽,,,,,,
403,STRAIGHT GOP TICKET!!! GET IT DONE!!!,,,,,,
404,Made the same “no cold” to myself in 1970 at camp Geiger while standing in sleet and freezing puddles.,,,,,,
405,"John is a good man, just like our POTUS! You can see it in their eyes, the way they speak",,,,,,
406,THE RED WAVE IS REAL AND IT'S ALMOST HERE!!! 4 MORE YEARS!,,,,,,
407,that last guy --- he sounded drunk,,,,,,
408,American merry Christmas 🎅 🎄 2020 2024 Trump,,,,,,
