Unnamed: 0,time_text,message,author,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
3112,2:59:42,@Raymond Schlagenhauff literally the group isn't brain dead they know viewers can stream snipe. So they agreed that crewmates must close chat. Only imposters can have it open,username@aaarCyyaoC,,,,,,
3113,2:59:45,🤣,username@uspaour on,,,,,,
3114,2:59:47,Had to happen eventually,username@rBNnrNnttN,,,,,,
3115,2:59:49,hello,username@mrCfslcatm,,,,,,
3116,2:59:52,👋🏻,username@rThaaTShab,,,,,,
3117,2:59:52,Fresh haircut??,username@iipeneteee,,,,,,
3118,2:59:58,frsh and spice,username@cKcpkrrpki,,,,,,
3119,2:59:59,At least it wasn't Noah this time lol,username@e mMisleoa,,,,,,
3120,3:00:15,it was terroriser!,username@ssssoyssso,,,,,,
3121,3:00:21,play with vanoss or wildcat🥺,username@PGAPCA0PGP,,,,,,
3122,3:00:28,now i know why noahj doesnt like playing with nogla,username@oe7o6222ss,,,,,,
3123,3:00:33,yesirrski.,username@LJJJoosJGn,,,,,,
3124,3:00:33,Terroriser why is it so bright,username@iCntiCCais,,,,,,
3125,3:00:37,It was Bob the Builder,username@e mMisleoa,,,,,,
3126,3:00:41,LMFAOOOOOOOOO,username@MxrEeroxMM,,,,,,
3127,3:00:43,it's hard to hear you rn 🥴,username@cccccccccc,,,,,,
3128,3:00:43,Holy shit it's a cluster fuck of arguing,username@rBNnrNnttN,,,,,,
3129,3:00:43,Lol i like how Brain is talking over his friends who were just yelling,username@alimlynaRl,,,,,,
3130,3:00:50,its lazerbeam,username@NNNMoooooe,,,,,,
3131,3:00:50,Imagine if they added a option to commit suicide as imposter.,username@aaarCyyaoC,,,,,,
3132,3:00:50,Brian love your content keep up the good work but are you gonna play Super Mario Galaxy?,username@yennyyxnlA,,,,,,
3133,3:00:52,Did you finish Super Mario 64? @terroriser,username@ocoeeronuu,,,,,,
3134,3:00:52,I got a cerimonial burp,username@lgosilahHa,,,,,,
3135,3:00:55,it's been 2 hours,username@C s rJrvCs,,,,,,
3136,3:00:58,Just arrived just finished watching Chris rock on SNL.,username@sasizzizDV,,,,,,
3137,3:00:59,haii,username@iahiaaaaa,,,,,,
3138,3:01:00,"""Who cares if Brian is gone"" That will be his last words 😆",username@lirCpCayto,,,,,,
3139,3:01:00,:sanitizer:,username@YYYiYiiuii,,,,,,
3140,3:01:00,Why don,username@ oaow aemn,,,,,,
3141,3:01:02,I just nutted,username@C5goiC2CCe,,,,,,
3142,3:01:04,f lazerbeam,username@UGYNKEETSE,,,,,,
3143,3:01:07,Hi,username@Shlchllooh,,,,,,
3144,3:01:13,Brain:I appreciate the content,username@ entnee7 t,,,,,,
3145,3:01:15,who is the imposter?,username@ r3 Pewr3e,,,,,,
3146,3:01:16,Niceee 22k peeps its nuts!,username@sarskkaDrk,,,,,,
3147,3:01:19,Subscribbeeeddd,username@hShyaahnca,,,,,,
3148,3:01:24,hi,username@cRearerarc,,,,,,
3149,3:01:24,Your finally died first! yay,username@M6tsseMeee,,,,,,
3150,3:01:27,"i love your new look brian, keep it up",username@ilrarcaair,,,,,,
3151,3:01:28,:_terroriserMoney:,username@yenrKyB rr,,,,,,
3152,3:01:30,Youtube is not a POS. YouTube is the whole turd,username@lirCpCayto,,,,,,
3153,3:01:30,fresh and nogla is impostor bet,username@gMmmmman1a,,,,,,
3154,3:01:34,Wth brag,username@inaelSSCaa,,,,,,
3155,3:01:35,#justiceforterroriser,username@SlAtlguueA,,,,,,
3156,3:01:36,wakanda forever,username@re eekkhry,,,,,,
3157,3:01:36,what's 1024?,username@ggrgigNg.R,,,,,,
3158,3:01:40,🐐🐐🐐🐐,username@isheitiMeh,,,,,,
3159,3:01:40,Dead channel?,username@Pgkpppppkl,,,,,,
3160,3:01:43,#SponsorBrian,username@rsdsaa'ese,,,,,,
3161,3:01:45,Gotta get on Facebook Gaming lol,username@rBNnrNnttN,,,,,,
3162,3:01:45,@Terroriser why do you have simps,username@ssssoyssso,,,,1,,
3163,3:01:47,we love dead channels too ❤,username@s sTtsK ys,,,,,,
3164,3:01:49,i like ya cut g,username@nlorilarlo,,,,,,
3165,3:01:50,omg smooth swipe,username@lirCpCayto,,,,,,
3166,3:01:51,2 timer,username@nnikZroiiZ,,,1,,,
3167,3:01:54,Impressive,username@oom eeeonm,,,,,,
3168,3:01:56,Card swipe legend,username@ allrhyra,,,,,,
3169,3:01:56,I have three devices watching,username@NNNMoooooe,,,,,,
3170,3:01:57,hello everyone,username@YnTinarnSG,,,,,,
3171,3:01:57,Ho ho ho,username@raeBcrZaor,,,,,,
3172,3:01:59,lamu left the chat,username@DDDehdeoSa,,,,,,
3173,3:02:00,New haircut looking fresh my dude,username@kagkMgleln,,,,,,
3174,3:02:01,Cue task montage!,username@lirCpCayto,,,,,,
3175,3:02:01,absolute legend,username@eollloCnLl,,,,,,
3176,3:02:03,bro I forgot that song wtf,username@cccccccccc,,,,,,
3177,3:02:05,hol' up butters soft?,username@LJJJoosJGn,,,,,,
3178,3:02:05,Terrorisr why is it so bright,username@iCntiCCais,,,,,,
3179,3:02:08,imma propostor ;),username@amasmaaJs,,,,,,
3180,3:02:12,:_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin:,username@MxrEeroxMM,,,,,,
3181,3:02:14,Brian love your content keep up the good work but are you gonna play Super Mario Galaxy?,username@yennyyxnlA,,,,,,
3182,3:02:15,legit didn't get a notification 😕,username@VDlaieia e,,,,,,
3183,3:02:17,​who is the imposter,username@ r3 Pewr3e,,,,,,
3184,3:02:19,ouch,username@rBNnrNnttN,,,,,,
3185,3:02:19,:_terroriserStar:,username@lirCpCayto,,,,,,
3186,3:02:19,whats that 1024 above your head?,username@sarskkaDrk,,,,,,
3187,3:02:19,:_terroriserStar::_terroriser1up::_terroriserRedCoin::_terroriserCoin::_terroriserCrown:,username@opSCprpaCb,,,,,,
3188,3:02:21,OOOOOoooooOOO,username@aeGeeGeGna,,,,,,
3189,3:02:21,:_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin:,username@seJesseJJJ,,,,,,
3190,3:02:22,:sanitizer:,username@ePehllgdgo,,,,,,
3191,3:02:23,:_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin:,username@MxrEeroxMM,,,,,,
3192,3:02:23,yo,username@MzJMza__ r,,,,,,
3193,3:02:24,you're not brian,username@en i nbFeb,,,,,,
3194,3:02:24,:_terroriserStar::_terroriser1up::_terroriserCoin::_terroriserRedCoin::_terroriserCrown::_terroriserLeo::_terroriserBlueCoin:,username@rsdsaa'ese,,,,,,
3195,3:02:24,PEOPLE STOP BEING TOXIC,username@03390GGn s,,,,,,
3196,3:02:25,:_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin:,username@MxrEeroxMM,,,,,,
3197,3:02:27,Hi!,username@oyyyytHeid,,,,,,
3198,3:02:28,:_terroriserBlueCoin::_terroriserBlueCoin:,username@cccccccccc,,,,,,
3199,3:02:29,hry brian,username@goCo2gdog3,,,,,,
3200,3:02:30,:thanksdoc:,username@eeaeuetaee,,,,,,
3201,3:02:31,:_terroriserCoin::_terroriserRedCoin::_terroriserBlueCoin::_terroriserStar::_terroriser1up:,username@seJesseJJJ,,,,,,
3202,3:02:32,:_terroriserRedCoin::_terroriser1up::_terroriserStar::_terroriserBlueCoin::_terroriserCoin:,username@M6tsseMeee,,,,,,
3203,3:02:33,:_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin:,username@lliiliiis,,,,,,
3204,3:02:33,:_terroriserStar::_terroriserStar::_terroriserStar::_terroriserStar:,username@MxrEeroxMM,,,,,,
3205,3:02:35,Dani danials,username@kSenammekh,,,,,,
3206,3:02:36,:videocall:,username@YYYiYiiuii,,,,,,
3207,3:02:36,:_terroriserStar::_terroriserStar::_terroriserStar:,username@nneeeoe30p,,,,,,
3208,3:02:36,Been watching for like what? 3 hours? Good night,username@Keeorl aaK,,,,,,
3209,3:02:36,:buffering:,username@EA AA CEIA,,,,,,
3210,3:02:38,:_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriser1up:,username@MxrEeroxMM,,,,,,
3211,3:02:38,He was humming the hamster dance song,username@haWaW otn,,,,,,
3212,3:02:38,:hydrate:,username@inaelSSCaa,,,,,,
3213,3:02:40,they up bro,username@Ahnehee  e,,,,,,
3214,3:02:40,:_terroriser1st::_terroriserStar::_terroriserRedCoin::_terroriserCoin::_terroriserBlueCoin:,username@iggsGesLaL,,,,,,
3215,3:02:40,:_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin:,username@seJesseJJJ,,,,,,
3216,3:02:42,:_terroriserBlueCoin:,username@rBNnrNnttN,,,,,,
3217,3:02:42,loving youuuu,username@ilrarcaair,,,,,,
3218,3:02:45,i think fresh and nogla,username@gMmmmman1a,,,,,,
3219,3:02:47,:_terroriserLeo:,username@MxrEeroxMM,,,,,,
3220,3:02:47,Got dip,username@oKr ikitat,,,,,,
3221,3:02:47,:buffering:,username@C s rJrvCs,,,,,,
3222,3:02:48,its so good,username@iggsGesLaL,,,,,,
3223,3:02:50,:_terroriser1up::_terroriser1up:,username@nneeeoe30p,,,,,,
3224,3:02:50,"everyone, to troll terroriser, lets all unsub",username@ssssoyssso,,,,,,
3225,3:02:50,oh you see the progress they made on the ocarina of time for unreal engine?,username@HioroiikkM,,,,,,
3226,3:02:50,:_terroriserStar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserStar::_terroriserStar:,username@lliiliiis,,,,,,
3227,3:02:51,If only YouTube had dark mod on.,username@jjejylokll,,,,,,
3228,3:02:51,No people arent,username@bblalilblo,,,,,,
3229,3:02:51,ba-ba-ba-baba-ba It's pickle!,username@lirCpCayto,,,,,,
3230,3:02:52,no fans but has almost 22k live viewers you doing amazing🤟👍,username@ee aenooae,,,,,,
3231,3:02:54,Oi,username@dpiwsArAMh,,,,,,
3232,3:02:54,yo brian,username@tw3 t t1n2,,,,,,
3233,3:02:54,who is watching three streamers at the same time here,username@pn2iptp422,,,,,,
3234,3:02:56,:_terroriserStar::_terroriserStar::_terroriserStar::_terroriserStar:,username@seJesseJJJ,,,,,,
3235,3:02:56,toxica,username@cRearerarc,,,,,,
3236,3:02:56,m:_terroriserStar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserStar::_terroriserStar::_terroriserStar::_terroriserTesla:,username@thehursaha,,,,,,
3237,3:02:57,love u,username@cy.ycyoydo,,,,,,
3238,3:02:58,:_terroriserStar::_terroriserStar::_terroriserStar::_terroriserStar::_terroriserStar:,username@rsdsaa'ese,,,,,,
3239,3:02:59,I just joined who's the impostor?,username@ioToHatlss,,,,,,
3240,3:02:59,things are better now,username@cccccccccc,,,,,,
3241,3:03:00,:yt::washhands:,username@rThaaTShab,,,,,,
3242,3:03:01,"Hii, its been awhile since I've watched one if your streams",username@SthcetS_tl,,,,,,
3243,3:03:02,Love the new haircut,username@kagkMgleln,,,,,,
3244,3:03:02,❤ dead channels,username@s sTtsK ys,,,,,,
3245,3:03:03,we are chill 🙂,username@mcm a kssi,,,,,,
3246,3:03:04,yeah bro we chill,username@eollloCnLl,,,,,,
3247,3:03:05,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis,,,,,,
3248,3:03:05,dont you have it on slow?,username@M6tsseMeee,,,,,,
3249,3:03:06,yoo those are dope emotes,username@aogMmomamv,,,,,,
3250,3:03:06,What's 1024?,username@ggrgigNg.R,,,,,,
3251,3:03:06,:_terroriserLeo:,username@thehursaha,,,,,,
3252,3:03:08,Ho ho ho,username@raeBcrZaor,,,,,,
3253,3:03:08,But Mario super relaxing game series ever since i played it back on N64,username@rarroaDarr,,,,,,
3254,3:03:09,"Howdy @Terroriser , how's your night so far?",username@bbddbYneno,,,,,,
3255,3:03:09,A couple people are saying dead channel for no reason,username@ allrhyra,,,,,,
3256,3:03:10,I love it haha,username@MxrEeroxMM,,,,,,
3257,3:03:10,Chat is wonderful today,username@rBNnrNnttN,,,,,,
3258,3:03:11,TERRORISER WHY IS IT SO BRIGHT IT BURNS!!!!,username@iCntiCCais,,,,,,
3259,3:03:13,:_terroriserLeo:😂,username@rsdsaa'ese,,,,,,
3260,3:03:13,:_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin:,username@bel eebttb,,,,,,
3261,3:03:15,hey bro,username@ooy nB olh,,,,,,
3262,3:03:18,I have three devices watching,username@NNNMoooooe,,,,,,
3263,3:03:20,love y'all,username@KyōyōKōKōK,,,,,,
3264,3:03:21,( ͠° ͟ʖ ͡°),username@alimlynaRl,,,,,,
3265,3:03:23,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@seJesseJJJ,,,,,,
3266,3:03:23,What kind of watch band does he have?,username@MottonkeMe,,,,,,
3267,3:03:25,it has,username@ie aea nCo,,,,,,
3268,3:03:25,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@rsdsaa'ese,,,,,,
3269,3:03:26,Leo,username@a2v998eFma,,,,,,
3270,3:03:26,tell vanoss or wildcat to play 🥺,username@PGAPCA0PGP,,,,,,
3271,3:03:27,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@M6tsseMeee,,,,,,
3272,3:03:28,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lirCpCayto,,,,,,
