,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,None
19,🔴🔴🔴🔴🔴🔴🔴BIGFOOT FOR TRUMP2020PENCE🔴🔴🔴🔴🔴🔴🔴,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,"I'm from a state that has voted in only one Republican governor in its history, most of the people I've talked to are voting for Donald Trump, it's the 2 adminment issue that changed our mind.",0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,Pa for trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,am ready to ride the big red wave!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,❁ VOTE FOR TRUMP ❁,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,With out RSBN we would be in the dark! Thank you for carrying us.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,Avoid all MSM - it's all lies and disinfo,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,i hope they can show the crowd before the rally,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,Hello Trish Pettijohn UK 4 TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,the W A V E = R E D,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,No SOCIALISM on TRUMP'S Watch!!!,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,thank you RSBN!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,My hometown and birthplace! Love you Traverse city! from Sunny Florida!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,We just need to let Byedone be bye done!,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,"NINE (9) down-voting trolls. Are we in trouble, or what?",0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,HUNTER & BIGFOOT SPOTTED🚨,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,Trump was slandered as a racist Slanderers perish ed Elijah Cummings died 2019 Cancer John Lewis died.2020 Cancer Chadwick Boseman died.2020 Cancer . God hears everything we say.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,Biden needs more Adrenochrome Supply to remember stuff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,A VOTE FOR BIDEN IS A VOTE FOR THE COMMUNIST CHINA,1.0,1.0,0.0,0.0,0.0,0.0,0.0
38,democrats are terrorists,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,@Realsatyagraha at twitter predicts 315-328 for TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,Google bots in the chat ⚠,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,📢📢📢BREAKING NEWS : BIDEN CAUGHT LYING! AGAIN! 📢📢📢,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,share this video,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,DEMOCRATS LIES ON VILE MEDIA. ABOUT EVERYTHING. DON'T DO THAT TO OUR CHILDREN,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,have fun people,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,OHIO LOVES TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,GroundHog Day?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,He just left Pennsylvania. Go Eagles!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,"Do the ""Trump Trot"":elbowcough:",0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,Victory !!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50,BIDEN 85% SHOT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51,BIDEN CRIME FAMILY,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,"MI, GET IT DONE!!!!!!!!!!:_RSBNTRUMP::_RSBNTRUMP::_RSBNTRUMP::_RSBNTRUMP:",0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,SOUND,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,RED TSUNAMI !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,😎😎,0.0,0.0,0.0,0.0,0.0,0.0,1.0
56,❤,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,Hunter Biden's laptop has compromised JOE BIDEN He is now an ACTIVE NATIONAL SECURITY THREAT for BLACKMAIL,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58,Texas for TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴 FLORIDA FOR TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,what is a lady gaga,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61,🍊TRUMP ✝️he GREAT🍊,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62,Shallow!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63,Michigan - Fate of the country is in your Hands Tomorrow !!!!!!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64,HELLO BEAUTIFUL MICHIGAN! Don't let the new world order in. SAVE OUR CONSTITUTIONAL RIGHTS! VOTE TRUMP/PENCE! 🤩🤩🤩🤩🤩🤩,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65,Trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66,Q,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67,Biden sniffed me in the Arby’s bathroom,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68,HELLO TRACIE HALTON! 🙂 🙂,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,Fox News is finished. It is nothing but a tool to depress Patriotic Red Voters. Cut your cable now and watch RSBnetwork.:_RSBNUSA::_RSBNUSA::_RSBNUSA::_RSBNUSA:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,DRAIN THE SWAMP AND LOCK THEM UP! LOCK UP BIDEN! LOCK UP HILLARY! LOCK UP OBAMA! ❤TRUMP🤍2020💙,1.0,1.0,0.0,1.0,0.0,0.0,0.0
71,Why are they voting for a Party that Lie's to them. Kamala already threatened to come for Conservatives,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72,LATINO'S FOR TRUMP ❤️,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73,Constitution matters,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,vous habitez en état- unis,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75,EASY VICTORY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76,Q,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77,HERE WE GO PATRIOTS!! 3RD RALLY OF THE DAY!❤💖❤💖❤💖❤💖❤💖❤💖❤💖❤,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78,❤️🤍💙❤️🤍💙❤️🤍💙❤️🤍💙,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79,🗽🗽🗽🗽🗽🗽🗽🗽🗽🗽🚞,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,TRUMP 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81,Best POTUS Ever!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82,I HOPE CALIFORNIA FLIPS RED BIG TIMES,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83,+++ BREAKING +++ BIDEN'S DAUGHTER VOTED TRUMP,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84,BIDEN GETS ADRENOCHROME HIGH FROM SNIFFING HAIR,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,I have just voyed for TRUMP 2020 GO YTUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86,:_RSBNMAGALion:John James 2024:_RSBNMAGALion:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87,Suh dudes?!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,share this video,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89,Space X is NASA. NASA really isnt doing crap,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90,Trump.Pence 🤩🤩🤩🤩🤩,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91,VOTE RED MICHIGAN,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92,TRUMP 2Q2Q,0.0,0.0,0.0,0.0,0.0,0.0,1.0
93,Yay it’s working,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94,obama bangs bidens butthole,1.0,0.0,1.0,1.0,0.0,1.0,0.0
95,"Vote John Roth, John James, Trump!!",0.0,0.0,0.0,0.0,0.0,0.0,1.0
96,:_RSBNWall::_RSBNWall::_RSBNWall:TRUMP 2020:_RSBNWall::_RSBNWall::_RSBNWall:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,This is a red tsunami. They cannot win. It's mathematically impossible.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98,🙌,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99,very good,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,"CNN, FOX, ABC (MSM) - ANTI-AMERICAN - TOTALLY FAKE NEWS",0.0,1.0,0.0,1.0,0.0,0.0,0.0
101,🧂🧂🧂🧂🧂🧂🧂,0.0,0.0,0.0,0.0,0.0,0.0,1.0
102,French Bulldogs for Trump.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103,@pepper sprout 🌶 is HOTTTTT!!! FLORIDA FOR TRUMP !!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104,Here we go again 😏,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,GO! 'sand-duners',0.0,0.0,0.0,0.0,0.0,0.0,1.0
106,"Hi, Biden here. I am very angry at you and will be very mean to all you Trump voters. Roar",0.0,0.0,0.0,1.0,0.0,0.0,0.0
107,TRUMP 2020!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108,Biden for GITMO,0.0,0.0,0.0,1.0,0.0,0.0,0.0
109,CORNPOP HATED BIDEN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110,LIKE,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,"Stay warm and stay hydrated, Michigan.",0.0,0.0,0.0,0.0,0.0,0.0,1.0
112,🐫🐫🐫🚂🚂🚂,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,j,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,BLM! BLM! BLM! BLM! BLM!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
115,VOTE VOTE VOTE TRUMP 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116,😯👏,0.0,0.0,0.0,0.0,0.0,0.0,1.0
117,:_RSBNUSA2::_RSBNUSA2::_RSBNUSA2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118,Michigan vote RED TIDAL WAVE...then we turn our attention to Lansing,0.0,0.0,0.0,1.0,0.0,0.0,0.0
119,VOTE,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120,🌹 UK 4 TRUMP 🌹,0.0,0.0,0.0,0.0,0.0,0.0,1.0
121,Corn pop kicked Joe's butt,0.0,0.0,0.0,1.0,0.0,0.0,0.0
122,VOTE VOTE,0.0,0.0,0.0,0.0,0.0,0.0,1.0
123,DON'T THINK THE SUPREME COURT IS WITH YOU PATRIOTS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124,WE NEED YOU :thanksdoc:MICHIGAN:thanksdoc:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
125,🏮TRUMP OR F‬AMI‬LY SEPAR‎ATION🏮,0.0,0.0,0.0,1.0,0.0,0.0,0.0
126,NEW YORK POST > CNN,0.0,0.0,0.0,0.0,0.0,0.0,1.0
127,Yes vote for John James & president Trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
128,💜💜💜 💜💜💜 💜💜💜,0.0,0.0,0.0,0.0,0.0,0.0,1.0
129,i hope we didnt miss anyone else talking 😞,0.0,0.0,0.0,0.0,0.0,0.0,1.0
130,USA CHRISTIANITY SAVES THE WORLD,0.0,0.0,0.0,0.0,0.0,0.0,1.0
131,WOOHOOOO,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,Party tomorrow night! Multiple devices on.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
133,awesome coverage by rsb,0.0,0.0,0.0,0.0,0.0,0.0,1.0
134,TRUMP PENCE 20 MORE YEARS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,go Trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
136,JJ,0.0,0.0,0.0,0.0,0.0,0.0,1.0
137,Turn michigan red and I'll move home!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
138,"GOD, GUNS, COUNTRY, TEXAS FOR TRUMP2020",0.0,0.0,0.0,0.0,0.0,0.0,1.0
139,JJ,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140,Corn pop for Trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141,🐊DRAIN THE SWAMP🐊,0.0,0.0,0.0,0.0,0.0,0.0,1.0
142,JJ,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143,GOD bless President Trump !! 4 more years !!! ❤,0.0,0.0,0.0,0.0,0.0,0.0,1.0
144,Yeah BLM! -Bidens Laptop Matters! Yea!,0.0,1.0,0.0,1.0,0.0,0.0,0.0
145,and his dog fluffy,0.0,0.0,0.0,0.0,0.0,0.0,1.0
146,"RESPECT OUR US CONSTITUTION, OR GET THE HELL OUT OF OUR COUNTRY!! 🗽🗽🗽🗽🗽🗽MAGA! #45!",0.0,0.0,0.0,0.0,0.0,0.0,1.0
147,​▬▬▬▬▬▬▬▬ஜ۩☆۩ஜ▬▬▬▬▬▬▬▬▬ᅟᅟᅟᅟ🦅 BLM = BELT LOOPS MATTER 🦅▬▬▬▬▬▬▬▬ஜ۩☆۩ஜ▬▬▬▬▬▬▬▬▬,0.0,1.0,0.0,1.0,0.0,0.0,0.0
148,I thank all the military for their sacrifice,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149,DRAIN THE SWAMP AND LOCK THEM UP! LOCK UP BIDEN! LOCK UP HILLARY! LOCK UP OBAMA! ❤TRUMP🤍2020💙DRAIN THE SWAMP AND LOCK THEM UP! LOCK UP BIDEN! LOCK UP HILLARY! LOCK UP OBAMA! ❤TRUMP🤍2020💙,0.0,1.0,0.0,1.0,0.0,0.0,0.0
150,yah!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
151,God Wins,0.0,0.0,0.0,0.0,0.0,0.0,1.0
152,OMG if Calif goes red I will dance 💃 dance in the streets lol best I can do at 75yrs old,0.0,0.0,0.0,0.0,0.0,0.0,1.0
153,BLM = BIDEN'S LAPTOP MATTERS,0.0,1.0,0.0,1.0,0.0,0.0,0.0
154,"Were gonna take America Back, let's go trump.",0.0,0.0,0.0,0.0,0.0,0.0,1.0
155,:thanksdoc:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
156,is this the third- I want to be on the right one.. Traverse city,0.0,0.0,0.0,0.0,0.0,0.0,1.0
157,Trump:thanksdoc:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
158,Corn pop was a good dude,0.0,0.0,0.0,0.0,0.0,0.0,1.0
159,:_RSBNLOGO:RSBN will bring to you what NO OTHER Channel WILL . . A REAL LIVE President TRUMP RALLY EXPERIENCE - ONLY @ RSBN will you get a REAL LIVE President TRUMP RALLY EXPERIENCE - ONLY @ RSBN!!!:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160,🚂TRUMP!TRUMP!TRUMP!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
161,VOTE TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
162,📢📢📢BREAKING NEWS : BIDEN SUFFERS FROM RED WAVE! 📢📢📢,0.0,0.0,0.0,1.0,0.0,0.0,0.0
163,❤️❤️COPS are America's BEST ❤️❤️❤️,0.0,0.0,0.0,0.0,0.0,0.0,1.0
164,GO John James!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
165,TRUMP 2020 CALIFORNIA ALL THE WAY.....,0.0,0.0,0.0,0.0,0.0,0.0,1.0
166,the W A V E = R E D,0.0,0.0,0.0,0.0,0.0,0.0,1.0
167,RSBN needs to be in the electoral college room where the votes are being counted!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168,JOHNNY JAMES,0.0,0.0,0.0,0.0,0.0,0.0,1.0
169,JJ,0.0,0.0,0.0,0.0,0.0,0.0,1.0
170,God Bless Trump 🙏Godspeed America!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
171,JOHN JAMES!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
172,GOD BLESS ALL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
173,This is my 3rd rally today..... I’m getting tired! Lol. O not really. TRUMP 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
174,JOHN JAMES,0.0,0.0,0.0,0.0,0.0,0.0,1.0
175,❤❤❤HOLLAND FOR TRUMP❤❤❤,0.0,0.0,0.0,0.0,0.0,0.0,1.0
176,LOVE LOVE LOVE JOHN JAMES,0.0,0.0,0.0,0.0,0.0,0.0,1.0
177,Only 3.5k watch Obama campaign for Biden. Red Wave here at RSBN,0.0,0.0,0.0,0.0,0.0,0.0,1.0
178,👏👏👏👏👏,0.0,0.0,0.0,0.0,0.0,0.0,1.0
179,HELLO MICHIGAN!!!! South Carolina stands with you!! We support J. James!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180,JOHN JAMES ROCKS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
181,WOOT!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
182,I'm up!!! wo0t!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
183,Trump should be relected for president,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184,MICHIGAN 🤩🤩🤩🤩🤩🤩,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185,COPS RISK THEIR LIVES FOR YOU,0.0,0.0,0.0,0.0,0.0,0.0,1.0
186,John Jacob Jinglehiemer Scmidt,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187,BLM = 💩,0.0,1.0,0.0,1.0,0.0,1.0,0.0
188,GO JOHN JAMESAWESOME MAN,0.0,0.0,0.0,0.0,0.0,0.0,1.0
189,I have my surf board waxed with sex wax and my trunks on ready to ride the huuuge red wave tomorrow!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190,TEXANS FOR TRUMP !!!!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
191,Tar Heels for Trump,0.0,0.0,0.0,0.0,0.0,0.0,1.0
192,John James is awesome,0.0,0.0,0.0,0.0,0.0,0.0,1.0
193,YAY!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
194,🐊DRAIN THE SWAMP🐊,0.0,0.0,0.0,0.0,0.0,0.0,1.0
195,the People must go out and WIN it ..Vote Live Vote Live Vote Live !!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
196,Trumppppp,0.0,0.0,0.0,0.0,0.0,0.0,1.0
197,:_RSBNDJTMAGA::_RSBNUSA::_RSBNUSA::_RSBNUSA::_RSBNUSA:GO TRUMP 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
198,John James ❤️❤️❤️❤️❤️,0.0,0.0,0.0,0.0,0.0,0.0,1.0
199,"FULL HOUSE FOR IVANK TRUMP IN EATON RAPIDS, MICHIGAN TODAY. SHE IS EVEN MORE BEAUTIFUL IN PERSON AND SHE CAN RUN CIRCLES AROUND CHINAJOE WITH GIVING A SPEECH!",0.0,0.0,0.0,0.0,0.0,0.0,1.0
200,​▬▬▬▬▬▬▬▬ஜ۩☆۩ஜ▬▬▬▬▬▬▬▬▬ᅟᅟᅟᅟ🦅 INSERT YEET HERE 🦅▬▬▬▬▬▬▬▬ஜ۩☆۩ஜ▬▬▬▬▬▬▬▬▬,0.0,0.0,0.0,0.0,0.0,0.0,1.0
201,Who are the hosts today? I wonder.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
202,trump 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
203,JOHN JAMES IS A 🌟,0.0,0.0,0.0,0.0,0.0,0.0,1.0
204,vote red and Democraps cant cry about it,0.0,0.0,0.0,0.0,0.0,0.0,1.0
205,LOVE JOHN JAMES. Come on Michigan bring him to DC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
206,LMAO,0.0,0.0,0.0,0.0,0.0,0.0,1.0
207,KEEP THE DIAPER OFF JAMES.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
208,Love John James! ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0.0,0.0,0.0,0.0,0.0,0.0,1.0
209,tell us Bruh,0.0,0.0,0.0,0.0,0.0,0.0,1.0
210,AND OUR FUTURE AND OUR CHILDREN'S FUTURE RED UP AND DOWN THE LINE GOD BLESS YOU AND THE USA ❤❤,0.0,0.0,0.0,0.0,0.0,0.0,1.0
211,Be carefull with (Q) people Google will remember it and its going to be stuck on you as a label 🙂,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212,👌,0.0,0.0,0.0,0.0,0.0,0.0,1.0
213,COMMIE TROLLS - STILL MAD ABOUT 2016? - HOW DO YOU LIKE OUR AMY (ACB) ? TRUMP2020,0.0,0.0,0.0,1.0,0.0,0.0,0.0
214,open America.... No democrat lockdown....No useless mask...,0.0,0.0,0.0,1.0,0.0,0.0,0.0
215,Terror attack just happened in AUSTRIA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
216,🌹 UK 4 TRUMP 🌹,0.0,0.0,0.0,0.0,0.0,0.0,1.0
217,❤💖❤💖❤,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,🔴🔴🔴🔴🔴🔴🔴NORTHCAROLINA FOR TRUMP🔴🔴🔴🔴🔴🔴🔴,0.0,0.0,0.0,0.0,0.0,0.0,1.0
219,the W A V E = R E D,0.0,0.0,0.0,0.0,0.0,0.0,1.0
220,Crooked Hillary for Trump.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
221,yes!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
222,love John James!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
223,all,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,WIAH I COULD VOTE FOR HIM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
225,"𝗜𝗡 𝗚𝗢𝗗 𝐖𝗘 𝗧𝗥𝗨𝗦𝗧 ,𝗗𝗘𝗙𝗘𝗔𝗧 J𝗢𝗘 𝐖𝗘 𝗠𝗨𝗦𝗧",0.0,0.0,0.0,0.0,0.0,0.0,1.0
226,So sick of this mask Hoax bullshit,0.0,1.0,0.0,0.0,0.0,0.0,0.0
227,JOHN MICHIGAN🤩🤩🤩🤩🤩,0.0,0.0,0.0,0.0,0.0,0.0,1.0
228,💔 VIENNA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229,I LOVE JOHN JAMES!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
230,JOHN JAMES,0.0,0.0,0.0,0.0,0.0,0.0,1.0
231,Can’t wait for Trump to win,0.0,0.0,0.0,0.0,0.0,0.0,1.0
232,Vote Trump 2020 and vote down Big Tech!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
233,GO JOHN!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
234,I just wanted to say baddawattadingopulwombat,0.0,0.0,0.0,1.0,0.0,0.0,0.0
235,Lived in the area from 1971 to 2004. TC is a beautiful area!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
236,DEMOCRATS FOR TRUMP 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
237,Marshmallows for TRUMP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
238,Gretchen 'Morticia' Whitmore for PRISON .,0.0,0.0,0.0,1.0,0.0,0.0,0.0
239,Trump 2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0
240,trump:thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
241,🐊DRAIN THE SWAMP🐊,0.0,0.0,0.0,0.0,0.0,0.0,1.0
242,John James is the Man!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
243,"Trump 2020, Trump JR/Candace Owens 2024 ❤️",0.0,0.0,0.0,0.0,0.0,0.0,1.0
244,Rain or Snow go vote my friends,0.0,0.0,0.0,0.0,0.0,0.0,1.0
245,❤ PATRIOTS ❤,0.0,0.0,0.0,0.0,0.0,0.0,1.0
246,Thank you Heavenly Father for sending Donald J Trump to lead us back to Freedom!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
247,MICHIGAN WILL NEVER GO BACK TO OBAMA-BIDEN-CLINTON RUNNING OUR COUNTRY. DRAIN THE SWAMP.,0.0,0.0,0.0,1.0,0.0,0.0,0.0
248,MAGA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
