,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,None
79,Bo2?!?!??????,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,sup,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81,late ???,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82,the numbers JUMPED,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83,:_Comm1::_Comm2::_Yaya::_Yaya::_Yaya:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,WUT UP!?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,Trickle innnnnnn,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86,YAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87,RAAAAUUULL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,YAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89,yayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90,strting,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91,the arena,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92,Ayyyyyy,0.0,0.0,0.0,0.0,0.0,0.0,1.0
93,Welcome to the Champions Club,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94,Bo2??????????????????,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95,Miss this game,0.0,0.0,0.0,0.0,0.0,0.0,1.0
96,Trickle in,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,Lets do it big chat!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98,ya ya ya ya ya ya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99,Yayayayayya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,:_Buffer1::_Pudge::_Buffer2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101,Whats up chat,0.0,0.0,0.0,0.0,0.0,0.0,1.0
102,LETTUCE GO,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103,I am robing that car,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104,Bo2?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,Yoooooo !,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106,doc,0.0,0.0,0.0,0.0,0.0,0.0,1.0
107,bo2???????,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108,:_Buffer1::_Spit::_Buffer2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109,Black Ops 2?????,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,:dothefive:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,bo2 i ment,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112,yeah!!!!!!!!! HELLO CHAMPIONS!!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,RAAAAAAUUUUL!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,yea yea yea yea yea yea,0.0,0.0,0.0,0.0,0.0,0.0,1.0
115,already 700 im late,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116,WAITING FOR THAT PARKING STRUCTURE DOC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
117,CLICK IT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118,adrenaline,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119,cold war it is,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120,Yurrrrrr,0.0,0.0,0.0,0.0,0.0,0.0,1.0
121,Yayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122,lets go doc,0.0,0.0,0.0,0.0,0.0,0.0,1.0
123,Here we go with the 40 minutes INTRO,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124,B2T2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
125,Yoooooooooooooooo tha doc baby!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
126,Bo2????????????????????????,0.0,0.0,0.0,0.0,0.0,0.0,1.0
127,bo2???????????????,0.0,0.0,0.0,0.0,0.0,0.0,1.0
128,epic,0.0,0.0,0.0,0.0,0.0,0.0,1.0
129,baby baby baby,0.0,0.0,0.0,0.0,0.0,0.0,1.0
130,YAYAYAYAYAYAYAYAYAYAYAYAYAY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
131,YO BLACK OPS 2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,2? TWO!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
133,Baby baby baby....how's the CC today!?!?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
134,nice 😎,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,pogchamp,0.0,0.0,0.0,0.0,0.0,0.0,1.0
136,How bo2!?!?!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
137,CLICK IT!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
138,BO2????,0.0,0.0,0.0,0.0,0.0,0.0,1.0
139,hurry up and start,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140,trickle in,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141,Yayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
142,finally going back to the roots,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143,black ops 2 yaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
144,COMMON BABY LET'S WAKE UP THIS MORNING!!!! RAAAAUUULLL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
145,STARTTTT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
146,The DOCTOR,0.0,0.0,0.0,0.0,0.0,0.0,1.0
147,NEW AMD GPU,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148,NEW AMD GPU,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149,:_Comb::_Comb::_Comb::_Comb::_Comb::_Comb: Doc is going off today CC I can feel it !!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
150,"BO2 tournament, we've got a job to do DoC, let's get it done",0.0,0.0,0.0,0.0,0.0,0.0,1.0
151,:_Bless::_Bless:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
152,Pumped for this :_Buffer1::_Buffer1:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
153,:elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,ola,0.0,0.0,0.0,0.0,0.0,0.0,1.0
155,Sweetness is here watching the two time as always,0.0,0.0,0.0,0.0,0.0,0.0,1.0
156,:_Buffer1::_Pumpkin::_Buffer2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
157,csa,0.0,0.0,0.0,0.0,0.0,0.0,1.0
158,Yo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
159,TODAY IS THE DAY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160,DOC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
161,let's go,0.0,0.0,0.0,0.0,0.0,0.0,1.0
162,BETTER!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
163,Ohhhh babbbbyyyy,0.0,0.0,0.0,0.0,0.0,0.0,1.0
164,Oh yuhhhh,0.0,0.0,0.0,0.0,0.0,0.0,1.0
165,yo yo yo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
166,:elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
167,BO2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168,Yayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
169,black ops 2?????,0.0,0.0,0.0,0.0,0.0,0.0,1.0
170,RESPECT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
171,DRAMA KING,0.0,0.0,0.0,0.0,0.0,0.0,1.0
172,Yayayayayayay,0.0,0.0,0.0,0.0,0.0,0.0,1.0
173,:_Warcry::_Warcry::_Warcry::_Warcry::_Warcry::_Warcry::_Warcry::_Warcry::_Warcry::_Warcry::_Warcry::_Warcry::_Warcry::_Warcry:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
174,LETS GET INVOLVED,0.0,0.0,0.0,0.0,0.0,0.0,1.0
175,Any gaming chair recommendations?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
176,:_Dance::_Dance::_Dance:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
177,YAYAYAYAYAYAYAY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
178,:elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
179,yayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180,Hi did,0.0,0.0,0.0,0.0,0.0,0.0,1.0
181,goo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
182,Trickle in!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
183,go battlefield 4 instead !!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184,How old is BO2??,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185,like for 2x😘yayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
186,whoa whoa whoa whoa whoa,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187,yayayayaya yayayayaya yayayayaya yayayayaya yayayayaya 🔥🔥🔥🔥🔥🔥,0.0,0.0,0.0,0.0,0.0,0.0,1.0
188,:elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
189,Black ops 2?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190,let's gooooo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
191,When you refresh at the perfect time.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
192,NEW AMD GPU,0.0,0.0,0.0,0.0,0.0,0.0,1.0
193,Raul,0.0,0.0,0.0,0.0,0.0,0.0,1.0
194,Anyone else listen to docs music while they smoke? So relaxing,0.0,0.0,0.0,0.0,0.0,0.0,1.0
195,✌🏼⏰👶🏼,0.0,0.0,0.0,0.0,0.0,0.0,1.0
196,2X,0.0,0.0,0.0,0.0,0.0,0.0,1.0
197,HERE WE ARE,0.0,0.0,0.0,0.0,0.0,0.0,1.0
198,let's go CC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
199,SEND IT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200,YAYAYAYAYAYAYAYAYAYAY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
201,:elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
202,apparently the people asking about bo2 didn't listen/watch Monday lol,0.0,0.0,0.0,0.0,0.0,0.0,1.0
203,YAYAYAYAYAYAYAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
204,NEW AMD GPU,0.0,0.0,0.0,0.0,0.0,0.0,1.0
205,what it dooo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
206,DOC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
207,Yayayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
208,WOOT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
209,NEW AMD GPU,0.0,0.0,0.0,0.0,0.0,0.0,1.0
210,Let’s get pumped 🤘,0.0,0.0,0.0,0.0,0.0,0.0,1.0
211,let's go doc,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212,PLAY RUST DOC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
213,:elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
214,yayayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
215,Rauuuuuuullllll Menendez,0.0,0.0,0.0,0.0,0.0,0.0,1.0
216,بارك الله بالعرب يلي يحبون الدكتور,0.0,0.0,0.0,0.0,0.0,0.0,1.0
217,NEW AMD GPU,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,LETS GO!!!!!!!!!!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
219,"the last time Doc played BO2, this guy named Tony was on his team:_Giggles:",0.0,0.0,0.0,0.0,0.0,0.0,1.0
220,YAYAYAYAYAYAYAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
221,BO2 hype,0.0,0.0,0.0,0.0,0.0,0.0,1.0
222,Dr D Dr D Dr D Dr Dr Dr,0.0,0.0,0.0,0.0,0.0,0.0,1.0
223,Yooooooo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,oh baby baby baby,0.0,0.0,0.0,0.0,0.0,0.0,1.0
225,EL DOS VECES,0.0,0.0,0.0,0.0,0.0,0.0,1.0
226,yayayayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
227,LETS GO DOC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
228,lol kiddo,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229,Easy win today,0.0,0.0,0.0,0.0,0.0,0.0,1.0
230,Sick beat,0.0,0.0,0.0,0.0,0.0,0.0,1.0
231,3 MILLION THE ARENA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
232,tiddys,0.0,0.0,0.0,0.0,0.0,0.0,1.0
233,i need to go get my snacks for this one,0.0,0.0,0.0,0.0,0.0,0.0,1.0
234,LET'S GO:_Buffer1::_Snooze:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
235,like for 2x😘yayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
236,:_Dance:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
237,:elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
238,Get em out!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
239,🔥🔥🔥🔥🔥🔥🔥,0.0,0.0,0.0,0.0,0.0,0.0,1.0
240,BO2 Pogchamp,0.0,0.0,0.0,0.0,0.0,0.0,1.0
241,Firm handshakes from Amsterdam,0.0,0.0,0.0,0.0,0.0,0.0,1.0
242,Hello,0.0,0.0,0.0,0.0,0.0,0.0,1.0
243,Yayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
244,Ponytail gripped real tight today,0.0,0.0,0.0,0.0,0.0,0.0,1.0
245,Make them bleed DOC!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
246,BOOOOOOOMMM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
247,YAYAYAYA I LOVE YOU DOC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
248,:elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
249,black ops 2?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
250,YAYAYAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
251,hola,0.0,0.0,0.0,0.0,0.0,0.0,1.0
252,YAYAYYYYYY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
253,:elbowcough::elbowcough::elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
254,better,0.0,0.0,0.0,0.0,0.0,0.0,1.0
255,ایرانی کسی هست,0.0,0.0,0.0,0.0,0.0,0.0,1.0
256,PLAY RUST DOC,0.0,0.0,0.0,0.0,0.0,0.0,1.0
257,J,0.0,0.0,0.0,0.0,0.0,0.0,1.0
258,yayayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
259,yayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
260,NEW AMD GPU,0.0,0.0,0.0,0.0,0.0,0.0,1.0
261,who got some gfuel here?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262,🔊🎧,0.0,0.0,0.0,0.0,0.0,0.0,1.0
263,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
264,:_Buffer1::_Pudge::_Buffer2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
265,😎😎,0.0,0.0,0.0,0.0,0.0,0.0,1.0
266,CLICK IT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
267,HI DOC HI CHAMPIONS CLUB,0.0,0.0,0.0,0.0,0.0,0.0,1.0
268,Bo23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
269,Yayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
270,EL DOS VECES YAYAYAY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
271,WON'T BE PLAYING FOR ANOTHER HR,0.0,0.0,0.0,0.0,0.0,0.0,1.0
272,RRRRAAAAUUUULLL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
273,like for 2x😘yayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
274,The one and only THE 2X,0.0,0.0,0.0,0.0,0.0,0.0,1.0
275,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
276,dr dr dr,0.0,0.0,0.0,0.0,0.0,0.0,1.0
277,LETS GO BABY YAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
278,CLICK IT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
279,AMD > NIVIDIA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
280,Lol now we wait for an hour! Let’s go Doc!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
281,I KNOW YOUR READING THIS 2X..... what up cuz!!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
282,betting mil,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283,"44 buy a real chair, it will be less expensive for your back",0.0,0.0,0.0,0.0,0.0,0.0,1.0
284,LETS GOOOOOO,0.0,0.0,0.0,0.0,0.0,0.0,1.0
285,CLICK IT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
286,"Yes, can’t wait to see you an KingRichard clap lobbies",0.0,0.0,0.0,0.0,0.0,0.0,1.0
287,RAUUULLL,0.0,0.0,0.0,0.0,0.0,0.0,1.0
288,"Champs, can we start racking up those likes on the video to support the 2x as he brings the violence today? CLICK IT",0.0,0.0,0.0,0.0,0.0,0.0,1.0
289,:_Yaya::_Yaya::_Yaya::_Yaya::_Buffer1::_Giggles::_Buffer2::_Comm1::_Comm2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
290,when we playing duos doc,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291,yurrrr,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292,11 years old baby feels like yesterday,0.0,0.0,0.0,0.0,0.0,0.0,1.0
293,Dominate,0.0,0.0,0.0,0.0,0.0,0.0,1.0
294,Bo2 Carrier Hype,0.0,0.0,0.0,0.0,0.0,0.0,1.0
295,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296,:_Buffer1::_Snooze::_Buffer2::_Buffer1::_Snooze::_Buffer2::_Buffer1::_Snooze::_Buffer2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
297,raaaaaaaaaaaaaaaaaaaaaaauuuuuuuuuuuuullllllllllll,0.0,0.0,0.0,0.0,0.0,0.0,1.0
298,:elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
299,The two time blockbuster video game champion,0.0,0.0,0.0,0.0,0.0,0.0,1.0
300,CLICK!!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
301,:_Warcry::_Warcry::_Warcry:TRCKLLE THE FF IN CHAMPIONS CLIB:_Warcry::_Warcry::_Warcry:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
302,Yayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
303,VSM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
304,yessir,0.0,0.0,0.0,0.0,0.0,0.0,1.0
305,what black ops 2 ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
306,2 time,0.0,0.0,0.0,0.0,0.0,0.0,1.0
307,11 -> Sometimes you scare me! [stop spamming caps] [warning],0.0,0.0,0.0,0.0,0.0,0.0,1.0
308,MORNIN CHAMPS,0.0,0.0,0.0,0.0,0.0,0.0,1.0
309,It,0.0,0.0,0.0,0.0,0.0,0.0,1.0
310,:_Nana::_Nana::_Nana::_Nana::_Nana::_Nana::_Nana::_Nana:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
311,bo2???? get ya hacks out lads,0.0,0.0,0.0,0.0,0.0,0.0,1.0
312,🔥🔥🔥,0.0,0.0,0.0,0.0,0.0,0.0,1.0
313,What's this? The Doc opened his chat?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
314,yayyayyayyyayayayayay,0.0,0.0,0.0,0.0,0.0,0.0,1.0
315,:_Comm1::_Comm2:,0.0,0.0,0.0,0.0,0.0,0.0,1.0
316,trickle in,0.0,0.0,0.0,0.0,0.0,0.0,1.0
317,Time to DOMINATE BO2!,0.0,0.0,0.0,0.0,0.0,0.0,1.0
318,Who’s getting ps5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
319,من,0.0,0.0,0.0,0.0,0.0,0.0,1.0
320,POOOOORORRRRRRRRN,0.0,0.0,0.0,0.0,0.0,0.0,1.0
321,Firm handshakes all round champions club 🏴󠁧󠁢󠁳󠁣󠁴󠁿🔥🔥🔥🔥,0.0,0.0,0.0,0.0,0.0,0.0,1.0
322,YA YA YA YA YA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
323,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
324,Black Ops II??,0.0,0.0,0.0,0.0,0.0,0.0,1.0
325,Carr -> Are you finished? [stop spamming symbols] [warning],0.0,0.0,0.0,0.0,0.0,0.0,1.0
326,YAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
327,Yaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
328,a,0.0,0.0,0.0,0.0,0.0,0.0,1.0
329,When we playin duos dawk??,0.0,0.0,0.0,0.0,0.0,0.0,1.0
330,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
331,DOC VSM,0.0,0.0,0.0,0.0,0.0,0.0,1.0
332,YAYAYAYAYAYAYAYAYAYAYA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
333,ahhh,0.0,0.0,0.0,0.0,0.0,0.0,1.0
334,yayayayayayayayayayayayayaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0
335,yayayayayyayyaayyayayaayyaYaYayY,0.0,0.0,0.0,0.0,0.0,0.0,1.0
